SG_UF,CD_MUNICIPIO,NM_MUNICIPIO,"('QT_VOTOS', 13, 'PARTIDO DOS TRABALHADORES')","('QT_VOTOS', 16, 'PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO')","('QT_VOTOS', 23, 'PARTIDO POPULAR SOCIALISTA')","('QT_VOTOS', 29, 'PARTIDO DA CAUSA OPERÁRIA')","('QT_VOTOS', 40, 'PARTIDO SOCIALISTA BRASILEIRO')","('QT_VOTOS', 45, 'PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA')",QT_ABST,QT_APTOS,QT_BRANCOS,QT_COMPARECIMENTOS,QT_NULOS
BA,34673,CONCEICAO DO COITE,12973,38,2671,8,3015,6774,8414,40358,1385,31944,5080
BA,34690,CONCEICAO DO JACUIPE,7118,42,1787,12,1658,1579,4283,19118,518,14835,2121
BA,34711,CONDE,3082,6,1766,7,586,958,2989,11477,334,8488,1749
BA,34738,CONDEUBA,2500,16,726,3,456,3382,4515,14405,358,9890,2449
BA,34754,CONTENDAS DO SINCORA,769,5,217,1,110,859,1164,3731,125,2567,481
BA,34770,CORACAO DE MARIA,5677,27,1513,3,698,1886,4388,17284,776,12896,2316
BA,34797,CORDEIROS,761,12,776,1,256,1184,2116,6223,108,4107,1009
BA,34819,CORIBE,3104,12,857,3,470,1137,2559,10213,632,7654,1439
BA,34835,CORONEL JOAO SA,1595,7,1867,6,231,1434,2602,10124,256,7522,2126
BA,34851,CORRENTINA,3662,21,2222,4,733,4533,5923,20519,427,14596,2994
BA,34878,COTEGIPE,2167,5,490,2,249,973,2310,8728,566,6418,1966
BA,34894,CRAVOLANDIA,860,3,200,0,212,720,659,3851,324,3192,873
BA,34916,CRISOPOLIS,2146,4,2644,2,356,1103,4174,13056,263,8882,2364
BA,34932,CRISTOPOLIS,1576,9,2169,4,386,1424,2383,9634,238,7251,1445
BA,34959,CRUZ DAS ALMAS,15942,54,3309,14,2973,2286,7428,35894,894,28466,2994
BA,34975,CURACA,6712,25,2435,8,816,1868,4208,18880,598,14672,2210
BA,34991,DARIO MEIRA,1241,5,317,2,782,884,2302,7375,260,5073,1582
BA,35017,DOM BASILIO,1020,15,1067,3,93,2414,2072,8180,191,6108,1305
BA,35033,DOM MACEDO COSTA,1055,1,545,1,214,220,523,3133,74,2610,500
BA,35050,ELISIO MEDRADO,1967,9,719,0,570,674,1561,6782,196,5221,1086
BA,35076,ENCRUZILHADA,2482,13,1180,15,891,1999,5210,14811,363,9601,2658
BA,35092,ENTRE RIOS,7824,48,1239,10,1437,2498,7516,24638,956,17122,3110
BA,35114,ESPLANADA,5890,50,2021,8,1101,1945,5529,19756,694,14227,2518
BA,35130,EUCLIDES DA CUNHA,8806,46,5142,12,1731,5819,10216,38219,1186,28003,5261
BA,35149,FEIRA DA MATA,916,1,342,0,293,788,1066,3997,73,2931,518
BA,35157,FEIRA DE SANTANA,118987,700,32956,109,42290,20730,53464,295307,6335,241843,19736
BA,35173,FIRMINO ALVES,762,7,225,1,200,596,1335,3785,130,2450,529
BA,35190,FLORESTA AZUL,1444,7,1050,0,422,1514,1495,7126,207,5631,987
BA,35211,FORMOSA DO RIO PRETO,2753,7,1745,3,303,1707,3906,12878,373,8972,2081
BA,35238,GANDU,3746,29,1182,7,3110,2586,6391,20222,472,13831,2699
BA,35254,GENTIO DO OURO,1497,2,848,4,334,1744,1963,7699,238,5736,1069
BA,35270,GLORIA,3763,16,1515,1,208,462,1536,9166,263,7630,1402
BA,35297,GONGOGI,1064,5,360,3,560,662,2829,6253,107,3424,663
BA,35319,GOVERNADOR MANGABEIRA,4363,33,1243,5,853,1277,4211,14295,405,10084,1905
BA,35335,GUANAMBI,15153,94,2388,7,2648,9962,9812,45349,1006,35537,4279
BA,35351,GUARATINGA,4064,10,630,5,1686,807,5817,15223,311,9406,1893
BA,35378,IACU,5125,20,1059,5,943,2620,6374,19588,564,13214,2878
BA,35394,IBIASSUCE,1370,5,416,3,157,2121,2101,7459,139,5358,1147
BA,35416,IBICARAI,4664,42,1640,14,1090,3241,7918,21103,462,13185,2032
BA,35432,IBICOARA,1542,6,1523,3,459,957,1578,7743,192,6165,1483
BA,35459,IBICUI,2250,8,602,6,892,1338,3827,10599,429,6772,1247
BA,35475,IBIPEBA,4856,6,1192,2,683,952,3424,12536,459,9112,962
BA,35491,SANTA RITA DE CASSIA,4076,23,1341,9,756,3829,4156,17014,873,12858,1951
BA,35513,IBIPITANGA,1177,4,566,4,708,2488,4261,10942,231,6681,1503
BA,35530,IBIQUERA,1081,2,366,0,89,163,1149,3581,74,2432,657
BA,35556,IBIRAPITANGA,3281,13,443,2,1745,1604,6890,15791,254,8901,1559
BA,35572,IBIRAPUA,1295,5,122,2,559,788,1871,5571,131,3700,798
BA,35599,IBIRATAIA,2790,14,629,6,1775,1298,5834,14992,396,9158,2250
BA,35610,IBITIARA,1350,10,2853,11,290,1350,3190,10773,147,7583,1572
BA,35637,IBITITA,5720,24,1245,3,773,972,3527,13387,282,9860,841
BA,35653,IBOTIRAMA,5105,11,2093,6,753,2036,5389,17575,314,12186,1868
BA,35670,ICHU,2413,15,426,0,295,600,963,5402,144,4439,546
BA,35696,IGAPORA,2181,16,575,3,345,3054,2709,11085,356,8376,1846
BA,35700,IGRAPIUNA,1120,7,351,2,892,1028,2505,7212,263,4707,1044
BA,35718,IGUAI,3428,11,1260,6,1511,2054,5863,17240,563,11377,2544
BA,35734,ILHEUS,40678,295,8493,23,15746,5980,28677,109397,2229,80720,7276
BA,35750,INHAMBUPE,6567,35,3074,10,694,1588,5950,22419,591,16469,3910
BA,35777,IPECAETA,2525,9,2056,5,863,1633,4237,13581,479,9344,1774
BA,35793,IPIAU,8330,108,2066,10,2483,2523,10156,29065,709,18909,2680
BA,35815,IPIRA,13059,24,3377,9,2855,4148,13693,43266,1094,29573,5007
BA,35831,IPUPIARA,1891,21,808,5,401,1045,1918,7016,132,5098,795
BA,35858,IRAJUBA,1324,8,688,7,246,604,946,5009,231,4063,955
BA,35874,IRAMAIA,1847,6,1229,2,234,1093,3101,8927,145,5826,1270
BA,35890,IRAQUARA,3195,19,1328,4,288,2249,3584,12960,388,9376,1905
BA,35912,IRARA,5469,31,2168,4,957,2292,4759,19113,526,14354,2907
BA,35939,IRECE,13380,46,4157,12,2650,2881,9274,36247,829,26973,3018
BA,35947,ITABELA,4080,20,732,3,1805,1927,5595,16570,532,10975,1876
BA,35955,ITABERABA,13937,42,2858,9,2562,4557,11174,40940,880,29766,4921
BA,35971,ITABUNA,34827,283,23195,42,21439,10226,33489,134326,1781,100837,9044
BA,35998,ITACARE,2102,15,698,3,675,769,3794,9496,207,5702,1233
BA,36013,ITAETE,1478,4,226,1,258,2525,2904,8917,237,6013,1284
BA,36030,ITAGI,3054,15,778,2,472,464,2514,9383,239,6869,1845
BA,36056,ITAGIBA,3215,17,524,2,954,663,4596,11796,225,7200,1600
BA,36072,ITAGIMIRIM,999,4,516,1,670,657,1353,5296,137,3943,959
BA,36080,ITAGUACU DA BAHIA,2994,6,914,1,229,532,2228,8510,212,6282,1394
BA,36099,ITAJU DO COLONIA,1270,17,580,1,546,398,2341,5990,143,3649,694
BA,36110,ITAJUIPE,3733,30,1748,12,2181,1468,5791,17329,551,11538,1815
BA,36137,ITAMARAJU,14532,42,1558,10,4654,4114,15359,45371,866,30012,4236
BA,36153,ITAMARI,1538,7,267,2,598,935,1849,6142,251,4293,695
BA,36170,ITAMBE,2973,22,1007,9,998,3275,5291,16347,483,11056,2289
BA,36196,ITANAGRA,1067,7,684,2,187,259,1496,4429,83,2933,644
BA,36218,ITANHEM,4965,22,289,3,932,1711,6273,16618,403,10345,2020
BA,36234,ITAPARICA,4697,35,679,7,1495,493,2713,11215,250,8502,846
BA,36250,ITAPE,1874,12,1266,2,533,494,1810,7247,142,5437,1114
BA,36277,ITAPEBI,1233,4,534,2,587,1010,2585,7197,205,4612,1037
BA,36293,ITAPETINGA,12115,30,3547,13,4995,4733,10729,41429,639,30700,4628
BA,36315,ITAPICURU,3574,14,1417,10,794,2675,5994,18427,732,12433,3217
BA,36331,ITAPITANGA,1555,11,809,1,693,439,2520,6908,151,4388,729
BA,36358,ITAQUARA,999,4,253,2,267,1504,1581,5798,129,4217,1059
BA,36374,ITARANTIM,3461,13,278,0,1312,835,4160,12616,385,8456,2172
BA,36382,ITATIM,1007,3,510,0,558,3071,2480,9573,225,7093,1719
BA,36390,ITIRUCU,2569,9,365,4,427,2276,2731,10030,275,7299,1374
BA,36412,ITIUBA,7119,22,2364,11,1036,3137,5986,23945,953,17959,3317
BA,36439,ITORORO,3505,12,887,6,1122,1934,2614,12361,301,9747,1980
BA,36455,ITUACU,1372,12,1932,7,257,4118,2774,12876,313,10102,2091
BA,36471,ITUBERA,3337,22,861,2,1984,2148,4479,15480,657,11001,1990
BA,36498,JACARACI,2162,14,983,2,197,1823,4132,11238,341,7106,1584
BA,36510,JACOBINA,19026,66,4603,19,3844,4888,14974,54449,1151,39475,5878
BA,36536,JAGUAQUARA,8770,21,843,7,2531,3834,7436,27251,640,19815,3169
BA,36552,JAGUARARI,7636,26,2440,2,602,1935,5106,21215,689,16109,2779
BA,36579,JAGUARIPE,2474,14,804,3,763,718,2926,9731,438,6805,1591
BA,36595,JANDAIRA,1284,3,657,2,378,546,2456,6349,173,3893,850
BA,36617,JEQUIE,34061,168,4647,24,15349,4650,26527,94899,1685,68372,7788
BA,36633,JEREMOABO,3786,31,3636,7,786,4837,6076,23341,541,17265,3641
BA,36650,JIQUIRICA,1729,8,751,2,407,1776,2461,9103,251,6642,1718
BA,36676,JITAUNA,1917,17,443,4,952,1777,4998,12035,314,7037,1613
BA,36692,JUAZEIRO,37854,234,19762,22,9956,5482,21991,104104,1828,82113,6975
BA,36706,JUCURUCU,2034,4,708,2,376,737,4222,9375,147,5153,1145
BA,36714,JUSSARA,3687,18,1014,0,308,752,3408,10780,248,7372,1345
BA,36730,JUSSIAPE,680,5,1094,1,214,1741,2151,7140,176,4989,1078
BA,36757,LAFAIETE COUTINHO,1388,4,217,0,211,353,1169,4064,123,2895,599
BA,36765,LAGOA REAL,1233,11,923,7,187,1873,1865,7569,101,5704,1369
BA,36773,LAJE,3786,10,1654,2,1238,1410,3782,15213,434,11431,2897
BA,36790,LAJEDAO,874,5,922,2,165,309,591,3160,40,2569,252
BA,36811,LAJEDINHO,337,1,1223,0,72,113,377,2514,27,2137,364
BA,36820,LAJEDO DO TABOCAL,1095,11,125,4,338,1546,1530,5719,134,4189,936
BA,36838,LAMARAO,1029,3,823,2,274,702,2002,6202,302,4200,1065
BA,36854,LAURO DE FREITAS,34308,178,3336,19,8949,2706,13694,68695,1650,55001,3855
BA,36870,LENCOIS,1602,8,206,2,109,861,1360,4899,79,3539,672
BA,36897,LICINIO DE ALMEIDA,2567,9,972,3,284,1312,2578,9080,172,6502,1183
BA,36919,LIVRAMENTO DE NOSSA SENHORA,6153,25,3873,5,561,5207,6946,26915,528,19969,3617
BA,36935,MACAJUBA,1068,9,266,2,189,1923,2026,7457,256,5431,1718
BA,36951,MACARANI,2038,15,1001,6,755,1287,3571,11157,293,7586,2191
BA,36978,MACAUBAS,7664,31,2503,3,484,4964,7155,27595,479,20440,4312
BA,36994,MACURURE,1373,11,895,0,221,915,1131,5708,139,4577,1023
BA,37010,MAIQUINIQUE,1514,4,306,5,665,479,1820,5753,127,3933,833
BA,37036,MAIRI,2244,12,1535,10,550,2836,4932,14540,332,9608,2089
BA,37052,MALHADA,3415,7,887,0,240,947,2783,9608,198,6825,1131
BA,37079,MALHADA DE PEDRAS,936,4,1428,2,472,610,1505,6251,100,4746,1194
BA,37095,MANOEL VITORINO,1738,7,674,0,582,2305,4115,11353,360,7238,1572
BA,37117,MARACAS,3211,27,743,8,496,3880,5179,16209,575,11030,2090
BA,37133,MARAGOGIPE,7822,38,3181,6,1342,3229,8289,29683,1226,21394,4550
BA,37150,MARAU,1720,16,524,5,681,1699,3719,10249,345,6530,1540
BA,37176,MARCIONILIO SOUZA,2202,12,555,3,241,645,2759,7731,190,4972,1124
BA,37192,MASCOTE,2161,9,926,2,1008,869,4389,10741,179,6352,1198
BA,37214,MATA DE SAO JOAO,10518,40,1837,5,1605,1118,5567,23953,735,18386,2528
BA,37222,MATINA,1001,5,351,0,190,2059,1597,6986,286,5389,1497
BA,37230,MEDEIROS NETO,5397,27,731,5,1622,1367,5190,17004,393,11814,2272
BA,37257,MIGUEL CALMON,5570,20,3150,10,1419,1235,4536,19046,261,14510,2845
BA,37273,MILAGRES,1544,2,3931,1,277,344,1816,8543,70,6727,558
BA,37290,MIRANGABA,1784,9,728,0,404,2011,2520,9630,396,7110,1778
BA,37303,MIRANTE,466,2,674,2,155,1918,1467,5683,73,4216,926
BA,37311,MONTE SANTO,6889,36,3023,13,1189,5208,9520,33172,2079,23652,5215
BA,37338,MORPARA,1909,5,781,2,228,674,1877,6709,138,4832,1095
BA,37354,MORRO DO CHAPEU,6097,49,2092,6,1189,3574,5901,22884,546,16983,3430
BA,37370,MORTUGABA,1432,11,479,2,169,1959,4235,10000,207,5765,1506
BA,37397,MUCUGE,770,9,1110,7,188,1547,1184,6292,155,5108,1322
BA,37419,MUCURI,5541,31,1761,8,1897,1701,5912,18862,351,12950,1660
BA,37427,MULUNGU DO MORRO,941,14,708,6,280,1891,2014,7239,168,5225,1217
BA,37435,MUNDO NOVO,3543,20,2115,7,656,1520,3002,13361,305,10359,2193
BA,37451,MUNIZ FERREIRA,1917,4,637,3,774,443,978,6124,201,5146,1167
BA,37460,MUQUEM DO SAO FRANCISCO,1545,5,322,0,146,1231,1521,5307,54,3786,483
BA,37478,MURITIBA,5731,41,1501,18,1493,1692,4247,17292,527,13045,2042
BA,37494,MUTUIPE,4766,10,993,3,971,2055,3954,15059,268,11105,2039
BA,37516,NAZARE,6460,51,1742,8,2632,1312,5443,20846,743,15403,2455
BA,37532,NILO PECANHA,1525,6,221,3,678,1293,2130,7295,321,5165,1118
BA,37559,NOVA CANAA,2593,9,698,5,703,824,3503,10495,344,6992,1816
BA,37567,NOVA FATIMA,1548,6,674,2,511,796,818,5419,241,4601,823
BA,37575,NOVA ITARANA,548,3,645,3,76,1029,1518,4992,288,3474,882
BA,37583,NOVA REDENCAO,1923,3,446,4,425,382,1750,6089,123,4339,1033
BA,37591,NOVA SOURE,5114,22,1672,6,485,1710,5679,18389,722,12710,2979
BA,37613,NOVA VICOSA,5770,34,1315,7,1947,1878,6504,19716,418,13212,1843
BA,37621,NOVO TRIUNFO,580,3,1299,3,92,1555,1516,6272,117,4756,1107
BA,37630,OLINDINA,4106,7,2483,10,1002,1748,4893,17920,700,13027,2971
BA,37656,OLIVEIRA DOS BREJINHOS,4535,21,1615,7,537,1941,4532,16050,575,11518,2287
BA,37672,OURICANGAS,1592,9,1295,5,147,198,1591,6190,141,4599,1212
BA,37680,OUROLANDIA,2015,4,656,4,668,2202,3015,10716,178,7701,1974
BA,37699,PALMAS DE MONTE ALTO,4759,22,860,4,286,1970,3721,14602,442,10881,2538
BA,37710,PALMEIRAS,1581,8,474,2,131,962,1537,5710,121,4173,894
BA,37737,PARAMIRIM,3306,15,1274,3,351,2560,4296,14504,542,10208,2157
BA,37753,PARATINGA,8086,17,2220,6,298,1332,5835,20307,350,14472,2163
BA,37770,PARIPIRANGA,2744,42,2616,9,554,4266,5036,19007,552,13971,3188
BA,37796,PAU BRASIL,1380,3,681,1,1224,580,3927,9047,173,5120,1078
BA,37818,PAULO AFONSO,28315,82,5067,12,3179,3538,9345,56297,1154,46952,5605
BA,37834,PEDRAO,1712,14,316,1,285,629,1217,5325,156,4108,995
BA,37850,PEDRO ALEXANDRE,707,3,1408,2,262,1061,2039,7402,162,5363,1758
BA,37877,PIATA,1039,22,979,2,734,4018,4116,14164,347,10048,2907
BA,37893,PILAO ARCADO,4579,14,6233,9,765,455,6909,21900,235,14991,2701
BA,37915,PINDAI,1581,9,670,3,478,3202,3215,11246,384,8031,1704
BA,37931,PINDOBACU,3004,16,881,3,1023,2993,3403,14036,543,10633,2170
BA,37940,PIRAI DO NORTE,553,7,262,2,412,1486,2330,5922,161,3592,709
BA,37958,PIRIPA,1475,6,937,4,204,645,2843,7432,86,4589,1232
BA,37974,PIRITIBA,3408,18,1236,7,955,1550,3086,12443,213,9357,1970
BA,37990,PLANALTINO,734,4,599,3,127,1376,1861,6176,429,4315,1043
BA,38016,PLANALTO,2367,15,1642,8,662,3708,4341,15813,525,11472,2545
BA,38032,POCOES,6685,37,3133,15,1316,4298,8643,29341,907,20698,4307
BA,38059,POJUCA,9176,47,1794,6,1370,1092,3820,20638,845,16818,2488
BA,38067,PONTO NOVO,2689,10,894,0,180,968,2338,8927,298,6589,1550
BA,38075,PORTO SEGURO,16962,65,2420,21,5612,4076,13353,47504,865,34151,4130
BA,38091,POTIRAGUA,1474,5,787,0,828,336,2739,7486,181,4747,1136
BA,38113,PRADO,3900,31,913,7,1466,1927,5269,15618,427,10349,1678
BA,38130,PRESIDENTE DUTRA,3717,17,972,3,421,934,2685,10100,211,7415,1140
BA,38156,PRESIDENTE JANIO QUADROS,1527,4,1585,4,247,756,3627,9887,175,6260,1962
BA,38164,PRESIDENTE TANCREDO NEVES,1103,9,133,3,864,3398,3262,11660,385,8398,2503
BA,38172,QUEIMADAS,5163,22,2175,7,928,1957,5427,18623,567,13196,2377
BA,38199,QUIJINGUE,4500,13,2875,4,1002,2879,4251,18963,411,14712,3028
BA,38210,REMANSO,6493,18,4119,7,1111,1786,8557,26680,488,18123,4101
BA,38237,RETIROLANDIA,3927,15,470,1,716,1172,1861,9903,462,8042,1279
BA,38253,RIACHAO DAS NEVES,3367,6,2559,6,751,1324,4623,16905,692,12282,3577
BA,38270,RIACHAO DO JACUIPE,8727,28,3588,8,1223,2977,5259,25053,682,19794,2561
BA,38296,RIACHO DE SANTANA,5153,42,664,11,519,4670,5524,20874,908,15350,3383
BA,38318,RIBEIRA DO AMPARO,2310,8,1332,4,363,708,1440,7876,220,6436,1491
BA,38334,RIBEIRA DO POMBAL,8627,32,3778,7,807,3570,8123,30129,1244,22006,3941
BA,38342,RIBEIRAO DO LARGO,1549,4,693,1,425,713,2171,7099,145,4928,1398
BA,38350,RIO DE CONTAS,1965,22,585,8,298,3292,1581,9535,281,7954,1503
BA,38377,RIO DO ANTONIO,1895,15,1005,6,315,1651,3010,9826,251,6816,1678
BA,38393,RIO DO PIRES,890,14,514,3,113,3082,1556,7652,205,6096,1275
BA,38415,RIO REAL,5504,27,2306,5,975,3145,6083,21459,561,15376,2853
BA,38431,RODELAS,2018,2,657,0,189,162,580,4109,42,3529,459
BA,38458,RUY BARBOSA,5767,26,2032,7,707,2058,5915,20148,445,14233,3191
BA,38474,SALINAS DA MARGARIDA,2544,19,609,2,754,275,2086,7207,147,5121,771
BA,38490,SALVADOR,825187,4980,78487,652,158973,51600,290155,1508170,30376,1218015,67760
BA,38512,SANTA BARBARA,5184,14,2358,3,598,1028,2057,13893,333,11836,2318
BA,38539,SANTA BRIGIDA,1218,9,1435,4,294,1626,1488,8376,368,6888,1934
BA,38555,SANTA CRUZ CABRALIA,3441,20,680,2,1203,1135,3024,10633,228,7609,900
BA,38571,SANTA CRUZ DA VITORIA,883,2,289,2,263,292,1640,4106,153,2466,582
BA,38598,SANTA INES,2363,11,307,1,579,815,2483,8580,375,6097,1646
BA,38610,SANTALUZ,7130,23,2260,4,998,4120,6593,24890,548,18297,3214
BA,38636,SANTA MARIA DA VITORIA,6178,24,2503,4,1335,3946,7366,25677,670,18311,3651
BA,38652,SANTANA,3900,29,1446,3,354,4642,4762,17795,360,13033,2299
BA,38679,SANTANOPOLIS,2014,12,1184,3,405,717,2251,8335,349,6084,1400
BA,38695,SANTA TERESINHA,1330,7,780,3,245,1182,2020,7082,226,5062,1289
BA,38717,SANTO AMARO,19210,179,1793,20,3029,3045,9336,41118,1315,31782,3191
BA,38733,SANTO ANTONIO DE JESUS,18338,114,3504,16,6673,5982,9768,50290,1234,40522,4661
BA,38750,SANTO ESTEVAO,7158,29,2602,24,1789,3487,7851,28125,1009,20274,4176
BA,38776,SAO DESIDERIO,3249,11,3984,3,506,983,3816,14420,233,10604,1635
BA,38792,SAO FELIX,3577,18,546,3,783,898,2060,9606,224,7546,1497
BA,38806,SAO DOMINGOS,2848,17,326,3,326,1119,892,6493,249,5601,713
BA,38814,SAO FELIPE,3664,24,1564,5,802,2714,5030,16889,685,11859,2401
BA,38822,SAO FELIX DO CORIBE,2451,9,659,7,557,1524,2376,8849,181,6473,1085
BA,38830,SAO FRANCISCO DO CONDE,11875,27,1412,5,1487,329,2654,20035,424,17381,1822
BA,38857,SAO GONCALO DOS CAMPOS,8265,44,1171,12,1325,1606,2932,18545,960,15613,2230
BA,38865,SAO JOSE DO JACUIPE,1543,6,803,3,595,958,2296,7677,344,5381,1129
BA,38873,SAO MIGUEL DAS MATAS,2176,3,1167,3,363,396,1850,7201,138,5351,1105
BA,38890,SAO SEBASTIAO DO PASSE,14162,65,1357,9,1756,1771,5608,28069,754,22461,2587
BA,38911,SAPEACU,4227,12,1358,7,882,1112,3324,13343,480,10019,1941
BA,38938,SATIRO DIAS,2918,16,1597,4,406,716,3183,11140,210,7957,2090
BA,38946,SAUBARA,3056,14,481,1,850,341,1815,7567,264,5752,745
BA,38954,SAUDE,2626,13,1146,3,432,765,1243,8134,221,6891,1685
BA,38970,SEABRA,7621,55,1406,6,776,4383,6893,25447,669,18554,3638
BA,38997,SEBASTIAO LARANJEIRAS,1562,1,252,1,299,1508,1838,6351,143,4513,747
BA,39012,SENHOR DO BONFIM,14744,91,5401,15,2752,5535,10975,45047,1109,34072,4425
BA,39039,SENTO SE,2926,27,3435,9,2142,4403,6175,22634,481,16459,3036
BA,39047,SERRA DO RAMALHO,4312,27,2643,5,1024,2275,6448,19766,347,13318,2685
BA,39055,SERRA DOURADA,1859,10,2094,1,320,2328,3250,11928,352,8678,1714
BA,39071,SERRA PRETA,3874,21,1797,5,865,1300,3087,14015,537,10928,2529
BA,39098,SERRINHA,17911,110,3959,13,3137,3882,11013,47680,1281,36667,6374
BA,39110,SERROLANDIA,1809,10,778,0,743,1041,2427,8443,203,6016,1432
BA,39136,SIMOES FILHO,25565,159,4018,21,11001,1766,11285,58506,1252,47221,3439
BA,39144,SITIO DO MATO,1643,4,638,0,552,1147,1808,6879,194,5071,893
BA,39152,SOUTO SOARES,1336,13,865,1,279,2833,3917,10918,324,7001,1350
BA,39179,TABOCAS DO BREJO VELHO,1250,6,1246,0,178,1755,2186,8460,163,6274,1676
BA,39195,TANHACU,1499,7,2472,7,261,4185,3393,14466,204,11073,2438
BA,39217,TANQUINHO,2278,4,844,2,240,271,845,5391,160,4546,747
BA,39233,TAPEROA,2523,8,701,0,859,1652,3623,11642,512,8019,1764
BA,39250,TAPIRAMUTA,1632,6,638,2,218,2173,2161,8436,128,6275,1478
BA,39276,TEODORO SAMPAIO,2675,13,491,4,504,234,1841,6875,204,5034,909
BA,39292,TEOFILANDIA,4617,19,1650,7,665,1708,4253,16269,743,12016,2607
BA,39314,TEOLANDIA,1104,11,327,2,662,2160,2908,9050,377,6142,1499
BA,39330,TERRA NOVA,4394,20,313,3,711,480,2077,9347,216,7270,1133
BA,39357,TREMEDAL,1373,12,2144,3,540,2061,8525,17426,229,8901,2539
BA,39373,TUCANO,7707,30,3047,18,1318,4470,7846,31294,1198,23448,5660
BA,39390,UAUA,4347,34,2128,2,833,4291,4831,19564,608,14733,2490
BA,39411,UBAIRA,2235,10,1530,2,737,2897,4301,14087,320,9786,2055
BA,39438,UBAITABA,3054,21,1113,6,1299,1781,4630,13696,265,9066,1527
BA,39454,UBATA,4164,31,745,5,2301,1135,7239,17913,446,10674,1847
BA,39470,UIBAI,4126,7,898,2,295,908,2798,10231,186,7433,1011
BA,39489,UMBURANAS,828,8,559,3,541,2580,1946,8264,247,6318,1552
BA,39497,UNA,3834,18,1043,3,1983,1260,7235,18054,344,10819,2334
BA,39519,URANDI,2709,11,455,2,291,2717,3632,12116,552,8484,1747
BA,39535,URUCUCA,4051,12,1231,1,1861,1169,6378,17090,297,10712,2090
BA,39551,UTINGA,2695,14,1703,5,618,1156,3072,11188,191,8116,1734
BA,39578,VALENCA,11909,70,3457,17,7348,3859,10760,44823,1760,34063,5643
BA,39594,VALENTE,6075,30,1120,7,874,2310,2684,15273,566,12589,1607
BA,39616,VARZEA DO POCO,1434,10,485,1,374,1311,1813,6565,248,4752,889
BA,39624,VARZEDO,1595,3,464,3,408,891,1737,6506,198,4769,1207
BA,39632,VERA CRUZ,8743,62,1348,9,2542,865,4883,20435,706,15552,1277
BA,39640,VEREDA,1350,2,182,1,390,829,2281,5990,198,3709,757
BA,39659,VITORIA DA CONQUISTA,51613,385,9160,51,20378,27052,38878,163941,3172,125063,13252
BA,39675,WAGNER,1420,8,755,2,435,635,1700,6224,208,4524,1061
BA,39691,WENCESLAU GUIMARAES,2197,7,440,1,1259,1649,3697,11410,290,7713,1870
BA,39713,XIQUE XIQUE,10094,30,3124,11,1473,1785,9211,32063,735,22852,5600
BA,39730,LAPAO,6079,36,899,6,1279,2342,3939,17007,485,13068,1942
BA,39748,MADRE DE DEUS,6459,20,834,2,1038,242,1782,11081,148,9299,556
BA,39756,MAETINGA,871,6,813,4,289,426,2486,6006,106,3520,1005
BA,39772,MANSIDAO,1667,1,861,0,293,1809,1832,7463,222,5631,778
BA,39799,NORDESTINA,1424,3,1552,1,174,419,1934,6895,105,4961,1283
BA,39810,PE DE SERRA,2069,11,1910,4,676,1336,2530,10564,310,8034,1718
BA,39837,PINTADAS,2818,6,264,0,351,1025,2503,8084,89,5581,1028
BA,39845,QUIXABEIRA,2038,13,421,2,238,955,2190,7007,259,4817,891
BA,39853,RAFAEL JAMBEIRO,3184,12,2128,8,446,1610,4920,15797,460,10877,3029
BA,39870,SANTA LUZIA,1334,10,436,3,1138,874,3680,8742,159,5062,1108
BA,39896,SAO GABRIEL,4499,22,2636,3,355,682,3180,13311,205,10131,1729
BA,39900,SITIO DO QUINTO,956,11,1348,4,173,1623,2023,7547,233,5524,1176
BA,39918,TANQUE NOVO,2296,9,1762,4,116,1090,2220,9574,313,7354,1764
BA,39926,SAO JOSE DA VITORIA,1095,5,390,1,831,294,2128,5633,82,3505,807
BA,39934,TEIXEIRA DE FREITAS,27116,82,2240,11,8695,4158,18980,67491,983,48511,5226
BA,39942,NOVO HORIZONTE,516,7,504,6,674,1916,1646,6429,150,4783,1010
BA,39950,VARZEA NOVA,2678,10,504,1,395,1099,1398,7767,220,6369,1462
BA,39969,NOVA IBIA,741,4,470,1,774,656,1762,5702,291,3940,1003
BA,39977,VARZEA DA ROCA,1238,6,1327,2,576,1165,2978,9323,312,6345,1719
BA,39985,SOBRADINHO,5406,13,2352,9,1763,887,3996,16002,259,12006,1317
BA,39993,WANDERLEY,1872,4,792,6,332,2033,2361,9035,251,6674,1384
CE,13005,JIJOCA DE JERICOACOARA,1243,1,2768,1,249,708,1998,7688,124,5690,596
CE,13013,ABAIARA,1131,2,1632,2,161,592,923,5277,184,4354,650
CE,13021,MADALENA,2923,5,2422,0,264,426,2301,9377,150,7076,886
CE,13030,ACARAU,5474,31,8501,5,1749,2392,9242,30917,755,21675,2768
CE,13048,PIRES FERREIRA,288,1,4139,2,60,496,1321,6834,90,5513,437
CE,13056,ACOPIARA,7035,16,10329,5,2119,2507,6010,33701,1729,27691,3951
CE,13064,GRACA,549,2,4604,1,156,875,3201,10568,187,7367,993
CE,13072,AIUABA,1245,6,3800,1,168,729,2942,10433,151,7491,1391
CE,13080,TURURU,2213,4,2998,1,417,943,1221,8753,262,7532,694
CE,13099,ALCANTARAS,335,2,3710,4,70,509,1738,6936,131,5198,437
