SG_UF,CD_MUNICIPIO,NM_MUNICIPIO,"('QT_VOTOS', 13, 'PARTIDO DOS TRABALHADORES')","('QT_VOTOS', 16, 'PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO')","('QT_VOTOS', 21, 'PARTIDO COMUNISTA BRASILEIRO')","('QT_VOTOS', 27, 'PARTIDO SOCIAL DEMOCRATA CRISTÃO')","('QT_VOTOS', 28, 'PARTIDO RENOVADOR TRABALHISTA BRASILEIRO')","('QT_VOTOS', 29, 'PARTIDO DA CAUSA OPERÁRIA')","('QT_VOTOS', 43, 'PARTIDO VERDE')","('QT_VOTOS', 45, 'PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA')","('QT_VOTOS', 50, 'PARTIDO SOCIALISMO E LIBERDADE')",QT_ABST,QT_APTOS,QT_BRANCOS,QT_COMPARECIMENTOS,QT_NULOS
SP,64076,ESTRELA DO NORTE,644,1,0,0,0,0,296,852,15,389,2307,63,1918,47
SP,64092,FARTURA,3115,1,2,3,2,0,1166,4660,40,2800,12375,307,9575,279
SP,64114,FERNANDÓPOLIS,17947,13,5,7,14,9,5726,13427,173,9668,49450,1356,39782,1105
SP,64130,FERNANDO PRESTES,1198,1,1,0,4,0,458,1670,15,866,4679,317,3813,149
SP,64157,FERRAZ DE VASCONCELOS,44151,59,20,54,81,12,21202,20548,761,15970,109865,3334,93895,3673
SP,64173,FLORA RICA,636,0,0,0,0,0,168,525,7,343,1725,32,1382,14
SP,64190,FLOREAL,903,0,0,0,0,0,226,815,16,390,2508,88,2118,70
SP,64211,FLÓRIDA PAULISTA,2892,2,1,0,1,0,748,2781,38,1030,8000,292,6970,215
SP,64238,FLORÍNEA,948,0,0,0,4,0,295,736,8,447,2559,72,2112,49
SP,64254,FRANCA,58278,83,38,54,46,12,28971,87859,1232,31870,218769,4913,186899,5413
SP,64270,FRANCISCO MORATO,45054,71,23,54,46,3,12572,18045,719,15869,99210,3399,83341,3355
SP,64297,FRANCO DA ROCHA,35221,97,16,50,28,9,14532,17078,614,12797,87010,3095,74213,3473
SP,64319,GABRIEL MONTEIRO,407,0,1,0,0,0,179,1300,11,400,2490,66,2090,126
SP,64335,GÁLIA,1377,0,0,2,0,0,414,2000,22,1387,5519,163,4132,154
SP,64351,GARÇA,5710,9,3,12,7,7,3854,14588,216,7629,34141,1178,26512,928
SP,64378,GASTÃO VIDIGAL,1388,0,0,1,0,0,264,660,12,723,3252,124,2529,80
SP,64394,GENERAL SALGADO,2850,2,0,0,3,0,842,2739,40,1066,7951,215,6885,194
SP,64416,GETULINA,2305,2,1,4,7,1,815,2635,35,2171,8487,242,6316,269
SP,64432,GLICÉRIO,1290,1,0,1,0,0,425,1145,16,724,3794,97,3070,95
SP,64459,GUAIÇARA,2524,4,2,0,1,1,987,2374,38,1583,7947,267,6364,166
SP,64475,GUAIMBÉ,1344,2,0,0,1,0,378,1441,13,796,4233,106,3437,152
SP,64491,GUAÍRA,9492,5,1,4,6,0,2006,10040,78,6122,28855,586,22733,515
SP,64513,GUAPIAÇU,4391,2,1,1,1,1,1122,4804,52,2476,13588,414,11112,323
SP,64530,GUAPIARA,5882,3,3,11,5,1,624,3779,71,4493,15622,253,11129,497
SP,64556,GUARÁ,5945,3,2,3,5,0,1129,4175,40,3042,14995,321,11953,330
SP,64572,GUARAÇAÍ,2314,4,3,1,2,0,704,1892,36,1577,7036,261,5459,242
SP,64599,GUARACI,2836,8,1,2,4,0,577,2453,15,1921,8180,166,6259,197
SP,64610,GUARANI D'OESTE,573,0,0,0,1,0,133,447,5,276,1513,38,1237,40
SP,64637,GUARANTÃ,1593,2,1,1,1,0,681,1553,16,1161,5318,185,4157,124
SP,64653,GUARARAPES,6261,7,1,4,2,1,3287,7622,153,5381,24117,658,18736,740
SP,64670,GUARAREMA,5691,9,4,9,7,2,2831,7233,128,3010,19974,460,16964,590
SP,64696,GUARATINGUETÁ,17175,44,13,35,49,14,21223,27947,787,14265,86092,2314,71827,2226
SP,64718,GUAREÍ,2044,3,2,2,2,0,883,3260,96,1804,8876,466,7072,314
SP,64734,GUARIBA,8801,9,3,6,6,1,3760,8329,96,4502,26733,625,22231,595
SP,64750,GUARUJÁ,70676,123,93,134,243,22,39606,50361,1453,35489,211242,6432,175753,6610
SP,64777,GUARULHOS,248526,618,219,416,412,90,151652,220441,7347,104373,788677,24217,684304,30366
SP,64793,GUZOLÂNDIA,1478,1,0,0,2,0,264,989,9,537,3478,98,2941,100
SP,64815,HERCULÂNDIA,2540,2,0,0,2,0,687,1740,18,1394,6723,132,5329,208
SP,64831,IACANGA,1579,1,1,2,2,0,1226,2485,13,980,6645,219,5665,137
SP,64858,IACRI,1408,0,0,0,2,0,536,1917,18,1069,5239,141,4170,148
SP,64874,IBATÉ,5956,16,7,3,16,3,3432,7943,170,3754,22879,892,19125,687
SP,64890,IBIRÁ,1465,0,1,0,0,0,549,3739,26,1502,7778,267,6276,229
SP,64912,IBIRAREMA,1041,2,1,0,0,0,685,1918,14,756,4806,253,4050,136
SP,64939,IBITINGA,9420,24,0,16,26,3,5713,14544,229,7170,39957,1524,32787,1288
SP,64955,IBIÚNA,9364,17,11,18,18,2,4763,25128,314,11382,54043,1262,42661,1764
SP,64971,ICÉM,2245,5,2,0,5,0,552,1802,33,1480,6437,126,4957,187
SP,64998,IEPÊ,1254,2,2,0,3,0,530,2641,27,1075,5798,110,4723,154
SP,65013,IGARAÇU DO TIETÊ,5955,4,3,7,5,4,2265,5317,120,3178,18441,882,15263,701
SP,65030,IGARAPAVA,6626,7,4,15,6,3,2670,5645,84,5416,21711,703,16295,532
SP,65056,IGARATÁ,2144,7,1,2,1,0,767,2409,20,1030,6786,144,5756,261
SP,65072,IGUAPE,6235,8,3,5,7,2,2218,6905,117,6371,22827,433,16456,523
SP,65099,ILHABELA,3673,2,2,3,18,1,3328,7986,74,4378,20204,327,15826,412
SP,65110,INDAIATUBA,41159,78,37,57,57,11,24593,36548,1006,19912,133413,4732,113501,5223
SP,65137,INDIANA,1282,0,0,2,1,0,559,1361,16,775,4278,159,3503,123
SP,65153,INDIAPORÃ,1129,5,2,0,2,0,273,974,9,396,2922,51,2526,81
SP,65170,INÚBIA PAULISTA,646,1,0,0,0,0,288,1279,3,444,2842,104,2398,77
SP,65196,IPAUSSU,2038,7,2,0,8,0,1476,3942,69,1967,10029,319,8062,201
SP,65218,IPERÓ,5589,4,7,1,3,0,1907,4624,119,3078,16245,436,13167,477
SP,65234,IPEÚNA,1032,1,2,2,0,0,770,1599,21,930,4584,94,3654,133
SP,65250,IPORANGA,1440,0,2,0,0,0,256,598,9,1056,3504,46,2448,97
SP,65277,IPUÃ,3633,5,1,2,4,0,678,3397,24,2087,10333,278,8246,224
SP,65293,IRACEMÁPOLIS,3647,7,4,19,4,6,2817,5455,140,1932,14856,393,12924,432
SP,65315,IRAPUÃ,1474,3,1,3,4,0,423,1992,20,1228,5574,241,4346,185
SP,65331,IRAPURU,1448,2,1,1,1,0,594,1958,16,1058,5341,144,4283,118
SP,65358,ITABERÁ,5098,4,0,8,3,0,779,4577,77,2598,13746,336,11148,266
SP,65374,ITAÍ,5477,4,2,2,2,5,1197,5134,60,3520,16312,457,12792,452
SP,65390,ITAJOBI,2594,4,3,4,3,1,926,5280,57,2357,12211,574,9854,408
SP,65412,ITAJU,477,0,0,0,0,0,318,1089,14,576,2665,112,2089,79
SP,65439,ITANHAÉM,16101,19,18,25,15,7,8139,18733,316,17124,63544,1412,46420,1635
SP,65455,ITAPECERICA DA SERRA,40688,53,27,48,50,8,14977,24309,632,15542,102029,2958,86487,2737
SP,65471,ITAPETININGA,18480,44,17,31,28,5,17555,39007,701,17287,98917,2972,81630,2790
SP,65498,ITAPEVA,14969,15,18,27,21,3,6713,26954,314,12780,64563,1458,51783,1291
SP,65510,ITAPEVI,54573,48,27,63,54,5,21100,24890,705,19031,128169,4111,109138,3562
SP,65536,ITAPIRA,8645,14,9,34,13,3,6919,24181,487,8600,52892,2043,44292,1944
SP,65552,ITÁPOLIS,7132,4,5,15,7,9,3231,10475,149,6827,30351,1469,23524,1028
SP,65579,ITAPORANGA,2734,5,3,5,5,0,781,4402,54,1832,10491,290,8659,380
SP,65595,ITAPUÍ,1895,2,1,4,3,0,991,3379,46,1509,8314,277,6805,207
SP,65617,ITAPURA,1507,1,1,2,0,0,256,439,16,946,3361,88,2415,105
SP,65633,ITAQUAQUECETUBA,75914,102,62,149,126,26,29734,40504,1385,29519,191064,6440,161545,7103
SP,65650,ITARARÉ,7916,7,8,16,14,3,4127,13954,243,8800,36904,922,28104,894
SP,65676,ITARIRI,2409,3,3,5,3,1,938,2761,31,2420,8963,169,6543,220
SP,65692,ITATIBA,13658,18,16,28,25,5,8256,29731,543,11058,68134,2422,57076,2374
SP,65714,ITATINGA,2860,5,6,2,3,0,1684,4968,44,2489,12902,454,10413,387
SP,65730,ITIRAPINA,2416,3,0,1,2,1,1059,3267,51,2094,9482,281,7388,307
SP,65757,ITIRAPUÃ,1838,1,0,1,1,0,328,1335,18,915,4693,111,3778,145
SP,65773,ITOBI,1987,0,0,0,1,1,552,1855,26,1309,6137,237,4828,169
SP,65790,ITU,25855,49,26,81,54,14,20023,39067,1000,18703,112493,3475,93790,4146
SP,65811,ITUPEVA,7587,15,3,13,3,1,4081,8839,116,4737,27205,848,22468,962
SP,65838,ITUVERAVA,8505,9,2,1,8,6,3056,9804,102,7007,30016,748,23009,768
SP,65854,JABORANDI,1937,1,2,8,2,0,380,1270,12,638,4642,247,4004,145
SP,65870,JABOTICABAL,9706,15,13,13,25,10,7621,20831,286,10705,51957,1454,41252,1278
SP,65897,JACAREÍ,39792,280,29,67,47,17,30678,48445,1136,23531,151377,3401,127846,3954
SP,65919,JACI,1570,3,0,0,2,0,277,1699,18,694,4496,114,3802,119
SP,65935,JACUPIRANGA,2831,2,2,4,1,0,1582,4896,51,3576,13503,206,9927,352
SP,65951,JAGUARIÚNA,7614,13,3,12,7,2,4423,11426,211,5511,31330,1091,25819,1017
SP,65978,JALES,9817,12,10,9,8,2,4817,12921,215,7343,37334,1210,29991,970
SP,65994,JAMBEIRO,834,2,1,1,0,0,660,1686,15,537,3920,94,3383,90
SP,66010,JANDIRA,27291,63,20,52,26,6,11783,18936,510,10589,73535,2250,62946,2009
SP,66036,JARDINÓPOLIS,5645,15,8,8,7,0,2773,9671,220,5008,25231,978,20223,898
SP,66052,JARINU,4121,10,3,10,3,2,2017,6106,59,3517,16867,436,13350,583
SP,66079,JAÚ,19968,40,17,27,36,8,13773,37585,856,14542,93262,3488,78720,2922
SP,66095,JERIQUARA,1085,0,0,0,1,0,230,962,10,845,3261,72,2416,56
SP,66117,JOANÓPOLIS,1917,1,1,2,8,0,928,3593,36,1731,8822,327,7091,278
SP,66133,JOÃO RAMALHO,1012,3,0,0,1,0,326,1233,10,921,3718,77,2797,135
SP,66150,JOSÉ BONIFÁCIO,6019,3,6,5,1,2,2415,9195,165,4129,23518,1022,19389,556
SP,66176,JÚLIO MESQUITA,1423,1,0,0,0,0,309,1072,14,455,3463,94,3008,95
SP,66192,JUNDIAÍ,70868,113,66,113,114,26,51555,87637,2587,39193,270141,6900,230948,10969
SP,66214,JUNQUEIRÓPOLIS,3554,4,2,3,2,1,1577,5029,36,1749,12565,337,10816,271
SP,66230,JUQUIÁ,4170,5,2,5,6,0,1652,5229,70,5443,17222,217,11779,423
SP,66257,JUQUITIBA,6389,9,4,6,7,1,2306,6603,104,4901,21530,529,16629,671
SP,66273,LAGOINHA,891,2,1,1,3,0,490,2359,16,1015,5067,183,4052,106
SP,66290,LARANJAL PAULISTA,3403,7,4,9,5,0,1732,9760,105,3358,19503,553,16145,567
SP,66311,LAVÍNIA,1700,1,2,1,3,1,312,1009,13,647,3927,101,3280,137
SP,66338,LAVRINHAS,1404,4,2,1,1,0,646,2285,24,866,5522,142,4656,147
SP,66354,LEME,19124,16,11,21,14,2,10179,21157,394,10390,66481,2776,56091,2397
SP,66370,LENÇÓIS PAULISTA,7530,14,5,18,12,2,8413,18020,460,6705,44111,1504,37406,1428
SP,66397,LIMEIRA,51008,88,44,98,67,25,39927,57472,1745,30984,195463,6965,164479,7040
SP,66419,LINDÓIA,781,0,2,2,2,1,557,2524,23,781,4934,114,4153,147
SP,66435,LINS,10954,15,15,18,24,3,8722,19090,387,11183,53631,1678,42448,1542
SP,66451,LORENA,11110,20,13,25,40,2,15351,20505,432,11381,61817,1529,50436,1409
SP,66478,LOUVEIRA,6829,7,7,5,3,0,4690,10070,125,4894,28156,822,23262,704
SP,66494,LUCÉLIA,4214,5,2,5,0,0,1529,4851,48,3463,14907,364,11444,426
SP,66516,LUCIANÓPOLIS,626,1,0,3,0,0,226,607,5,315,1876,43,1561,50
SP,66532,LUÍS ANTÔNIO,2971,2,2,4,2,1,905,2117,38,1284,7775,207,6491,242
SP,66559,LUIZIÂNIA,1350,2,0,0,0,0,269,1338,16,897,4018,66,3121,80
SP,66575,LUPÉRCIO,1270,0,0,0,0,0,276,1143,26,818,3697,92,2879,72
SP,66591,LUTÉCIA,882,0,1,0,0,1,255,676,14,477,2429,49,1952,74
SP,66613,MACATUBA,3124,3,1,5,6,1,2234,4202,85,2444,12906,472,10462,329
SP,66630,MACAUBAL,1122,2,2,1,1,0,479,2875,42,901,5888,337,4987,126
SP,66656,MACEDÔNIA,1026,0,3,1,0,1,322,914,9,529,2966,79,2437,82
SP,66672,MAGDA,994,2,0,0,2,0,378,749,8,546,2850,99,2304,72
SP,66699,MAIRINQUE,11666,11,7,14,12,3,4564,10066,221,5998,34518,951,28520,1005
SP,66710,MAIRIPORÃ,13029,12,13,36,15,2,8107,18059,332,9167,52095,1582,42928,1741
SP,66737,MANDURI,1838,3,3,4,6,2,827,2576,36,1404,7174,252,5770,223
SP,66753,MARABÁ PAULISTA,1221,3,0,0,0,0,327,874,12,844,3459,73,2615,105
SP,66770,MARACAÍ,3567,2,1,6,3,0,2042,2646,57,1483,10245,230,8762,208
SP,66796,MARIÁPOLIS,1119,1,0,0,0,0,267,1001,10,612,3237,142,2625,85
SP,66818,MARÍLIA,31910,69,34,76,45,15,28154,56765,1187,28831,157597,5221,128766,5290
SP,66834,MARINÓPOLIS,619,1,0,0,0,0,156,702,4,387,2021,95,1634,57
SP,66850,MARTINÓPOLIS,3637,9,2,1,7,1,2440,6892,61,4055,18172,525,14117,542
SP,66877,MATÃO,17363,19,11,8,13,1,8240,20846,393,9442,60249,1914,50807,1999
SP,66893,MAUÁ,106827,183,88,321,154,47,47030,67343,2098,38865,283964,9040,245099,11968
SP,66915,MENDONÇA,1488,0,0,1,0,0,188,1176,13,629,3669,107,3040,67
SP,66931,MERIDIANO,1223,1,0,1,0,2,258,1034,8,693,3381,89,2688,72
SP,66958,MIGUELÓPOLIS,5646,1,2,1,5,0,937,4918,47,4206,16553,356,12347,434
SP,66974,MINEIROS DO TIETÊ,2106,4,1,3,1,0,944,3528,47,1661,8933,354,7272,284
SP,66990,MIRACATU,4781,5,2,5,9,1,1370,4745,41,5092,16809,316,11717,442
SP,67016,MIRA ESTRELA,937,1,0,0,1,0,198,665,5,407,2358,75,1951,69
SP,67032,MIRANDÓPOLIS,5722,5,6,19,10,1,2990,5166,81,4536,20178,829,15642,813
SP,67059,MIRANTE DO PARANAPANEMA,5399,5,6,2,6,0,1238,3014,53,3648,14053,339,10405,343
SP,67075,MIRASSOL,10190,15,8,10,3,1,4361,14632,285,6949,38889,1254,31940,1181
SP,67091,MIRASSOLÂNDIA,856,1,0,0,1,0,278,1540,19,530,3408,106,2878,77
SP,67113,MOCOCA,7439,15,10,11,11,4,5212,24894,391,11222,52733,1864,41511,1660
SP,67130,MOGI DAS CRUZES,66927,167,121,310,133,29,50216,91808,2223,39180,268113,8159,228933,8840
SP,67156,MOGI GUAÇU,28014,37,32,191,80,6,18331,32733,880,15748,103631,3793,87883,3786
SP,67172,MOGI MIRIM,10466,9,12,35,21,3,10588,26114,442,10835,63449,2584,52614,2340
SP,67199,MOMBUCA,610,0,0,4,0,1,284,1097,13,377,2615,134,2238,95
SP,67210,MONÇÕES,627,0,2,0,2,0,168,566,3,238,1792,129,1554,57
SP,67237,MONGAGUÁ,10056,10,10,10,12,4,4006,10159,156,9454,35367,635,25913,855
SP,67253,MONTE ALEGRE DO SUL,1145,1,1,4,1,4,450,2405,37,643,5115,172,4472,252
SP,67270,MONTE ALTO,8280,18,7,3,13,4,3764,13795,261,6954,35843,1629,28889,1115
SP,67296,MONTE APRAZÍVEL,4625,6,5,6,2,1,1636,5236,92,2075,14765,586,12690,495
SP,67318,MONTE AZUL PAULISTA,3508,4,3,3,5,1,1661,5863,66,3270,15565,680,12295,501
SP,67334,MONTE CASTELO,1501,0,1,1,1,0,303,681,4,461,3099,64,2638,82
SP,67350,MONTEIRO LOBATO,798,2,2,0,1,0,450,1353,10,462,3213,48,2751,87
SP,67377,MONTE MOR,13130,10,6,18,12,1,5796,6681,208,6449,34527,1127,28078,1089
SP,67393,MORRO AGUDO,5654,12,3,3,4,2,2334,6819,67,3601,19847,625,16246,723
SP,67415,MORUNGABA,1586,2,2,2,1,1,756,4761,54,1236,8991,290,7755,300
SP,67431,MURUTINGA DO SUL,1142,0,2,0,1,0,337,1049,13,702,3432,78,2730,108
SP,67458,NARANDIBA,1162,0,0,1,1,0,346,1158,11,706,3556,86,2850,85
SP,67474,NATIVIDADE DA SERRA,1407,4,0,1,3,1,579,2432,46,1639,6446,153,4807,181
SP,67490,NAZARÉ PAULISTA,3753,6,3,1,7,1,1224,4041,73,2792,12825,446,10033,478
SP,67512,NEVES PAULISTA,2460,3,1,1,0,0,509,2456,52,1315,7331,317,6016,217
SP,67539,NHANDEARA,2051,3,0,2,1,0,780,3130,42,1088,7613,309,6525,207
SP,67555,NIPOÃ,1110,2,3,0,0,0,306,1250,10,608,3500,109,2892,102
SP,67571,NOVA ALIANÇA,1532,0,0,0,2,0,378,1744,26,696,4778,199,4082,201
SP,67598,NOVA EUROPA,2520,1,1,1,2,0,641,2376,27,1586,7577,179,5991,243
SP,67610,NOVA GRANADA,4452,5,6,1,3,1,1311,4766,70,3033,14655,503,11622,504
SP,67636,NOVA GUATAPORANGA,801,0,1,0,0,0,120,416,11,230,1680,46,1450,55
SP,67652,NOVA INDEPENDÊNCIA,902,0,0,2,0,0,267,714,9,339,2346,57,2007,56
SP,67679,NOVA LUZITÂNIA,1063,0,0,0,0,0,140,977,4,374,2642,36,2268,48
SP,67695,NOVA ODESSA,13897,11,8,27,17,7,8159,7953,288,5221,37688,1008,32467,1092
SP,67717,NOVO HORIZONTE,6428,11,4,8,9,1,3815,9963,83,5209,27073,913,21864,629
SP,67733,NUPORANGA,1075,0,1,1,2,0,702,2362,18,459,4927,175,4468,132
SP,67750,OCAUÇU,871,5,0,2,0,1,396,1110,22,626,3313,137,2687,143
SP,67776,ÓLEO,549,3,2,1,5,0,281,1058,17,469,2584,118,2115,81
SP,67792,OLÍMPIA,8888,11,4,8,9,3,4186,14484,206,7400,37219,1121,29819,899
SP,67814,ONDA VERDE,1167,1,0,1,2,0,293,1019,19,507,3190,77,2683,104
SP,67830,ORIENTE,1408,1,1,0,2,0,540,1809,25,548,4648,144,4100,170
SP,67857,ORINDIÚVA,1350,2,1,1,0,0,291,1783,11,840,4503,97,3663,127
SP,67873,ORLÂNDIA,6633,14,5,8,4,1,3295,12750,125,5063,29826,895,24763,1033
SP,67890,OSASCO,182365,258,134,424,281,58,104910,131188,4941,75896,531952,13834,456056,17663
SP,67911,OSCAR BRESSANE,587,1,1,2,0,0,179,1051,4,518,2463,57,1945,63
SP,67938,OSVALDO CRUZ,5803,3,3,2,5,3,2596,8962,78,5385,24147,658,18762,649
SP,67954,OURINHOS,18340,23,10,35,26,5,12150,23782,572,14518,73780,2193,59262,2126
SP,67970,OURO VERDE,2576,0,0,1,0,0,433,1425,17,772,5477,113,4705,140
SP,67997,PACAEMBU,2328,1,1,0,1,0,973,3282,34,1860,8849,191,6989,178
SP,68012,PALESTINA,1993,2,2,1,2,0,617,3338,19,1164,7667,256,6503,273
SP,68039,PALMARES PAULISTA,2792,5,2,2,2,1,576,1874,21,1181,7014,313,5833,245
SP,68055,PALMEIRA D'OESTE,2903,0,1,5,2,0,495,2268,32,1557,7781,312,6224,206
SP,68071,PALMITAL,3931,4,5,1,6,4,1996,6064,115,3598,16759,645,13161,390
SP,68098,PANORAMA,3558,3,1,2,0,0,722,3333,19,2175,10240,234,8065,193
SP,68110,PARAGUAÇU PAULISTA,9409,10,4,14,12,3,4027,9300,183,6628,31318,956,24690,772
SP,68136,PARAIBUNA,4168,4,3,0,0,2,1697,4377,101,2745,13648,217,10903,334
SP,68152,PARAÍSO,1419,2,0,0,1,0,547,1598,22,826,4826,242,4000,169
SP,68179,PARANAPANEMA,4729,2,1,4,1,1,912,4261,45,2674,13191,249,10517,312
SP,68195,PARANAPUÃ,1073,2,0,0,1,0,217,961,12,303,2725,116,2422,40
SP,68217,PARAPUÃ,2293,3,5,1,2,0,966,2744,60,2008,8680,300,6672,298
SP,68233,PARDINHO,1049,1,1,3,3,1,480,1779,26,954,4620,164,3666,159
SP,68250,PARIQUERA-AÇU,3796,3,3,3,7,2,1306,5222,63,3506,14601,321,11095,369
SP,68276,PATROCÍNIO PAULISTA,2287,2,1,7,2,0,927,4464,43,1737,9952,208,8215,274
SP,68292,PAULICÉIA,1720,0,1,3,0,0,296,1498,11,853,4616,153,3763,81
SP,68314,PAULÍNIA,17608,29,10,59,13,4,12159,12321,518,5778,51649,1574,45871,1576
SP,68330,PAULO DE FARIA,2330,4,1,1,0,0,448,2113,22,1216,6483,105,5267,243
SP,68357,PEDERNEIRAS,8121,7,5,7,6,3,5239,9268,190,5170,29973,1051,24803,906
SP,68373,PEDRA BELA,1213,3,0,0,1,1,262,1843,15,926,4571,132,3645,175
SP,68390,PEDRANÓPOLIS,850,0,0,0,0,0,137,650,4,249,2005,60,1756,55
SP,68411,PEDREGULHO,4737,4,1,2,6,0,956,3619,49,3300,13502,400,10202,428
SP,68438,PEDREIRA,7943,19,10,8,9,3,4057,11491,248,4915,31239,1217,26324,1319
SP,68454,PEDRO DE TOLEDO,2302,2,2,3,4,0,1025,1748,15,2216,7638,128,5422,193
SP,68470,PENÁPOLIS,11985,13,10,4,16,1,6903,13361,308,9198,44539,1337,35341,1403
SP,68497,PEREIRA BARRETO,5769,6,5,4,8,0,2018,6220,57,5030,20069,415,15039,537
SP,68519,PEREIRAS,1435,2,0,1,0,0,617,2358,27,1515,6318,195,4803,168
SP,68535,PERUÍBE,12000,25,17,12,9,9,6155,15290,266,13304,49506,1079,36202,1340
SP,68551,PIACATU,1035,2,1,1,0,1,377,1795,22,727,4179,93,3452,125
SP,68578,PIEDADE,8212,10,5,9,12,1,3313,16851,166,7282,37847,1121,30565,865
SP,68594,PILAR DO SUL,5398,3,3,8,5,1,1859,7655,80,3454,19439,529,15985,444
SP,68616,PINDAMONHANGABA,21183,49,17,47,36,11,19934,37438,578,16064,100754,2474,84690,2923
SP,68632,PINDORAMA,3115,2,5,0,6,1,1282,3897,39,1947,11121,458,9174,369
SP,68659,ESPÍRITO SANTO DO PINHAL,6095,12,9,20,12,3,3490,14632,227,6496,33144,1175,26648,973
SP,68675,PINHALZINHO,2185,3,0,1,3,0,847,3900,42,1937,9631,333,7694,380
SP,68691,PIQUEROBI,1172,0,0,0,0,0,278,737,14,562,2943,99,2381,81
SP,68713,PIQUETE,2067,7,2,8,5,4,3071,3325,108,1460,10566,206,9106,303
SP,68730,PIRACAIA,4274,5,6,15,9,2,2167,8299,134,4143,20131,548,15988,529
SP,68756,PIRACICABA,52909,66,45,91,70,58,48045,102216,1896,40661,263707,8800,223046,8850
SP,68772,PIRAJU,5100,10,2,3,8,0,2860,7831,131,4979,22370,691,17391,755
SP,68799,PIRAJUÍ,3388,3,1,8,1,1,2477,4838,149,3534,15402,576,11868,426
SP,68810,PIRANGI,1760,0,2,2,0,0,723,3064,67,1494,7779,411,6285,256
SP,68837,PIRAPORA DO BOM JESUS,3401,3,1,5,4,0,1279,2885,72,1585,9744,226,8159,283
SP,68853,PIRAPOZINHO,5261,9,5,5,4,1,3219,5780,64,4033,19375,482,15342,512
SP,68870,PIRASSUNUNGA,9845,16,8,21,20,7,9971,18366,419,10488,52779,1871,42291,1747
SP,68896,PIRATININGA,1931,3,2,2,2,5,1571,2933,46,1001,7992,260,6991,236
SP,68918,PITANGUEIRAS,7796,13,3,7,8,1,2291,7851,116,5725,25566,913,19841,842
SP,68934,PLANALTO,1237,0,1,1,0,0,237,1178,6,588,3481,116,2893,117
SP,68950,PLATINA,765,0,0,1,1,0,258,897,1,500,2572,77,2072,72
SP,68977,POÁ,29198,37,19,71,57,8,19423,17436,890,12412,84046,2131,71634,2364
SP,68993,POLONI,1073,0,0,1,2,1,426,1714,19,842,4378,183,3536,117
SP,69019,POMPÉIA,3044,1,3,5,3,3,2126,6586,71,1773,14406,390,12633,401
SP,69035,PONGAÍ,663,1,1,0,2,0,369,1376,9,459,3064,98,2605,86
SP,69051,PONTAL,9508,7,4,9,10,1,2392,7675,125,5551,27270,1005,21719,983
SP,69078,PONTES GESTAL,646,0,0,0,4,0,215,827,2,359,2142,48,1783,41
SP,69094,POPULINA,1357,1,1,2,1,0,274,928,11,529,3331,112,2802,115
SP,69116,PORANGABA,1793,2,1,3,1,1,791,2017,11,1328,6324,181,4996,195
SP,69132,PORTO FELIZ,9062,8,5,29,22,5,6016,12417,319,6292,36411,1244,30119,992
SP,69159,PORTO FERREIRA,7956,17,8,26,13,3,6497,15153,211,6374,38571,1262,32197,1051
SP,69175,POTIRENDABA,3088,4,1,0,6,3,864,4552,81,2474,12126,637,9652,416
SP,69191,PRADÓPOLIS,3902,6,3,3,5,0,1599,4029,81,2419,12948,477,10529,424
SP,69213,PRAIA GRANDE,46955,49,47,110,76,11,24806,50380,946,34405,166897,4229,132492,4883
SP,69230,PRESIDENTE ALVES,966,0,5,0,2,1,431,1193,18,474,3245,57,2771,98
SP,69256,PRESIDENTE BERNARDES,3174,3,0,3,1,0,1052,3651,56,2695,11217,333,8522,249
SP,69272,PRESIDENTE EPITÁCIO,9408,13,9,16,5,6,4643,7907,156,6881,30575,761,23694,770
SP,69299,PRESIDENTE PRUDENTE,34249,67,30,53,71,13,27265,53923,864,31828,157120,4262,125292,4495
SP,69310,PRESIDENTE VENCESLAU,6673,5,2,13,4,2,4651,9717,117,6281,29132,796,22851,871
SP,69337,PROMISSÃO,9840,5,4,5,6,1,3949,5628,128,5547,26640,890,21093,637
SP,69353,QUATÁ,2118,2,1,0,4,0,1481,3835,33,2256,10223,248,7967,245
SP,69370,QUEIROZ,1115,1,1,0,0,0,135,577,2,416,2357,41,1941,69
SP,69396,QUELUZ,2498,2,2,6,6,1,892,2127,28,1721,7597,140,5876,174
SP,69418,QUINTANA,1553,2,1,1,1,0,497,1578,23,869,4797,120,3928,152
SP,69434,RAFARD,1684,4,2,6,4,0,953,2855,46,1007,6989,223,5982,205
SP,69450,RANCHARIA,5656,4,6,6,2,0,3265,8304,90,5033,23486,574,18453,546
SP,69477,REDENÇÃO DA SERRA,800,1,0,1,0,0,395,1575,11,722,3735,114,3013,116
SP,69493,REGENTE FEIJÓ,3456,2,2,2,1,0,2295,5439,70,2620,14502,306,11882,309
SP,69515,REGINÓPOLIS,906,0,1,0,1,1,796,1547,12,727,4272,119,3545,162
SP,69531,REGISTRO,9979,13,11,18,11,3,4844,15679,197,9920,42320,766,32400,879
SP,69558,RESTINGA,2343,0,1,3,0,0,425,1496,19,950,5480,127,4530,116
SP,69574,RIBEIRA,1023,1,0,0,0,0,198,822,9,476,2640,31,2164,80
