SG_UF,CD_MUNICIPIO,NM_MUNICIPIO,"('QT_VOTOS', 13, 'Partido dos Trabalhadores')","('QT_VOTOS', 16, 'Partido Socialista dos Trabalhadores Unificado')","('QT_VOTOS', 20, 'Partido Social Cristão')","('QT_VOTOS', 21, 'Partido Comunista Brasileiro')","('QT_VOTOS', 27, 'Partido Social Democrata Cristão')","('QT_VOTOS', 28, 'Partido Renovador Trabalhista Brasileiro')","('QT_VOTOS', 29, 'Partido da Causa Operária')","('QT_VOTOS', 40, 'Partido Socialista Brasileiro')","('QT_VOTOS', 43, 'Partido Verde')","('QT_VOTOS', 45, 'Partido da Social Democracia Brasileira')","('QT_VOTOS', 50, 'Partido Socialismo e Liberdade')",QT_ABST,QT_APTOS,QT_BRANCOS,QT_COMPARECIMENTOS,QT_NULOS
SP,64254,FRANCA,39088,90,624,101,54,525,14,36464,1209,95163,3344,38543,229101,6922,190558,6960
SP,64270,FRANCISCO MORATO,32727,71,762,39,55,543,16,21098,662,21311,1527,22080,112572,6151,90492,5530
SP,64297,FRANCO DA ROCHA,23466,78,518,32,50,399,13,18763,492,20721,1451,18264,95780,5238,77516,6295
SP,64319,GABRIEL MONTEIRO,251,1,3,0,1,2,0,190,4,1508,8,442,2585,64,2143,111
SP,64335,GÁLIA,1143,0,16,1,0,13,2,720,12,1912,25,1425,5584,160,4159,155
SP,64351,GARÇA,4392,5,131,16,6,80,0,5569,107,13018,300,8505,34842,1421,26337,1292
SP,64378,GASTÃO VIDIGAL,1013,4,2,0,0,1,0,326,4,914,22,841,3333,128,2492,78
SP,64394,GENERAL SALGADO,1527,1,19,3,1,12,1,1030,18,3659,71,1769,8565,273,6796,181
SP,64416,GETULINA,1541,1,30,3,1,10,0,992,27,2796,39,2453,8461,304,6008,264
SP,64432,GLICÉRIO,1104,2,19,0,0,2,1,479,1,1361,25,874,4076,99,3202,109
SP,64459,GUAIÇARA,1437,2,41,1,1,13,0,1328,22,3030,38,1822,8277,306,6455,236
SP,64475,GUAIMBÉ,1200,0,24,1,1,3,0,616,4,1388,15,1006,4573,155,3567,160
SP,64491,GUAÍRA,6740,5,36,3,4,24,0,2550,58,11013,204,7767,29692,732,21925,556
SP,64513,GUAPIAÇU,2747,1,72,4,3,11,1,1671,40,5500,172,2958,14252,596,11294,476
SP,64530,GUAPIARA,5286,3,27,4,2,17,1,1075,36,3950,53,4726,15916,369,11190,367
SP,64556,GUARÁ,4818,2,57,0,1,14,0,1617,36,4362,90,3443,15313,482,11870,391
SP,64572,GUARAÇAÍ,1526,4,32,0,1,1,0,670,20,2577,25,1667,7005,229,5338,253
SP,64599,GUARACI,2290,1,3,1,0,4,0,741,19,2686,38,2272,8464,201,6192,208
SP,64610,GUARANI D'OESTE,555,0,1,1,0,2,0,141,4,516,15,361,1700,41,1339,63
SP,64637,GUARANTÃ,1195,0,16,2,0,6,0,1125,11,1423,44,1362,5571,265,4209,122
SP,64653,GUARARAPES,4398,3,113,5,7,46,1,3313,72,9223,130,5944,24855,768,18911,832
SP,64670,GUARAREMA,3957,9,65,5,4,56,6,5073,116,7677,200,3748,22336,696,18588,724
SP,64696,GUARATINGUETÁ,12758,36,430,16,52,490,11,20569,582,29928,1361,17366,89296,3031,71930,2666
SP,64718,GUAREÍ,1817,1,45,6,4,12,0,975,49,3303,51,1885,8958,470,7073,340
SP,64734,GUARIBA,6396,11,131,5,4,50,3,5384,95,8515,207,5688,28354,1022,22666,843
SP,64750,GUARUJÁ,52477,147,1582,81,124,1471,27,53931,1244,46850,3222,41416,222004,8875,180588,10557
SP,64777,GUARULHOS,166770,708,5563,307,634,5185,143,218137,6471,217844,16483,142094,868531,37624,726437,50568
SP,64793,GUZOLÂNDIA,1159,0,17,0,0,4,0,360,11,1144,24,834,3835,145,3001,137
SP,64815,HERCULÂNDIA,1789,3,20,1,0,8,0,968,26,2100,35,1517,6874,163,5357,244
SP,64831,IACANGA,1167,3,47,1,2,5,0,1337,30,3043,40,1312,7463,285,6151,191
SP,64858,IACRI,941,2,8,0,3,6,0,570,24,2267,19,1153,5311,186,4158,132
SP,64874,IBATÉ,3938,15,145,6,7,77,1,5526,99,7364,229,4974,24503,1186,19529,936
SP,64890,IBIRÁ,1278,2,22,0,1,11,0,741,29,3899,47,1622,8249,301,6627,296
SP,64912,IBIRAREMA,1006,0,17,0,1,5,0,510,25,1876,28,1033,4932,249,3899,182
SP,64939,IBITINGA,6732,18,136,14,9,141,4,5952,164,16196,334,9069,41952,1651,32883,1532
SP,64955,IBIÚNA,7878,34,284,15,22,155,3,7121,197,24472,503,13297,58284,2166,44987,2137
SP,64971,ICÉM,1675,1,13,0,4,7,0,864,13,2095,63,1659,6705,138,5046,173
SP,64998,IEPÊ,1153,1,7,0,1,10,0,627,28,2696,21,1309,6112,121,4803,138
SP,65013,IGARAÇU DO TIETÊ,3462,6,93,1,5,39,0,2902,86,5949,234,3645,18587,1263,14942,902
SP,65030,IGARAPAVA,4830,8,43,8,3,72,2,3350,68,5363,180,6337,21865,902,15528,699
SP,65056,IGARATÁ,1256,7,32,1,0,8,1,1438,25,2992,49,1439,7733,203,6294,282
SP,65072,IGUAPE,5308,5,88,5,1,60,2,3676,51,5472,144,6872,22989,574,16117,731
SP,65099,ILHABELA,2797,1,205,2,8,57,1,5263,117,6953,212,5263,22049,580,16786,590
SP,65110,INDAIATUBA,26727,82,488,47,67,530,13,27878,1652,48309,3162,25653,149223,7233,123570,7382
SP,65137,INDIANA,889,0,13,1,0,17,1,601,10,1657,26,969,4484,174,3515,126
SP,65153,INDIAPORÃ,1128,3,4,1,0,1,0,322,2,991,14,671,3296,87,2625,72
SP,65170,INÚBIA PAULISTA,459,0,8,0,0,4,0,329,18,1516,12,537,3076,113,2539,80
SP,65196,IPAUSSU,1590,2,26,2,3,7,3,1849,36,4086,71,2245,10657,434,8412,303
SP,65218,IPERÓ,4125,6,81,2,1,60,1,2976,140,5385,188,3914,18225,656,14311,690
SP,65234,IPEÚNA,713,1,13,2,0,4,0,911,44,2125,21,570,4674,112,4104,158
SP,65250,IPORANGA,1318,1,14,1,1,9,0,274,8,635,8,1089,3510,51,2421,101
SP,65277,IPUÃ,3328,0,29,0,1,7,0,1040,16,3477,92,2189,10828,383,8639,266
SP,65293,IRACEMÁPOLIS,2778,3,67,3,6,38,1,2988,107,6012,292,2540,16111,664,13571,612
SP,65315,IRAPUÃ,1046,1,5,2,1,8,0,474,10,2380,12,1336,5677,230,4341,172
SP,65331,IRAPURU,1238,0,13,2,0,10,0,723,24,1839,15,1247,5450,205,4203,134
SP,65358,ITABERÁ,4329,6,25,1,1,22,0,1122,63,4880,40,2828,14057,428,11229,312
SP,65374,ITAÍ,3655,3,34,1,2,52,1,2283,68,5710,106,3770,16902,680,13132,537
SP,65390,ITAJOBI,1280,2,15,4,2,30,0,842,43,6576,69,2640,12365,454,9725,408
SP,65412,ITAJU,449,1,14,0,0,5,0,351,12,1273,23,814,3129,98,2315,89
SP,65439,ITANHAÉM,13442,22,357,22,10,216,8,12827,343,18797,639,19856,71357,2101,51501,2717
SP,65455,ITAPECERICA DA SERRA,27520,58,744,35,42,588,14,22276,718,26379,1760,20366,110863,5517,90497,4846
SP,65471,ITAPETININGA,13315,42,329,16,21,308,7,21615,824,37404,1540,21120,104962,4254,83842,4167
SP,65498,ITAPEVA,11599,15,229,8,20,242,4,10549,514,25615,378,15225,68136,2239,52911,1499
SP,65510,ITAPEVI,40177,77,811,39,52,722,19,31858,919,26848,2090,26005,143099,7493,117094,5989
SP,65536,ITAPIRA,5377,15,224,13,6,90,2,7959,400,23708,1060,10413,55061,2963,44648,2831
SP,65552,ITÁPOLIS,4192,6,99,3,4,66,7,2621,189,12900,307,8156,31262,1458,23106,1254
SP,65579,ITAPORANGA,2325,5,10,5,6,16,0,1023,39,4580,33,2642,11397,369,8755,344
SP,65595,ITAPUÍ,1216,0,39,2,1,28,1,1336,45,3656,68,1726,8820,438,7094,264
SP,65617,ITAPURA,1357,0,26,0,0,3,0,476,8,633,15,1015,3726,101,2711,92
SP,65633,ITAQUAQUECETUBA,55891,156,2111,87,272,1836,29,48680,938,41134,2816,38240,213924,11244,175684,10490
SP,65650,ITARARÉ,5379,14,99,9,12,66,0,4660,252,14940,313,10043,37557,969,27514,801
SP,65676,ITARIRI,2109,1,27,2,8,14,0,1463,42,2484,40,2892,9588,235,6696,271
SP,65692,ITATIBA,7596,21,250,16,20,211,11,14327,486,30855,1250,14636,75410,2765,60774,2966
SP,65714,ITATINGA,1732,5,52,1,5,29,0,2414,65,5545,98,2965,13897,535,10932,451
SP,65730,ITIRAPINA,1867,5,53,1,2,36,0,1245,35,3351,119,1317,8989,461,7672,497
SP,65757,ITIRAPUÃ,1375,1,9,0,3,8,1,507,14,1745,27,1080,5007,137,3927,100
SP,65773,ITOBI,1574,0,21,0,2,7,0,741,22,1984,45,1490,6364,282,4874,196
SP,65790,ITU,14638,58,385,34,52,368,18,23365,706,41081,1863,26273,121381,5129,95108,7411
SP,65811,ITUPEVA,6809,17,333,6,12,96,3,6848,208,11298,334,5886,35060,1582,29174,1628
SP,65838,ITUVERAVA,6199,8,75,8,6,49,2,3644,153,9953,249,8129,30284,937,22155,872
SP,65854,JABORANDI,1494,0,24,1,0,11,0,562,13,1562,15,883,5006,274,4123,167
SP,65870,JABOTICABAL,6564,26,137,11,10,139,10,8839,310,20133,693,13150,53291,1719,40141,1550
SP,65897,JACAREÍ,25643,423,1053,46,72,628,22,36937,955,52006,1956,30469,159980,4500,129511,5270
SP,65919,JACI,989,0,17,1,0,9,0,499,14,2388,26,861,5123,194,4262,125
SP,65935,JACUPIRANGA,2504,1,124,2,1,49,1,1997,36,4423,40,3819,13597,251,9778,349
SP,65951,JAGUARIÚNA,4675,15,194,9,9,80,2,5824,326,13449,496,7766,35924,1659,28158,1420
SP,65978,JALES,7368,14,129,8,10,51,3,3210,119,15721,298,8074,37690,1395,29616,1290
SP,65994,JAMBEIRO,644,1,16,0,1,15,0,984,55,1612,16,804,4363,131,3559,84
SP,66010,JANDIRA,17984,65,520,19,59,409,8,16333,552,17285,1180,13941,75608,3925,61667,3328
SP,66036,JARDINÓPOLIS,4319,19,68,6,6,69,1,4308,101,9115,245,6489,27150,1261,20661,1143
SP,66052,JARINU,3258,6,108,6,1,35,3,2534,62,7151,137,4381,19010,670,14629,658
SP,66079,JAÚ,10362,67,325,27,19,260,10,15504,805,41607,1052,18457,97378,4621,78921,4262
SP,66095,JERIQUARA,811,1,8,0,0,1,1,379,14,997,10,859,3240,83,2381,76
SP,66117,JOANÓPOLIS,1110,4,9,2,1,13,0,798,52,4646,40,1966,9267,308,7301,318
SP,66133,JOÃO RAMALHO,867,0,8,1,0,4,0,452,10,1285,14,894,3782,90,2888,157
SP,66150,JOSÉ BONIFÁCIO,4327,8,54,12,3,50,1,2760,107,10703,342,5243,25358,1050,20115,698
SP,66176,JÚLIO MESQUITA,976,0,15,0,2,0,2,547,9,1193,11,688,3719,151,3031,125
SP,66192,JUNDIAÍ,41801,151,1793,92,108,1190,24,50052,2313,111440,4969,39023,276399,8991,237376,14452
SP,66214,JUNQUEIRÓPOLIS,2590,3,25,2,0,20,1,2076,69,5270,53,2566,13533,526,10967,332
SP,66230,JUQUIÁ,3126,1,93,3,3,35,2,2406,43,4753,52,5799,17137,363,11338,458
SP,66257,JUQUITIBA,5507,3,206,4,9,59,2,3443,94,6256,176,5134,22372,714,17238,765
SP,66273,LAGOINHA,916,1,8,0,1,7,0,650,12,2182,50,1111,5205,155,4094,112
SP,66290,LARANJAL PAULISTA,2165,2,72,6,5,33,3,2602,73,10018,136,4104,20454,654,16350,581
SP,66311,LAVÍNIA,1197,0,8,1,2,17,0,520,28,1176,28,939,4252,160,3313,176
SP,66338,LAVRINHAS,1223,4,22,1,5,21,0,979,20,2044,47,1059,5818,177,4759,216
SP,66354,LEME,10900,26,164,18,25,118,10,11636,323,27147,1075,12552,70632,3494,58080,3144
SP,66370,LENÇÓIS PAULISTA,5010,14,269,6,10,104,2,9863,269,18496,523,8227,46576,2010,38349,1773
SP,66397,LIMEIRA,30126,97,1202,77,160,828,20,46460,1238,68094,2679,39340,208516,8754,169176,9441
SP,66419,LINDÓIA,582,2,15,1,1,5,0,724,25,2657,52,997,5351,126,4354,164
SP,66435,LINS,5932,11,286,11,9,136,5,9467,206,22356,452,12898,55571,1893,42673,1909
SP,66451,LORENA,9346,34,262,17,21,234,4,14656,310,20487,826,13531,63836,2210,50305,1898
SP,66478,LOUVEIRA,4955,5,141,0,7,67,1,6844,182,10207,286,2884,27679,1091,24795,1009
SP,66494,LUCÉLIA,2935,3,38,5,5,31,1,1597,91,5227,102,3922,14935,465,11013,513
SP,66516,LUCIANÓPOLIS,509,0,6,1,0,2,0,158,5,724,7,416,1948,58,1532,62
SP,66532,LUÍS ANTÔNIO,2007,4,35,3,1,20,0,1454,69,2275,90,2136,8823,370,6687,359
SP,66559,LUIZIÂNIA,796,0,24,0,0,3,2,415,9,1576,17,1044,4115,114,3071,115
SP,66575,LUPÉRCIO,773,1,7,1,2,6,0,690,5,1115,15,891,3725,122,2834,97
SP,66591,LUTÉCIA,593,0,19,0,5,2,1,334,14,827,19,532,2505,82,1973,77
SP,66613,MACATUBA,2037,5,66,1,1,25,1,2589,119,4661,102,2595,13209,585,10614,422
SP,66630,MACAUBAL,774,4,2,1,0,11,0,629,13,2977,36,1113,6059,317,4946,182
SP,66656,MACEDÔNIA,841,0,2,0,0,3,0,404,10,1042,8,710,3256,109,2546,127
SP,66672,MAGDA,699,0,5,1,0,5,0,350,9,967,30,656,2937,128,2281,87
SP,66699,MAIRINQUE,7465,16,204,11,27,144,2,6654,215,10314,614,7373,36320,1592,28947,1689
SP,66710,MAIRIPORÃ,8518,28,343,18,43,233,5,9603,540,20390,699,11823,57375,2478,45552,2654
SP,66737,MANDURI,1061,4,33,1,3,18,0,838,23,3080,43,1590,7216,266,5626,256
SP,66753,MARABÁ PAULISTA,1079,2,5,0,1,4,0,357,9,910,7,1012,3545,65,2533,94
SP,66770,MARACAÍ,2710,2,41,0,6,13,1,1457,18,4018,64,1995,10830,262,8835,243
SP,66796,MARIÁPOLIS,936,0,15,0,0,4,1,284,8,990,16,677,3243,194,2566,118
SP,66818,MARÍLIA,20213,58,519,56,24,484,16,35811,807,58924,2131,35166,166549,6172,131383,6168
SP,66834,MARINÓPOLIS,426,0,11,1,0,3,0,163,11,769,14,387,1926,87,1539,54
SP,66850,MARTINÓPOLIS,2901,7,63,3,1,44,1,2524,71,7517,71,4533,18796,581,14263,479
SP,66877,MATÃO,11909,22,176,10,12,169,5,10627,305,22031,771,11175,62231,2616,51056,2403
SP,66893,MAUÁ,66946,174,2111,128,269,2073,57,79040,1576,58808,5132,50492,299521,12883,249029,19832
SP,66915,MENDONÇA,1239,1,3,0,1,1,1,366,5,1469,9,954,4305,142,3351,114
SP,66931,MERIDIANO,1116,0,10,0,2,6,0,253,8,1220,22,796,3670,132,2874,105
SP,66958,MIGUELÓPOLIS,4738,5,20,3,1,16,0,1534,122,5195,67,4662,17059,384,12397,312
SP,66974,MINEIROS DO TIETÊ,1240,4,129,0,1,12,0,1192,83,3714,77,1965,9309,549,7344,343
SP,66990,MIRACATU,4258,1,46,1,3,29,3,1776,56,4314,62,5654,17034,381,11380,450
SP,67016,MIRA ESTRELA,847,0,0,0,0,2,0,239,4,753,6,530,2584,95,2054,108
SP,67032,MIRANDÓPOLIS,3240,1,123,5,6,41,3,3307,110,6590,189,5230,20634,833,15404,956
SP,67059,MIRANTE DO PARANAPANEMA,4548,1,37,1,0,14,0,1625,22,3362,65,4202,14506,329,10304,300
SP,67075,MIRASSOL,7511,21,123,17,3,79,0,4456,207,16139,575,8393,40875,1772,32482,1579
SP,67091,MIRASSOLÂNDIA,685,0,15,2,1,4,0,420,7,1452,24,645,3496,154,2851,87
SP,67113,MOCOCA,7476,22,237,16,12,76,6,7486,340,19796,669,12979,53997,2549,41018,2333
SP,67130,MOGI DAS CRUZES,47541,176,1489,120,167,1305,45,67105,2093,91536,4944,49302,290916,12125,241614,12968
SP,67156,MOGI GUAÇU,18886,37,339,15,133,372,12,18659,641,37253,1612,19986,108945,5642,88959,5358
SP,67172,MOGI MIRIM,6983,19,180,19,27,141,7,11628,372,27240,981,13450,67400,3322,53950,3031
SP,67199,MOMBUCA,432,1,26,0,1,5,1,476,14,1222,24,549,3022,130,2473,141
SP,67210,MONÇÕES,360,0,4,0,2,5,0,167,5,866,9,362,1978,115,1616,83
SP,67237,MONGAGUÁ,8340,16,186,7,16,179,2,7336,217,9662,352,12041,41055,1166,29014,1535
SP,67253,MONTE ALEGRE DO SUL,753,3,15,2,4,17,0,566,28,2879,85,939,5725,197,4786,237
SP,67270,MONTE ALTO,4414,15,45,4,6,41,2,3794,225,16744,417,8570,37060,1572,28490,1211
SP,67296,MONTE APRAZÍVEL,2760,3,66,0,2,28,2,1783,55,6921,168,3108,16122,632,13014,594
