SG_UF,CD_MUNICIPIO,NM_MUNICIPIO,"('QT_VOTOS', 13, 'Partido dos Trabalhadores')","('QT_VOTOS', 16, 'Partido Socialista dos Trabalhadores Unificado')","('QT_VOTOS', 20, 'Partido Social Cristão')","('QT_VOTOS', 21, 'Partido Comunista Brasileiro')","('QT_VOTOS', 27, 'Partido Social Democrata Cristão')","('QT_VOTOS', 28, 'Partido Renovador Trabalhista Brasileiro')","('QT_VOTOS', 29, 'Partido da Causa Operária')","('QT_VOTOS', 40, 'Partido Socialista Brasileiro')","('QT_VOTOS', 43, 'Partido Verde')","('QT_VOTOS', 45, 'Partido da Social Democracia Brasileira')","('QT_VOTOS', 50, 'Partido Socialismo e Liberdade')",QT_ABST,QT_APTOS,QT_BRANCOS,QT_COMPARECIMENTOS,QT_NULOS
BA,33537,BARRA,19116,6,67,11,6,12,0,1877,11,1949,19,9542,34725,257,25183,1852
BA,33553,BARRA DA ESTIVA,8002,3,42,8,2,6,0,1607,70,3091,36,3389,17542,381,14153,905
BA,33570,BARRA DO CHOÇA,10290,9,45,13,2,26,2,3259,27,3172,51,6948,25787,420,18839,1523
BA,33596,BARRA DO MENDES,6446,3,9,1,0,1,0,417,12,478,38,3640,11668,172,8028,451
BA,33618,BARRA DO ROCHA,1742,0,19,1,1,4,2,711,4,230,2,387,3336,33,2949,200
BA,33634,BARREIRAS,39538,23,415,13,9,147,4,10787,103,13743,386,19164,89969,2064,70805,3573
BA,33650,BARRO PRETO,2271,2,6,1,0,3,0,434,9,1064,17,1275,5470,103,4195,285
BA,33677,BELMONTE,5865,3,60,1,3,15,2,1879,19,1636,18,4111,14696,264,10585,820
BA,33693,BELO CAMPO,4948,5,7,5,2,25,1,1408,13,2281,33,4696,14274,185,9578,665
BA,33715,BIRITINGA,6294,2,16,7,1,12,0,751,6,612,18,2861,11593,227,8732,786
BA,33731,BOA NOVA,5704,1,8,10,2,11,0,573,13,846,23,5119,13267,171,8148,786
BA,33758,BOA VISTA DO TUPIM,5696,2,37,1,1,2,0,631,9,2290,8,3521,13124,119,9603,807
BA,33774,BOM JESUS DA LAPA,24000,8,146,7,5,28,1,2556,46,3347,88,12254,44730,654,32476,1590
BA,33782,BOM JESUS DA SERRA,4288,2,21,3,1,10,0,355,7,470,9,2888,8633,83,5745,496
BA,33790,BONINAL,4400,1,21,3,2,14,1,518,29,1047,7,3030,9809,142,6779,594
BA,33804,BONITO,5814,1,48,1,1,5,2,809,3,968,18,2918,11230,157,8312,485
BA,33812,BOQUIRA,8200,7,13,0,2,7,3,842,6,757,13,4604,15392,165,10788,773
BA,33839,BOTUPORÃ,4429,5,3,1,1,4,0,377,9,1106,20,2839,9411,91,6572,526
BA,33855,BREJÕES,4728,1,35,1,2,6,0,1168,5,902,24,3813,11420,184,7607,551
BA,33871,BREJOLÂNDIA,3634,1,34,2,0,5,0,450,0,978,4,1875,7594,170,5719,441
BA,33898,BROTAS DE MACAÚBAS,4092,5,5,3,0,2,0,419,9,1427,24,2202,8734,94,6532,452
BA,33910,BRUMADO,20820,11,87,16,5,34,4,9197,109,4262,219,7630,45605,921,37975,2290
BA,33936,BUERAREMA,2103,8,64,4,2,22,3,459,23,5444,39,1503,10720,197,9217,849
BA,33952,CAATIBA,2893,1,17,1,0,16,2,677,2,942,3,2581,7638,86,5057,417
BA,33960,CABACEIRAS DO PARAGUAÇU,5942,6,23,1,2,7,3,482,10,1172,24,1176,9653,145,8477,660
BA,33979,CACHOEIRA,11326,5,87,7,4,28,3,3387,35,2722,86,4718,24149,708,19431,1033
BA,33995,CACULÉ,6278,2,21,6,7,16,0,889,23,3948,39,3366,15871,323,12505,953
BA,34010,CAEM,3872,2,7,4,1,7,0,597,4,705,18,2290,8107,79,5817,521
BA,34029,CAETANOS,4833,0,9,3,0,3,0,274,3,436,2,3074,9157,54,6083,466
BA,34037,CAETITÉ,18293,14,66,6,22,50,5,2336,48,5833,138,7372,37036,626,29664,2227
BA,34053,CAFARNAUM,6221,3,35,3,0,24,1,1058,6,1071,12,3488,12655,226,9167,507
BA,34070,CAIRU,4928,0,140,3,0,7,0,1918,17,1401,21,2446,11849,349,9403,619
BA,34096,CALDEIRÃO GRANDE,4536,2,15,1,0,13,0,298,6,953,5,2557,8835,71,6278,378
BA,34118,CAMACAN,6323,5,71,6,3,35,3,2124,18,2965,39,4888,17689,323,12801,886
BA,34134,CAMAÇARI,50952,57,741,29,20,395,3,39402,246,19429,1067,26068,151897,5421,125829,8067
BA,34150,CAMAMU,7762,5,96,7,4,7,1,4060,26,2567,125,8241,24855,523,16614,1431
BA,34177,CAMPO ALEGRE DE LOURDES,12098,5,38,4,2,11,1,724,20,1030,7,7048,22129,141,15081,1000
BA,34193,CAMPO FORMOSO,25276,9,150,25,5,66,2,2827,26,6615,91,10130,49073,850,38943,3001
BA,34215,CANÁPOLIS,4252,4,10,5,1,4,0,450,3,682,9,1648,7683,111,6035,504
BA,34231,CANARANA,9228,4,48,4,1,20,1,1174,7,1591,32,3470,16521,241,13051,700
BA,34258,CANAVIEIRAS,9086,6,127,9,5,24,2,1959,33,3011,49,3027,18848,346,15821,1164
BA,34274,CANDEAL,3981,3,35,3,0,6,0,510,3,649,5,1076,6781,102,5705,408
BA,34290,CANDEIAS,29592,19,552,42,6,164,2,6934,60,4792,198,11612,59472,2371,47860,3128
BA,34312,CANDIBA,5926,5,23,4,0,6,0,696,7,868,9,1877,10210,206,8333,583
BA,34339,CÂNDIDO SALES,8669,2,29,9,2,23,0,755,7,2248,26,2144,14984,199,12840,871
BA,34355,CANSANÇÃO,14312,7,104,9,4,12,2,1264,6,953,16,7547,25807,273,18260,1298
BA,34363,CARAÍBAS,3178,3,5,0,2,18,1,507,12,1481,17,2167,7956,73,5789,492
BA,34371,CARAVELAS,7134,6,57,5,1,28,0,1116,15,1071,25,3328,13791,201,10463,804
BA,34398,CARDEAL DA SILVA,2965,2,22,0,1,6,0,776,6,460,35,2094,7029,173,4935,489
BA,34410,CARINHANHA,9188,6,41,5,3,6,0,1704,7,2636,25,5753,20513,171,14760,968
BA,34436,CASA NOVA,29630,17,150,10,3,43,1,4011,22,2636,55,8859,48956,724,40097,2795
BA,34452,CASTRO ALVES,11349,4,54,2,3,18,0,1445,13,2409,38,5299,21981,324,16682,1023
BA,34479,CATOLÂNDIA,1737,2,9,2,0,0,0,216,1,179,1,412,2768,59,2356,150
BA,34495,CATU,15473,19,398,11,8,91,5,7687,62,3294,180,6885,38761,2081,31876,2567
BA,34509,CATURAMA,3406,0,4,4,1,3,1,338,6,556,6,2105,6943,126,4838,387
BA,34517,CENTRAL,6754,3,63,4,1,6,0,994,9,1119,20,2755,12528,228,9773,572
BA,34533,CHORROCHÓ,4766,1,6,2,0,5,0,898,2,523,12,1840,8602,72,6762,475
BA,34550,CÍCERO DANTAS,11592,4,36,9,6,21,0,1532,33,2957,73,5859,24123,771,18264,1230
BA,34576,CIPÓ,5911,2,67,3,4,11,0,1461,4,1322,31,3224,12909,169,9685,700
BA,34592,COARACI,6230,7,48,3,2,19,3,1745,17,3076,30,4562,16719,253,12157,724
BA,34614,COCOS,5933,0,16,5,1,7,0,870,4,2038,11,1757,11637,193,9880,802
BA,34630,CONCEIÇÃO DA FEIRA,7762,6,82,3,3,19,2,1684,11,1438,34,2398,14754,527,12356,785
BA,34657,CONCEIÇÃO DO ALMEIDA,7668,2,28,3,3,13,2,1116,7,1186,52,3507,14590,319,11083,684
BA,34673,CONCEIÇÃO DO COITÉ,22196,11,131,7,4,35,1,4422,20,9539,200,7432,47298,943,39866,2357
BA,34690,CONCEIÇÃO DO JACUÍPE,10051,7,87,5,8,46,1,3011,38,2771,119,3801,21934,795,18133,1194
BA,34711,CONDE,7422,3,37,3,7,3,2,1820,13,1191,21,4568,16433,366,11865,977
BA,34738,CONDEÚBA,6170,4,34,8,1,7,2,928,12,1885,26,4644,14765,232,10121,812
BA,34754,CONTENDAS DO SINCORÁ,1764,0,2,0,1,3,0,375,19,444,11,702,3541,53,2839,167
BA,34770,CORAÇÃO DE MARIA,11045,6,50,4,6,37,1,1844,11,1496,62,4366,20307,511,15941,868
BA,34797,CORDEIROS,2358,1,12,6,3,8,0,408,1,1233,8,1929,6438,62,4509,409
BA,34819,CORIBE,6380,1,20,7,2,9,0,450,31,1185,6,1578,10393,141,8815,583
BA,34835,CORONEL JOÃO SÁ,6405,9,10,6,4,10,1,692,5,1276,15,3428,13094,206,9666,1027
BA,34851,CORRENTINA,10652,7,42,5,4,12,1,1451,17,4116,29,7123,25356,474,18233,1423
BA,34878,COTEGIPE,5890,1,18,3,0,1,0,568,3,591,8,2833,10536,122,7703,498
BA,34894,CRAVOLÂNDIA,1680,1,23,0,1,3,0,407,1,417,12,1223,4211,149,2988,294
BA,34916,CRISÓPOLIS,7514,2,64,6,2,5,0,871,4,1316,17,5552,16315,227,10763,735
BA,34932,CRISTÓPOLIS,6097,4,20,4,0,4,1,700,9,1035,14,2618,11280,131,8662,643
BA,34959,CRUZ DAS ALMAS,19606,8,212,14,4,51,0,6096,59,6052,260,6533,41918,1174,35385,1849
BA,34975,CURAÇÁ,13830,0,33,7,0,8,0,2073,14,1424,25,5421,24065,222,18644,1008
BA,34991,DÁRIO MEIRA,3807,4,21,4,0,7,1,673,6,522,10,3231,8995,146,5764,563
BA,35017,DOM BASÍLIO,5781,1,3,3,1,7,0,318,9,779,6,1867,9419,219,7552,425
BA,35033,DOM MACEDO COSTA,1841,1,9,0,1,3,0,495,1,268,8,345,3256,68,2911,216
BA,35050,ELÍSIO MEDRADO,3498,3,19,4,1,5,0,670,5,658,23,1981,7498,184,5517,447
BA,35076,ENCRUZILHADA,5838,3,31,7,5,14,0,933,7,2254,13,1916,12181,177,10265,983
BA,35092,ENTRE RIOS,11019,16,147,11,4,24,2,4097,13,2885,137,8846,30016,1112,21170,1703
BA,35114,ESPLANADA,10880,5,50,6,0,20,1,2171,15,2350,64,5502,23122,732,17620,1326
BA,35130,EUCLIDES DA CUNHA,22809,4,50,10,4,37,2,2568,33,2460,74,9895,40607,543,30712,2118
BA,35149,FEIRA DA MATA,2172,2,9,2,0,4,0,222,0,831,2,1275,4707,36,3432,152
BA,35157,FEIRA DE SANTANA,149718,169,1764,106,108,1001,20,85148,629,48635,3446,66632,388012,10857,321380,19779
BA,35173,FIRMINO ALVES,1683,1,14,4,0,8,0,341,3,720,9,1281,4354,70,3073,220
BA,35190,FLORESTA AZUL,2938,2,6,3,0,3,0,657,2,1098,11,2068,7342,122,5274,432
BA,35211,FORMOSA DO RIO PRETO,7583,4,29,2,1,8,0,1818,6,1820,10,4315,16689,176,12374,917
BA,35238,GANDU,7276,9,94,6,10,27,1,3284,21,2997,42,4764,20137,406,15373,1200
BA,35254,GENTIO DO OURO,5107,1,11,1,1,12,0,572,2,676,17,1801,8625,99,6824,325
BA,35270,GLÓRIA,7320,0,26,7,2,10,1,547,5,709,14,2767,12266,225,9499,633
BA,35297,GONGOGI,2353,1,6,2,0,2,1,295,2,381,7,941,4327,53,3386,283
BA,35319,GOVERNADOR MANGABEIRA,6765,6,31,6,2,16,2,1228,11,2342,46,1728,13339,388,11611,768
BA,35335,GUANAMBI,29006,14,167,14,10,101,3,4603,47,8838,180,10822,57669,1027,46847,2837
BA,35351,GUARATINGA,7192,1,74,6,2,9,0,1245,25,1314,8,4190,15090,231,10900,793
BA,35378,IAÇU,8490,10,60,6,4,10,2,1422,40,1620,35,7836,21016,350,13180,1131
BA,35394,IBIASSUCÊ,3614,0,12,3,0,7,0,239,4,2053,7,2094,8607,83,6513,491
BA,35416,IBICARAÍ,6572,4,33,6,4,12,1,1817,22,3784,62,4665,18230,303,13565,945
BA,35432,IBICOARA,5919,2,120,4,0,7,2,742,19,1804,21,2757,12419,298,9662,724
BA,35459,IBICUÍ,4420,4,29,2,0,9,1,1032,10,1621,32,3117,11037,198,7920,562
BA,35475,IBIPEBA,7276,2,19,4,0,3,1,584,4,743,9,3387,12737,176,9350,529
BA,35491,SANTA RITA DE CÁSSIA,11164,5,60,3,18,19,1,1185,16,1620,18,6359,21840,343,15481,1029
BA,35513,IBIPITANGA,5531,0,24,2,3,10,0,918,4,991,3,3535,11594,137,8059,436
BA,35530,IBIQUERA,1550,0,3,0,3,2,0,317,1,193,6,932,3288,28,2356,253
BA,35556,IBIRAPITANGA,5534,1,46,5,2,10,0,2066,6,1323,16,3555,13606,183,10051,859
BA,35572,IBIRAPUÃ,2066,3,16,2,2,16,0,855,0,1247,5,1380,6117,130,4737,395
BA,35599,IBIRATAIA,5742,2,67,4,2,12,0,1942,8,1861,22,1478,12598,284,11120,1174
BA,35610,IBITIARA,5376,2,15,1,1,1,2,905,9,1116,9,2993,11152,139,8159,583
BA,35637,IBITITÁ,8695,4,26,5,2,6,0,887,10,601,30,2946,13977,180,11031,585
BA,35653,IBOTIRAMA,8487,4,16,2,2,10,0,1227,16,3037,29,4067,17987,231,13920,859
BA,35670,ICHU,2582,1,18,0,0,6,0,450,2,706,17,708,4866,116,4158,260
BA,35696,IGAPORÃ,6452,4,14,4,1,10,0,579,8,782,30,2124,10815,193,8691,614
BA,35700,IGRAPIÚNA,4393,2,38,0,0,6,0,1027,5,624,21,3069,9857,194,6788,478
BA,35718,IGUAÍ,7805,4,71,5,1,11,1,1570,4,1733,21,7074,19634,213,12560,1121
BA,35734,ILHÉUS,38547,56,590,27,23,231,4,25511,297,19908,1119,37671,133393,3776,95722,5633
BA,35750,INHAMBUPE,10347,7,65,6,2,21,0,2184,21,3759,68,6148,24988,745,18840,1615
BA,35777,IPECAETÁ,6300,0,28,2,3,7,0,978,6,1511,12,3012,12682,205,9670,618
BA,35793,IPIAÚ,11504,20,113,14,7,42,1,5143,61,3338,109,2899,25705,613,22806,1841
BA,35815,IPIRÁ,17885,18,109,9,4,47,2,4526,29,6254,115,11061,43517,884,32456,2574
BA,35831,IPUPIARA,3843,0,9,3,3,13,1,518,4,796,3,1741,7314,106,5573,274
BA,35858,IRAJUBA,2728,1,16,2,0,3,0,262,3,541,4,1307,5297,77,3990,353
BA,35874,IRAMAIA,3724,4,6,4,0,6,0,519,3,1300,1,2845,9033,137,6188,484
BA,35890,IRAQUARA,10028,2,90,4,1,12,0,547,12,780,30,3200,15492,186,12292,600
BA,35912,IRARÁ,10908,1,54,7,2,10,2,2485,12,1902,102,5153,22230,449,17077,1143
BA,35939,IRECÊ,20871,8,111,14,3,37,1,5156,44,4209,159,10979,44298,777,33319,1929
BA,35947,ITABELA,7858,3,67,1,0,13,1,2206,4,3280,20,7342,22505,583,15163,1127
BA,35955,ITABERABA,17390,13,145,5,3,68,1,4737,37,5271,206,8597,40198,1072,31601,2653
BA,35971,ITABUNA,45863,125,626,35,21,389,12,19640,269,36145,892,35183,148827,3308,113644,6319
BA,35998,ITACARÉ,5844,4,111,1,1,6,0,1972,29,1027,48,3504,13466,244,9962,675
BA,36013,ITAETÉ,4756,3,36,1,1,4,0,632,6,916,11,3020,10117,148,7097,583
BA,36030,ITAGI,4011,5,23,3,2,12,0,1235,3,1405,12,2983,10489,116,7506,679
BA,36056,ITAGIBÁ,5284,3,44,2,2,5,1,1534,3,882,18,3344,12056,170,8712,764
BA,36072,ITAGIMIRIM,1645,3,48,0,0,10,1,823,2,994,3,1814,5780,105,3966,332
BA,36080,ITAGUAÇU DA BAHIA,5723,1,7,5,3,5,1,435,5,387,5,2190,9386,92,7196,527
BA,36099,ITAJU DO COLÔNIA,1670,0,18,2,0,4,0,445,3,895,4,1222,4540,40,3318,237
BA,36110,ITAJUÍPE,6233,7,115,10,1,17,0,1771,17,2872,59,4402,16622,326,12220,792
BA,36137,ITAMARAJU,12899,5,129,8,6,49,6,6100,28,8725,87,11098,42294,967,31196,2187
BA,36153,ITAMARI,2860,0,8,0,0,5,0,665,4,711,7,2026,6711,79,4685,346
BA,36170,ITAMBÉ,7229,2,27,7,0,16,1,1489,13,2649,25,5481,18056,233,12575,884
BA,36196,ITANAGRA,2154,1,11,5,0,6,1,404,2,468,1,1384,4784,97,3400,250
BA,36218,ITANHÉM,5948,9,41,9,0,17,1,1177,9,2749,16,4433,15691,276,11258,1006
BA,36234,ITAPARICA,8246,6,101,4,1,14,0,1790,14,1021,77,4179,16380,317,12201,610
BA,36250,ITAPÉ,3509,3,32,2,1,16,1,830,8,1206,30,2690,8995,145,6305,522
BA,36277,ITAPEBI,3009,2,19,1,1,5,1,735,2,987,8,2893,8166,117,5273,386
BA,36293,ITAPETINGA,13080,6,173,24,3,79,0,9035,50,9962,114,9140,44526,733,35386,2127
BA,36315,ITAPICURU,11324,2,63,7,2,15,1,1603,17,1045,16,7336,23128,366,15792,1331
BA,36331,ITAPITANGA,2565,4,15,3,0,10,0,623,4,791,7,2471,6819,78,4348,248
BA,36358,ITAQUARA,2560,0,15,2,1,8,0,427,2,1145,3,1581,6245,114,4664,387
BA,36374,ITARANTIM,4951,4,34,8,4,17,1,1575,9,2104,23,3223,13110,224,9887,933
BA,36382,ITATIM,5395,1,27,0,2,12,0,707,1,1796,17,2336,11133,215,8797,624
BA,36390,ITIRUÇU,3805,1,38,2,2,13,0,885,12,1066,15,2980,9587,226,6607,542
BA,36412,ITIÚBA,11221,6,61,8,2,11,0,2102,22,4513,35,8455,28255,519,19800,1300
BA,36439,ITORORÓ,4448,3,29,1,0,16,3,1878,18,3194,34,5389,16090,250,10701,827
BA,36455,ITUAÇU,5050,1,22,4,3,21,2,1489,57,3350,27,2689,14042,387,11353,940
BA,36471,ITUBERÁ,7510,10,76,5,2,17,0,2009,26,2551,48,5786,19391,427,13605,924
BA,36498,JACARACI,5638,1,9,3,1,32,0,602,8,959,20,3297,11426,133,8129,723
BA,36510,JACOBINA,25426,20,166,15,8,61,2,6009,57,5835,231,13220,55249,1059,42029,3140
BA,36536,JAGUAQUARA,14457,16,92,12,5,33,1,2920,18,4497,52,10397,35393,765,24996,2128
BA,36552,JAGUARARI,10687,3,27,5,2,24,1,2322,29,2714,53,4090,21404,383,17314,1064
BA,36579,JAGUARIPE,6343,3,86,3,0,7,1,802,6,1078,16,2660,12022,374,9362,643
BA,36595,JANDAÍRA,3842,3,18,0,0,6,0,517,3,699,9,2147,7839,109,5692,486
BA,36617,JEQUIÉ,43663,36,874,30,20,395,6,17444,287,11499,460,23140,106634,3033,83494,5747
BA,36633,JEREMOABO,14926,5,16,6,4,14,0,1303,6,1588,27,5832,25462,280,19630,1455
BA,36650,JIQUIRIÇÁ,4150,3,32,1,1,7,3,759,10,1587,21,3167,10606,256,7439,609
BA,36676,JITAÚNA,4670,4,22,4,0,11,1,1983,5,1305,21,5047,14117,155,9070,889
BA,36692,JUAZEIRO,67404,34,328,28,11,256,4,26450,243,11473,584,25805,139556,2106,113751,4830
BA,36706,JUCURUÇU,3836,1,11,2,2,3,1,460,2,782,2,2307,7929,62,5622,458
BA,36714,JUSSARA,6948,4,21,5,0,6,1,468,5,544,14,2661,11516,134,8855,705
BA,36730,JUSSIAPE,3236,1,11,1,2,3,0,271,18,804,8,1625,6459,114,4834,365
BA,36757,LAFAIETE COUTINHO,2135,0,17,0,2,10,1,194,9,264,13,592,3492,71,2900,184
BA,36765,LAGOA REAL,5395,4,8,1,0,9,0,386,7,862,7,2463,9882,103,7419,637
BA,36773,LAJE,7478,3,45,4,3,18,3,2303,13,2582,42,4407,18355,309,13948,1145
BA,36790,LAJEDÃO,1791,1,9,2,0,1,0,437,2,636,3,997,4278,54,3281,345
BA,36811,LAJEDINHO,1761,1,7,1,1,5,0,164,1,153,3,723,3082,22,2359,240
BA,36820,LAJEDO DO TABOCAL,2899,2,12,4,0,3,0,413,6,442,5,1601,5854,148,4253,319
BA,36838,LAMARÃO,3612,1,7,1,0,7,0,371,3,408,3,2394,7264,121,4870,336
BA,36854,LAURO DE FREITAS,43506,45,626,28,15,221,4,20891,341,13592,1099,21386,112519,4180,91133,6585
BA,36870,LENÇÓIS,3519,4,16,3,1,2,0,340,20,474,57,2156,7091,102,4935,397
BA,36897,LICÍNIO DE ALMEIDA,4525,2,8,4,0,14,0,316,94,1394,14,2062,9012,152,6950,427
BA,36919,LIVRAMENTO DE NOSSA SENHORA,16371,6,68,14,5,30,1,1592,33,3238,80,8414,32406,800,23992,1754
BA,36935,MACAJUBA,3789,2,9,3,3,7,1,550,7,1102,15,3403,9718,136,6315,691
BA,36951,MACARANI,3916,8,57,11,1,3,0,1358,22,2593,13,3998,13324,259,9326,1085
BA,36978,MACAÚBAS,14813,13,31,5,5,23,1,1449,32,4463,82,10003,33118,463,23115,1735
BA,36994,MACURURÉ,3334,0,9,1,0,3,0,586,3,441,5,1775,6564,56,4789,351
BA,37010,MAIQUINIQUE,2680,3,22,2,0,1,1,781,3,1085,8,1720,6895,75,5175,514
BA,37036,MAIRI,6457,5,18,5,1,12,0,777,9,1436,37,4364,14211,322,9847,768
BA,37052,MALHADA,6237,1,59,5,0,4,0,427,7,1611,10,3335,12449,118,9114,635
BA,37079,MALHADA DE PEDRAS,3316,0,32,1,6,8,0,777,4,848,4,1479,6905,89,5426,341
BA,37095,MANOEL VITORINO,6160,3,13,1,1,10,0,778,4,731,10,2350,10686,80,8336,545
BA,37117,MARACÁS,7192,9,28,6,10,20,0,2255,25,2769,77,6405,20229,392,13824,1041
BA,37133,MARAGOGIPE,17571,4,92,5,3,36,1,1946,19,3889,76,6051,32064,715,26013,1656
BA,37150,MARAÚ,5698,3,75,4,2,10,1,854,14,805,11,3896,12229,189,8333,667
BA,37176,MARCIONÍLIO SOUZA,3683,0,15,0,0,22,0,384,7,571,5,2427,7610,100,5183,396
BA,37192,MASCOTE,3630,0,39,5,2,5,1,884,3,1028,5,2821,8992,117,6171,452
BA,37214,MATA DE SÃO JOÃO,12034,12,109,5,4,53,1,6572,24,4838,90,6816,33911,1521,27095,1832
BA,37222,MATINA,4920,0,5,4,2,12,0,352,1,394,4,2358,8717,111,6359,554
BA,37230,MEDEIROS NETO,7077,6,41,3,4,19,3,1526,13,2985,20,4364,17614,299,13250,1254
BA,37257,MIGUEL CALMON,9601,9,73,14,1,31,2,1334,16,2030,40,7021,21765,243,14744,1350
BA,37273,MILAGRES,4091,1,30,2,1,3,1,1244,4,769,20,1954,8781,113,6827,548
BA,37290,MIRANGABA,5975,3,22,3,0,6,0,434,7,1139,16,3438,11977,134,8539,800
BA,37303,MIRANTE,3215,0,4,4,0,7,0,488,8,800,7,2324,7354,65,5030,432
BA,37311,MONTE SANTO,22758,9,122,12,8,11,3,1546,14,1796,43,13082,42063,599,28981,2060
BA,37338,MORPARÁ,3628,3,3,1,0,2,0,214,1,790,5,1860,6954,68,5094,379
BA,37354,MORRO DO CHAPÉU,11473,7,48,11,3,22,0,1593,26,2465,44,5352,22916,306,17564,1566
BA,37370,MORTUGABA,3380,2,8,4,0,18,0,327,4,2259,7,2663,9291,86,6628,533
BA,37397,MUCUGÊ,3428,3,46,4,0,6,1,355,7,1944,18,1769,8308,145,6539,582
BA,37419,MUCURI,8490,6,118,10,7,40,1,4415,24,3227,68,8552,26508,484,17956,1066
BA,37427,MULUNGU DO MORRO,5146,1,7,1,2,3,0,510,6,535,9,2571,9189,90,6618,308
BA,37435,MUNDO NOVO,7139,8,28,5,1,11,2,909,20,1237,19,4723,15301,204,10578,995
BA,37451,MUNIZ FERREIRA,3455,1,29,2,1,0,0,688,6,755,14,1498,7019,187,5521,383
BA,37460,MUQUÉM DO SÃO FRANCISCO,4051,0,8,1,1,4,0,521,4,1302,8,2170,8476,75,6306,331
BA,37478,MURITIBA,9682,5,74,6,0,20,0,1867,14,2289,88,2380,18008,501,15628,1082
BA,37494,MUTUÍPE,6019,6,39,6,3,12,1,1609,3,3375,61,4955,17419,325,12464,1005
BA,37516,NAZARÉ,10767,3,117,10,1,19,1,1809,19,1851,101,4814,21236,627,16422,1097
BA,37532,NILO PEÇANHA,3920,1,30,5,2,9,0,580,7,1018,6,1734,8063,204,6329,547
BA,37559,NOVA CANAÃ,5809,5,52,7,2,11,5,898,6,878,17,3769,12453,145,8684,849
BA,37567,NOVA FÁTIMA,3056,2,9,1,0,2,2,745,0,1186,16,1362,6916,114,5554,421
BA,37575,NOVA ITARANA,2404,1,5,3,3,2,0,312,2,750,5,1473,5446,113,3973,373
BA,37583,NOVA REDENÇÃO,3397,5,12,2,0,10,1,250,6,191,0,1599,5886,64,4287,349
BA,37591,NOVA SOURE,9846,3,32,4,2,18,0,1164,23,1277,29,4898,18667,310,13769,1061
BA,37613,NOVA VIÇOSA,8572,11,80,11,4,30,1,5027,27,4253,58,8061,28098,528,20037,1435
BA,37621,NOVO TRIUNFO,3328,4,10,0,0,3,1,387,3,1013,10,2584,7736,52,5152,341
BA,37630,OLINDINA,9644,8,41,17,3,11,0,1314,11,959,21,6580,19938,329,13358,1000
BA,37656,OLIVEIRA DOS BREJINHOS,8245,5,13,6,0,19,0,1070,5,1334,25,4087,15889,278,11802,802
BA,37672,OURIÇANGAS,3020,1,28,3,0,3,1,438,4,1032,15,1762,6834,124,5072,403
BA,37680,OUROLÂNDIA,4999,4,37,2,0,3,1,811,7,2225,10,3915,12939,177,9024,748
BA,37699,PALMAS DE MONTE ALTO,9772,3,15,5,4,5,0,620,7,1061,27,3508,16187,209,12679,951
BA,37710,PALMEIRAS,3536,1,11,1,0,1,0,292,14,486,27,1305,6111,86,4806,351
BA,37737,PARAMIRIM,7986,1,43,3,1,22,0,864,15,1284,37,4833,16067,222,11234,756
BA,37753,PARATINGA,12213,3,25,1,6,11,1,768,10,1506,17,5787,21488,272,15701,868
BA,37770,PARIPIRANGA,11647,12,18,6,3,17,1,1205,16,2085,52,3196,19849,436,16653,1155
BA,37796,PAU BRASIL,3044,2,28,4,2,3,0,1002,0,836,9,2039,7340,90,5301,281
BA,37818,PAULO AFONSO,41240,17,158,25,26,91,4,7036,78,4810,272,19303,77751,1581,58448,3110
BA,37834,PEDRÃO,3149,3,13,1,0,5,0,411,5,414,13,1503,5904,114,4401,273
BA,37850,PEDRO ALEXANDRE,4870,1,4,8,2,2,0,473,3,485,6,2645,9235,126,6590,610
BA,37877,PIATÃ,7301,11,30,1,5,20,0,775,13,1326,45,4267,15000,221,10733,985
BA,37893,PILÃO ARCADO,13754,6,75,6,3,34,1,1408,12,1020,12,5903,23571,177,17668,1160
BA,37915,PINDAÍ,6623,1,23,2,1,11,0,746,7,726,19,2872,11940,187,9068,722
BA,37931,PINDOBAÇU,6458,1,61,4,0,23,1,1043,9,2346,23,3578,14552,266,10974,739
BA,37940,PIRAÍ DO NORTE,2577,1,46,3,3,2,0,548,10,703,12,1132,5430,107,4298,286
BA,37958,PIRIPÁ,3356,3,4,1,4,3,2,600,2,1061,23,3508,9095,59,5587,469
BA,37974,PIRITIBA,6508,5,53,8,2,16,3,1136,6,1169,16,3458,13253,149,9795,724
BA,37990,PLANALTINO,3288,1,7,3,1,1,0,152,1,757,4,1419,6124,116,4705,374
BA,38016,PLANALTO,7603,1,36,6,1,21,2,1272,9,3306,44,3550,17172,292,13622,1029
BA,38032,POÇÕES,13063,6,88,15,6,33,1,2782,51,4260,190,10814,33862,546,23048,2007
BA,38059,POJUCA,6978,11,89,9,1,43,0,6265,31,3535,142,4507,25061,1652,20554,1798
BA,38067,PONTO NOVO,4805,2,7,5,3,9,1,945,2,1523,11,3944,12122,171,8178,694
BA,38075,PORTO SEGURO,26375,22,449,24,12,179,2,16499,169,9670,344,22713,82450,2225,59737,3767
BA,38091,POTIRAGUÁ,2921,0,41,2,1,4,0,696,2,1300,9,3215,8792,111,5577,490
BA,38113,PRADO,7707,9,93,7,8,29,2,2075,20,2594,46,6960,20844,314,13884,980
BA,38130,PRESIDENTE DUTRA,6355,3,17,4,1,8,1,780,5,446,27,2268,10633,177,8365,541
