STATE,CD_MUN,NM_MUN,VOTES_PDT_12,VOTES_INCUMBENT,VOTES_MDB_15,VOTES_PSTU_16,VOTES_CHALLENGER,VOTES_REDE_18,VOTES_PODE_19,VOTES_DC_27,VOTES_NOVO_30,VOTES_PSDB_45,VOTES_PSOL_50,VOTES_PATRI_51,VOTES_PPL_54,QT_ABST,QT_APT,QT_ATTEND,QT_BLANK,QT_NULL
PE,24716,LAGOA DO OURO,462,5571,77,9,827,31,52,0,18,51,9,23,0,2674,10769,8095,136,829
PE,24732,LAGOA DOS GATOS,995,5247,42,2,1068,19,9,2,35,88,8,48,1,3763,12274,8511,161,786
PE,24759,LAJEDO,3265,9578,108,1,5328,100,60,4,255,430,36,151,1,5099,27462,22363,584,2462
PE,24775,LIMOEIRO,5222,16285,173,17,8215,199,84,3,203,506,89,246,5,6524,42348,35824,980,3597
PE,24791,MACAPARANA,1235,6951,121,3,3845,78,20,1,114,289,16,100,1,4494,19204,14710,389,1547
PE,24813,MACHADOS,1078,4240,40,2,1196,25,7,1,50,106,14,62,1,1486,9388,7902,310,770
PE,24830,MARAIAL,387,3654,34,1,1152,24,5,1,10,107,5,105,0,3730,9937,6207,143,579
PE,24856,MIRANDIBA,523,5938,53,1,1056,11,10,8,12,104,10,33,0,1932,10651,8719,134,826
PE,24872,MORENO,3214,16669,249,15,9786,248,55,10,157,475,124,1174,5,7524,45603,38079,1384,4514
PE,24899,NAZARÉ DA MATA,2299,7729,130,2,5956,159,50,4,54,345,53,435,1,3799,24043,20244,833,2194
PE,24910,OLINDA,34336,74558,1924,131,86808,3683,595,56,2862,3536,1679,5517,30,28979,275976,246997,7898,23384
PE,24937,OROBÓ,1617,7837,37,4,2120,44,22,6,81,205,18,145,7,6410,20288,13878,388,1347
PE,24953,OROCÓ,977,5853,42,7,1138,44,8,3,10,116,5,52,0,2906,11890,8984,101,628
PE,24970,OURICURI,3555,23812,144,9,3041,95,35,2,85,261,58,174,4,13154,47533,34379,484,2620
PE,24996,PALMARES,3374,15593,143,5,6718,144,56,11,132,307,79,957,7,8470,39673,31203,874,2803
PE,25011,PALMEIRINA,372,3124,27,1,379,18,6,0,16,28,5,24,0,2339,6848,4509,88,421
PE,25038,PANELAS,963,7082,97,4,4096,34,19,2,47,180,17,58,0,7217,21473,14256,236,1421
PE,25054,PARANATAMA,1113,4794,29,3,760,23,5,1,27,75,11,40,0,1670,9528,7858,153,824
PE,25070,PARNAMIRIM,1371,10519,27,0,872,16,8,3,46,67,17,52,1,4103,17881,13778,122,657
PE,25097,PASSIRA,2440,10422,103,4,3377,58,26,2,48,269,29,160,2,4990,24299,19309,572,1797
PE,25119,PAUDALHO,2494,14092,210,10,9814,290,95,2,131,924,81,1289,11,7898,41736,33838,1312,3083
PE,25135,PAULISTA,24335,54867,1350,90,67632,2746,415,38,2019,2366,1069,4093,56,25040,208251,183211,5352,16783
PE,25151,PEDRA,1679,7888,85,3,1730,28,20,6,34,117,13,64,4,5361,18601,13240,299,1270
PE,25178,PESQUEIRA,3436,22936,132,5,4701,111,52,3,182,265,327,155,5,14216,50177,35961,853,2798
PE,25194,PETROLÂNDIA,1697,11691,62,3,3036,53,17,16,111,157,37,198,2,5255,23966,18711,277,1354
PE,25216,PETROLINA,20708,74135,775,61,44859,1621,305,24,1477,1831,861,1741,16,32434,198759,166325,3692,14219
PE,25232,POÇÃO,858,4675,33,1,667,28,9,0,12,75,14,43,1,2499,9838,7339,178,745
PE,25259,POMBOS,1150,7347,93,5,3706,55,28,3,43,336,22,168,4,1870,17143,15273,592,1721
PE,25275,PRIMAVERA,618,4627,39,4,1797,50,12,0,28,102,8,278,0,2642,11115,8473,229,681
PE,25291,QUIPAPÁ,756,7151,39,4,1345,21,17,1,33,144,14,78,0,6759,17838,11079,303,1173
PE,25313,RECIFE,148655,267389,7956,580,383895,15223,2596,260,17827,16831,7293,21143,232,149067,1155626,1006559,29939,86740
PE,25330,RIACHO DAS ALMAS,2525,7020,112,2,2939,100,30,1,71,160,17,94,1,2013,17260,15247,529,1646
PE,25356,RIBEIRÃO,2418,10208,112,2,4908,125,30,9,117,287,67,680,2,4432,26354,21922,609,2348
PE,25372,RIO FORMOSO,747,6639,73,6,2523,66,24,0,31,169,23,631,1,3814,16286,12472,307,1232
PE,25399,SAIRÉ,1308,3851,59,5,1808,54,12,3,56,116,22,72,5,1150,10108,8958,357,1230
PE,25410,SALGADINHO,361,2919,31,3,878,20,21,0,22,64,15,25,0,1814,6753,4939,118,462
PE,25437,SALGUEIRO,4333,18814,129,8,4904,90,46,1,166,276,42,260,1,7482,39242,31760,578,2112
PE,25453,SALOÁ,806,6071,42,2,776,8,6,1,23,71,12,33,0,4438,13351,8913,159,903
PE,25470,SANHARÓ,1852,6671,61,6,1747,31,15,0,39,112,14,52,0,3355,15427,12072,327,1145
PE,25496,SANTA CRUZ DO CAPIBARIBE,9248,11165,125,5,19420,224,117,9,637,1005,102,481,8,7833,55633,47800,1251,4003
PE,25518,SANTA MARIA DA BOA VISTA,1612,15870,42,4,2455,101,14,0,32,215,43,206,2,6788,29090,22302,307,1399
PE,25534,SANTA MARIA DO CAMBUCÁ,713,4412,35,4,1672,41,4,0,48,341,7,57,2,1989,10394,8405,287,782
PE,25550,SANTA TEREZINHA,859,3720,26,0,704,9,25,2,14,44,13,39,0,1114,7161,6047,80,512
PE,25577,SÃO BENEDITO DO SUL,281,3336,44,1,723,18,10,4,8,63,4,67,0,3176,8553,5377,152,666
PE,25593,SÃO BENTO DO UNA,3173,13708,93,11,4791,70,28,0,87,310,28,118,3,10639,36174,25535,666,2449
PE,25615,SÃO CAITANO,2604,12188,83,7,3901,131,23,20,88,423,58,202,5,5360,29071,23711,996,2982
PE,25631,SÃO JOÃO,1370,8122,71,3,1331,28,12,0,22,122,16,66,0,5298,17747,12449,266,1020
PE,25658,SÃO JOAQUIM DO MONTE,1497,6701,51,2,2314,36,12,3,36,382,7,98,3,3280,16379,13099,384,1573
PE,25674,SÃO JOSÉ DA COROA GRANDE,559,4761,49,2,3314,78,7,1,33,169,17,293,2,3381,14109,10728,324,1119
PE,25690,SÃO JOSÉ DO BELMONTE,1496,13489,90,4,1808,30,15,3,71,103,35,95,0,4998,24019,19021,270,1512
PE,25712,SÃO JOSÉ DO EGITO,2562,9344,77,1,2997,63,22,4,98,152,55,40,0,3903,21378,17475,368,1692
PE,25739,SÃO LOURENÇO DA MATA,6736,23981,418,37,18474,907,152,9,379,1032,302,1858,13,6929,69829,62900,2222,6380
PE,25755,SÃO VICENTE FÉRRER,931,5994,66,6,1979,50,14,1,64,115,25,93,1,2862,13548,10686,246,1101
PE,25771,SERRA TALHADA,3664,26892,188,11,9083,207,50,8,325,299,107,223,6,10671,56666,45995,792,4140
PE,25798,SERRITA,964,8432,92,3,850,34,10,1,20,89,13,19,0,4172,15638,11466,104,835
PE,25810,SERTÂNIA,2884,12196,87,4,1997,32,20,0,43,218,20,67,3,6720,26171,19451,385,1495
PE,25836,SIRINHAÉM,1311,9973,147,4,5607,110,32,2,47,287,37,1131,5,5619,27170,21551,591,2267
PE,25852,MOREILÂNDIA,967,4695,31,4,423,15,4,0,7,40,3,58,1,2052,8902,6850,92,510
PE,25879,SOLIDÃO,377,2933,15,2,333,4,4,2,9,12,1,18,0,1073,5094,4021,61,250
PE,25895,SURUBIM,5314,15844,158,11,9250,143,64,9,186,562,92,217,1,6544,43060,36516,1654,3011
PE,25917,TABIRA,1379,10751,61,6,1661,34,24,1,64,81,18,120,0,4132,19537,15405,250,955
PE,25933,TACAIMBÓ,990,4290,30,0,1161,33,11,0,21,91,13,40,1,1935,9854,7919,311,927
PE,25950,TACARATU,958,9020,47,0,1075,35,8,2,23,75,23,76,1,3135,15454,12319,140,836
PE,25976,ITAMBÉ,1096,10290,88,6,3989,88,10,1,106,324,40,235,4,4532,23040,18508,452,1779
PE,25992,TAQUARITINGA DO NORTE,2390,4948,54,2,5176,63,46,1,123,445,29,98,4,4055,19569,15514,559,1576
PE,26018,TEREZINHA,348,3289,3,0,556,4,3,0,9,39,7,15,1,1378,6203,4825,89,462
PE,26034,TERRA NOVA,512,4956,18,3,461,11,5,1,13,24,14,33,1,1275,7856,6581,78,451
PE,26050,TIMBAÚBA,3403,14857,180,7,8477,226,61,8,304,626,91,383,5,8525,41236,32711,879,3204
PE,26077,TORITAMA,2671,9770,141,4,8775,75,52,5,197,277,31,243,2,5917,30309,24392,661,1488
PE,26093,TRACUNHAÉM,503,4364,60,2,2031,71,17,4,15,167,35,230,0,1485,10135,8650,288,863
PE,26115,TRINDADE,1648,9887,75,1,2710,37,12,2,209,152,28,121,1,6105,22529,16424,272,1269
PE,26131,TRIUNFO,914,5682,36,4,1072,36,11,1,57,95,26,29,0,1633,10620,8987,145,879
PE,26158,TUPANATINGA,1149,7364,54,3,1115,29,11,0,25,157,10,29,2,6070,17463,11393,225,1220
PE,26174,TUPARETAMA,1109,3754,13,2,530,6,14,0,14,42,14,41,0,1326,7395,6069,89,441
PE,26190,VENTUROSA,2239,5589,32,2,1187,16,4,0,28,107,14,45,1,3214,13388,10174,200,710
PE,26212,VERDEJANTE,570,4149,25,1,500,11,5,0,16,45,4,40,0,1014,7033,6019,90,563
PE,26239,VERTENTES,1311,5806,43,5,2936,43,29,1,67,296,30,102,4,3597,15799,12202,389,1140
PE,26255,VICÊNCIA,1542,8091,69,7,4252,74,22,2,66,279,42,196,3,4600,21541,16941,517,1779
PE,26271,VITÓRIA DE SANTO ANTÃO,9578,27603,480,22,27527,543,152,16,531,1568,230,1160,16,11723,92741,81018,2547,9045
PE,26298,CAMARAGIBE,11947,29613,708,39,36034,1498,203,22,804,1593,472,2503,24,9884,108985,99101,3339,10302
PE,26310,ABREU E LIMA,6033,25560,471,36,22609,751,109,16,442,827,291,1531,11,14087,81187,67100,2047,6366
PE,26336,ITAPISSUMA,1000,8188,71,4,3247,98,14,3,46,135,38,482,2,2332,17624,15292,446,1518
PE,30015,FERNANDO DE NORONHA,368,486,15,2,763,20,7,0,31,27,9,16,0,771,2751,1980,71,165
PI,10006,BRASILEIRA,460,3803,54,1,606,12,10,0,41,44,2,17,0,1328,6741,5413,82,281
PI,10014,AGRICOLÂNDIA,275,2794,29,1,503,24,11,0,17,65,5,7,0,633,4706,4073,79,263
PI,10022,ALEGRETE DO PIAUÍ,649,2225,29,1,363,9,3,1,10,61,2,5,1,434,3942,3508,21,128
PI,10030,ÁGUA BRANCA,1212,7078,58,3,2528,35,28,1,88,102,16,64,0,1664,13648,11984,158,613
PI,10049,BAIXA GRANDE DO RIBEIRO,696,4448,81,2,1249,18,13,1,7,138,11,76,0,904,7985,7081,73,268
PI,10057,ALTO LONGÁ,858,6646,75,0,1283,36,17,2,45,225,28,22,0,1429,11396,9967,115,615
PI,10065,BOM PRINCÍPIO DO PIAUÍ,362,3129,24,1,712,10,10,3,9,84,8,35,0,809,5545,4736,84,265
PI,10073,ALTOS,1878,18020,233,8,3571,159,72,6,115,418,62,120,5,3699,30387,26688,500,1521
PI,10081,BONFIM DO PIAUÍ,269,3060,31,0,98,8,9,0,18,59,9,13,0,855,4667,3812,37,201
PI,10090,AMARANTE,633,8432,92,4,1279,56,12,7,99,146,33,50,0,2548,14223,11675,167,665
PI,10103,BURITI DOS MONTES,1207,2927,26,2,324,14,4,2,13,108,14,10,0,829,5797,4968,62,255
PI,10111,ANGICAL DO PIAUÍ,413,3369,32,0,749,19,10,1,46,74,16,36,0,944,6153,5209,76,368
PI,10120,CABECEIRAS DO PIAUÍ,637,5098,87,2,525,31,13,2,19,98,10,41,0,1452,8552,7100,113,424
PI,10138,ANÍSIO DE ABREU,459,3981,47,2,436,3,9,1,14,86,5,16,1,1023,6365,5342,47,235
PI,10146,CALDEIRÃO GRANDE DO PIAUÍ,708,2516,19,2,388,1,6,0,22,68,1,21,0,508,4435,3927,49,126
PI,10154,ANTÔNIO ALMEIDA,138,1137,15,0,581,16,6,1,18,60,6,12,0,602,2776,2174,35,149
PI,10162,CANAVIEIRA,290,1508,28,2,202,3,7,0,2,39,3,13,0,389,2675,2286,41,148
PI,10170,AROAZES,255,3199,34,2,452,9,6,1,9,27,6,2,1,749,5063,4314,39,272
PI,10189,COIVARAS,241,2667,16,1,637,9,21,1,37,91,6,10,0,496,4470,3974,48,189
PI,10197,ARRAIAL,292,2305,13,2,243,12,4,0,13,37,13,13,0,589,3738,3149,32,170
PI,10200,COLÔNIA DO GURGUÉIA,243,2667,35,0,544,16,10,0,9,66,9,24,2,640,4437,3797,28,144
PI,10219,AVELINO LOPES,619,4555,83,1,901,12,9,2,14,159,13,66,2,1284,8258,6974,84,454
PI,10227,COLÔNIA DO PIAUÍ,404,3563,39,3,349,9,2,1,3,41,5,27,2,1119,5847,4728,36,244
PI,10235,BARRAS,2536,17306,193,8,3917,165,62,10,97,921,58,98,5,6436,34115,27679,556,1747
PI,10243,CORONEL JOSÉ DIAS,300,3072,14,0,164,3,3,0,10,36,10,16,1,577,4408,3831,47,155
PI,10251,BARREIRAS DO PIAUÍ,249,1327,16,2,280,18,7,0,9,59,9,3,0,407,2533,2126,28,119
PI,10260,FARTURA DO PIAUÍ,185,2720,26,2,136,3,4,0,6,26,8,16,1,697,3976,3279,19,127
PI,10278,BARRO DURO,465,2760,24,0,888,21,10,1,35,80,5,18,0,852,5445,4593,62,224
PI,10286,JACOBINA DO PIAUÍ,336,3026,39,3,275,4,9,0,13,26,6,38,0,497,4576,4079,43,261
PI,10294,BATALHA,1039,10384,136,5,2720,77,31,4,59,545,32,90,3,4389,20698,16309,268,916
PI,10308,JARDIM DO MULATO,266,2279,17,4,410,9,0,0,15,41,5,21,1,482,3740,3258,37,153
PI,10316,BENEDITINOS,426,5308,64,2,780,27,12,2,36,206,17,23,1,1157,8630,7473,99,470
PI,10324,LAGOA ALEGRE,383,4774,65,1,568,28,7,2,24,51,13,14,0,866,7089,6223,60,233
PI,10332,BERTOLÍNIA,247,2517,29,1,517,9,4,0,9,45,6,7,0,634,4281,3647,61,195
PI,10340,LAGOA DO BARRO DO PIAUÍ,155,2710,25,0,196,7,8,1,5,37,4,29,0,403,3813,3410,72,161
PI,10359,BOCAINA,384,2741,18,1,626,6,10,2,34,206,13,9,0,421,4671,4250,37,163
PI,10367,MARCOLÂNDIA,876,3351,56,1,884,16,7,0,8,78,8,26,0,817,6658,5841,98,432
PI,10375,BOM JESUS,998,7486,88,4,3151,64,47,0,97,981,37,83,14,2600,16648,14048,202,796
PI,10383,PATOS DO PIAUÍ,500,2859,38,4,257,8,7,1,15,120,3,9,0,703,4967,4264,61,382
PI,10391,BURITI DOS LOPES,902,8799,81,0,1810,59,35,0,106,291,26,53,1,2140,15095,12955,174,618
PI,10405,PASSAGEM FRANCA DO PIAUÍ,114,2040,13,2,430,3,2,0,11,38,6,44,0,537,3403,2866,23,140
PI,10413,CAMPINAS DO PIAUÍ,332,3064,49,1,199,7,3,0,6,21,4,5,0,844,4831,3987,59,237
PI,10421,QUEIMADA NOVA,485,4096,62,1,314,3,3,0,13,71,13,15,1,613,6140,5527,77,373
PI,10430,CAMPO MAIOR,3788,15565,194,8,5408,192,66,13,192,534,81,126,4,4849,33438,28589,521,1897
PI,10448,SANTA CRUZ DOS MILAGRES,280,1901,24,0,279,14,5,0,11,34,10,1,0,496,3181,2685,32,94
PI,10456,CANTO DO BURITI,1055,7370,119,4,1622,34,69,2,48,273,21,63,4,2845,14470,11625,206,735
PI,10464,SANTA ROSA DO PIAUÍ,235,1914,26,1,460,8,1,0,11,485,5,4,1,767,4189,3422,37,234
PI,10472,CAPITÃO DE CAMPOS,913,4961,49,0,724,23,10,0,30,131,16,22,5,1243,8833,7590,162,544
PI,10480,SANTANA DO PIAUÍ,278,2113,41,2,374,6,4,0,22,50,2,30,1,448,3648,3200,50,227
PI,10499,CARACOL,434,4669,84,3,549,22,15,0,12,105,26,15,0,851,7208,6357,109,314
PI,10502,SÃO BRAZ DO PIAUÍ,260,2434,20,1,110,4,5,0,3,26,5,21,0,605,3650,3045,25,131
PI,10510,CASTELO DO PIAUÍ,1688,6700,74,1,1781,26,21,2,32,722,22,18,3,3237,15207,11970,181,699
PI,10529,SÃO JOSÉ DO DIVINO,318,2774,26,3,429,8,7,0,21,91,4,33,0,590,4566,3976,65,197
PI,10537,COCAL,1589,9581,124,2,2225,44,45,2,50,473,29,94,4,2752,18541,15789,439,1088
PI,10545,SIGEFREDO PACHECO,891,4612,27,2,647,18,4,0,11,91,15,37,2,996,7720,6724,67,300
PI,10553,CONCEIÇÃO DO CANINDÉ,389,2408,38,2,322,14,6,0,29,66,1,6,0,511,4216,3705,66,358
PI,10561,SÃO LOURENÇO DO PIAUÍ,472,2728,27,0,185,16,4,0,5,66,12,6,0,679,4461,3782,57,204
PI,10570,CORRENTE,1094,9096,150,0,2817,41,37,2,44,326,35,74,2,3917,18839,14922,214,990
PI,10588,VÁRZEA BRANCA,274,2666,14,0,162,9,3,0,5,61,4,23,0,693,4130,3437,40,176
PI,10596,CRISTALÂNDIA DO PIAUÍ,209,2811,40,1,395,9,11,3,3,111,2,5,1,767,4711,3944,45,298
PI,10600,BARRA D ALCÂNTARA,214,1806,21,2,176,8,3,2,9,61,2,11,0,485,3054,2569,37,217
PI,10618,CRISTINO CASTRO,352,3901,52,3,776,26,18,0,14,100,6,15,3,1052,6781,5729,89,374
PI,10626,BELA VISTA DO PIAUÍ,309,2248,6,1,124,4,3,0,8,12,10,8,1,214,3125,2911,36,141
PI,10634,CURIMATÁ,559,4247,60,3,714,19,6,0,20,321,18,20,1,1344,7779,6435,102,345
PI,10642,BREJO DO PIAUÍ,85,2268,8,0,192,4,4,0,6,21,6,15,0,618,3407,2789,30,150
PI,10650,DEMERVAL LOBÃO,526,6200,105,5,1519,59,15,0,43,159,23,48,0,1271,10669,9398,142,554
PI,10669,BOA HORA,439,3308,44,0,531,33,6,1,13,107,1,14,0,922,5708,4786,69,220
PI,10677,DOM EXPEDITO LOPES,579,3349,16,1,683,17,10,1,48,80,6,15,0,583,5695,5112,65,242
PI,10685,DOM INOCÊNCIO,396,4327,45,1,283,9,2,0,23,78,11,13,1,910,6482,5572,45,338
PI,10693,ELESBÃO VELOSO,708,7056,63,0,959,28,17,0,57,142,33,16,1,2398,12257,9859,124,655
PI,10707,CAPITÃO GERVÁSIO OLIVEIRA,134,2477,23,0,70,0,1,0,7,41,2,11,0,348,3278,2930,15,149
PI,10715,ELISEU MARTINS,448,1500,13,0,473,8,5,0,6,49,9,13,1,551,3323,2772,57,190
PI,10723,CAMPO GRANDE DO PIAUÍ,483,2748,41,0,259,3,4,3,11,66,1,44,0,538,4569,4031,61,307
PI,10731,ESPERANTINA,1603,13474,213,1,4441,135,54,3,68,898,26,155,3,5426,28215,22789,408,1307
PI,10740,CAMPO LARGO DO PIAUÍ,194,2596,31,0,440,12,3,0,21,125,6,14,1,629,4338,3709,73,193
PI,10758,FLORES DO PIAUÍ,260,2079,50,0,285,9,3,1,11,34,1,41,0,639,3711,3072,60,238
PI,10766,CURRAIS,223,2981,29,3,378,11,2,4,3,72,3,23,0,814,4841,4027,50,245
PI,10774,FLORIANO,4204,19138,273,8,6953,181,89,16,279,768,120,218,4,8513,42747,34234,532,1451
PI,10782,GEMINIANO,373,3355,45,2,444,13,6,0,10,52,15,14,0,743,5474,4731,101,301
PI,10790,FRANCINÓPOLIS,182,2334,29,1,395,9,5,1,11,41,5,3,0,703,3969,3266,46,204
PI,10804,GUARIBAS,89,2785,20,1,58,3,2,2,0,14,1,12,0,495,3575,3080,18,75
PI,10812,FRANCISCO AYRES,315,2238,25,1,313,13,6,0,16,29,6,16,0,515,3730,3215,43,194
PI,10820,ILHA GRANDE,456,4164,46,4,949,53,5,3,8,117,22,38,1,1231,7653,6422,149,407
PI,10839,FRANCISCO SANTOS,908,3432,36,4,733,20,13,2,32,136,8,29,0,1551,7319,5768,87,328
PI,10847,JUREMA,301,2782,53,1,267,8,1,0,1,56,4,9,0,631,4335,3704,44,177
PI,10855,FRONTEIRAS,1190,4595,45,2,1117,24,9,7,22,62,12,45,0,1119,8678,7559,101,328
PI,10863,LAGOA DE SÃO FRANCISCO,541,2771,28,1,302,12,8,0,2,56,3,10,2,885,4851,3966,47,183
PI,10871,GILBUÉS,454,4115,47,1,611,33,3,2,6,85,24,18,2,1261,7087,5826,52,373
PI,10880,MORRO CABEÇA NO TEMPO,150,2022,25,2,161,9,2,1,2,45,1,4,0,476,3129,2653,25,204
PI,10898,GUADALUPE,803,3933,47,4,887,19,22,1,50,95,17,31,0,1512,7878,6366,71,386
PI,10901,NOVO SANTO ANTÔNIO,347,2329,28,0,345,12,6,0,18,75,7,11,0,574,3938,3364,37,149
PI,10910,HUGO NAPOLEÃO,240,2157,12,1,496,10,5,1,27,41,7,2,1,467,3668,3201,48,153
PI,10928,NOSSA SENHORA DE NAZARÉ,445,3024,32,2,344,10,2,0,22,43,5,15,0,671,4793,4122,46,132
PI,10936,INHUMA,881,6162,68,5,1115,17,17,1,71,164,22,27,1,2585,11936,9351,140,660
PI,10944,PAQUETÁ,161,2398,25,0,284,23,2,0,13,38,14,8,0,237,3369,3132,14,152
PI,10952,IPIRANGA DO PIAUÍ,475,4085,34,3,491,15,8,1,16,105,15,15,2,895,6700,5805,92,448
PI,10960,NOVA SANTA RITA,209,2404,26,0,128,7,0,0,14,38,6,4,0,432,3447,3015,40,139
PI,10979,ISAÍAS COELHO,362,3711,30,0,202,6,4,0,5,25,3,20,0,747,5541,4794,73,353
PI,10987,SÃO JOÃO DO ARRAIAL,356,3260,72,1,898,12,4,0,2,371,4,9,1,862,6244,5382,130,262
PI,10995,ITAINÓPOLIS,753,4764,45,2,782,18,10,0,30,101,8,72,2,1299,8700,7401,222,592
PI,11010,ITAUEIRA,542,4119,120,2,987,18,7,5,23,159,10,40,0,1483,8177,6694,184,478
PI,11037,JAICÓS,1152,6635,72,1,928,20,17,1,36,126,30,73,2,2143,12289,10146,204,849
PI,11053,JERUMENHA,342,2358,30,0,440,15,12,0,11,78,7,8,2,547,4043,3496,43,150
PI,11070,JOAQUIM PIRES,487,6043,84,3,1214,45,51,1,12,267,13,32,3,1467,10292,8825,127,443
PI,11088,SÃO JOÃO DA CANABRAVA,350,2600,17,1,276,9,4,0,34,25,6,15,0,552,4071,3519,30,152
PI,11096,JOSÉ DE FREITAS,1703,19269,215,6,2662,139,46,12,92,446,64,62,4,4375,31047,26672,528,1424
PI,11118,LANDRI SALES,283,2296,25,0,391,10,7,1,22,31,6,8,0,1085,4470,3385,39,266
PI,11134,LUIS CORREIA,2038,11791,147,4,2752,125,34,3,53,654,42,148,0,4363,23855,19492,354,1347
PI,11150,LUZILÂNDIA,1162,9822,151,4,2164,59,40,2,112,299,42,62,1,3287,18436,15149,258,971
PI,11177,MANOEL EMÍDIO,373,2387,56,0,458,17,7,1,10,49,5,19,0,682,4296,3614,29,203
PI,11193,MARCOS PARENTE,355,1585,18,0,704,8,4,0,39,84,7,14,0,577,3641,3064,47,199
PI,11215,MATIAS OLÍMPIO,499,4174,59,3,907,13,11,1,12,152,6,23,2,1436,7797,6361,137,362
PI,11231,MIGUEL ALVES,1314,12603,155,7,1882,91,26,0,60,665,27,33,2,4954,23369,18415,340,1210
PI,11258,MIGUEL LEÃO,62,712,9,0,264,2,0,0,25,16,0,17,0,143,1327,1184,26,51
PI,11274,MONSENHOR GIL,452,5663,68,5,1090,41,20,1,24,127,15,30,0,1116,9151,8035,104,395
PI,11290,MONSENHOR HIPÓLITO,663,3601,37,4,559,16,8,0,36,73,8,17,0,706,6081,5375,56,297
PI,11312,MONTE ALEGRE DO PIAUÍ,457,4813,59,2,626,26,16,4,17,71,19,21,0,1204,7688,6484,43,310
PI,11339,NAZARÉ DO PIAUÍ,316,3709,43,2,329,6,5,2,8,52,11,15,0,708,5527,4819,64,257
PI,11355,NOSSA SENHORA DOS REMÉDIOS,324,4367,34,0,899,22,11,1,16,98,4,21,2,1031,7215,6184,111,274
PI,11371,NOVO ORIENTE DO PIAUÍ,236,3066,33,1,280,6,4,0,7,47,5,30,0,843,4870,4027,43,269
PI,11398,OEIRAS,3187,13829,137,5,2764,61,28,0,102,441,70,78,4,5058,27638,22580,379,1495
PI,11410,DOMINGOS MOURÃO,550,1848,16,2,210,5,5,1,9,29,2,11,0,588,3420,2832,48,96
PI,11436,PADRE MARCOS,356,3370,46,1,423,11,6,0,15,73,7,62,0,694,5472,4778,89,319
PI,11452,PAES LANDIM,630,1531,15,1,429,7,1,0,3,78,7,26,0,441,3421,2980,43,209
PI,11479,PALMEIRA DO PIAUÍ,375,2058,24,0,415,11,2,1,18,64,10,9,0,665,4081,3416,99,330
PI,11495,PALMEIRAIS,752,6918,74,6,943,41,11,1,46,114,18,30,1,1734,11243,9509,118,436
PI,11517,PARNAGUÁ,320,4161,44,0,491,15,10,0,13,70,8,42,0,1046,6568,5522,57,291
PI,11533,PARNAÍBA,11917,34621,744,33,25247,834,280,71,789,2762,267,630,15,17134,102109,84975,1827,4938
PI,11550,PAULISTANA,1334,8571,98,4,1274,24,18,4,36,217,18,41,4,2140,14861,12721,131,947
PI,11576,PEDRO II,3822,13299,188,5,3445,53,49,2,56,329,49,93,1,6326,29591,23265,451,1423
PI,11592,PICOS,5019,24135,263,29,9004,135,134,9,379,565,122,287,14,7285,50618,43333,643,2595
PI,11614,PIMENTEIRAS,882,4146,54,3,1020,12,79,1,12,90,10,30,0,1449,8276,6827,72,416
PI,11630,PIO IX,2060,7294,92,9,881,16,20,1,5,68,12,39,0,1513,12815,11302,120,685
PI,11657,PIRACURUCA,2323,10482,87,2,3272,60,43,2,146,370,32,76,0,4633,22793,18160,246,1019
PI,11673,PIRIPIRI,4276,20678,286,20,6779,155,69,3,359,1912,88,151,7,11736,49670,37934,862,2289
PI,11690,PORTO,305,4757,49,0,665,6,12,1,39,91,6,19,0,1498,7910,6412,123,339
PI,11711,PRATA DO PIAUÍ,158,1902,21,0,238,14,6,0,9,28,4,8,0,486,3087,2601,25,188
PI,11738,REDENÇÃO DO GURGUÉIA,256,3245,58,1,809,12,14,2,4,181,12,36,0,1126,6040,4914,68,216
PI,11754,REGENERAÇÃO,631,7812,54,2,948,52,16,0,55,174,26,46,1,2915,13638,10723,142,764
PI,11770,RIBEIRO GONÇALVES,486,2315,23,2,746,16,3,1,15,81,3,30,0,855,4877,4022,24,277
PI,11797,RIO GRANDE DO PIAUÍ,244,2968,44,0,359,11,7,1,15,64,7,12,0,702,4777,4075,52,291
PI,11819,SANTA CRUZ DO PIAUÍ,318,3276,26,1,507,13,2,1,30,87,5,7,0,385,4970,4585,54,258
PI,11835,SANTA FILOMENA,165,2623,36,2,561,8,14,0,3,55,10,5,0,682,4385,3703,45,176
PI,11851,SANTA LUZ,221,2236,34,1,479,5,3,0,11,268,13,11,1,530,4093,3563,81,199
PI,11878,SANTO ANTÔNIO DE LISBOA,702,2746,17,4,458,7,3,2,22,59,8,11,0,380,4744,4364,70,255
PI,11894,SANTO INÁCIO DO PIAUÍ,280,1709,10,0,309,7,7,0,28,106,3,17,0,520,3208,2688,35,177
PI,11916,SÃO FÉLIX DO PIAUÍ,451,1669,13,0,516,17,5,1,34,43,5,0,0,562,3496,2934,35,145
PI,11932,SÃO FRANCISCO DO PIAUÍ,394,2529,46,2,659,30,7,0,12,487,7,37,0,877,5378,4501,57,234
PI,11959,SÃO GONÇALO DO PIAUÍ,308,2190,23,2,771,10,14,1,13,49,7,8,1,594,4299,3705,48,260
PI,11975,SÃO JOÃO DA SERRA,709,3183,42,5,550,30,6,3,19,95,2,39,0,884,6000,5116,122,311
PI,11991,SÃO JOÃO DO PIAUÍ,1444,7660,99,7,1423,30,15,2,67,225,30,78,1,1762,13797,12035,174,780
