STATE,CD_MUN,NM_MUN,VOTES_PDT_12,VOTES_INCUMBENT,VOTES_MDB_15,VOTES_PSTU_16,VOTES_CHALLENGER,VOTES_REDE_18,VOTES_PODE_19,VOTES_DC_27,VOTES_NOVO_30,VOTES_PSDB_45,VOTES_PSOL_50,VOTES_PATRI_51,VOTES_PPL_54,QT_ABST,QT_APT,QT_ATTEND,QT_BLANK,QT_NULL
CE,15571,SENADOR SÁ,2474,1686,15,1,560,5,1,0,3,21,8,15,0,1017,6050,5033,68,176
CE,15598,SOBRAL,66143,17663,819,23,22714,356,109,40,322,857,231,520,16,18699,137712,119013,3993,5207
CE,15610,SOLONÓPOLE,4661,4304,42,2,1024,20,5,1,16,65,26,30,0,4105,14839,10734,134,404
CE,15636,TABULEIRO DO NORTE,6723,8364,87,3,2566,18,28,1,29,105,34,296,4,5785,25424,19639,456,925
CE,15652,TAMBORIL,5841,6853,71,1,1460,19,11,0,14,344,36,56,1,5730,21275,15545,302,536
CE,15679,TAUÁ,17115,7723,169,10,5782,56,36,4,93,274,62,107,4,11684,45692,34008,694,1879
CE,15695,TIANGUÁ,17929,11362,228,13,9766,68,66,6,103,466,52,202,0,7364,51116,43752,1213,2278
CE,15717,TRAIRI,11818,14601,170,12,4578,77,33,3,64,312,29,306,0,6221,40353,34132,690,1439
CE,15733,UBAJARA,9952,3867,87,5,3205,34,18,1,45,139,16,94,0,3842,22831,18989,591,935
CE,15750,UMARI,1868,1947,34,2,508,11,8,0,2,26,3,22,0,1684,6354,4670,78,161
CE,15776,URUBURETAMA,6201,4509,88,4,1970,20,5,1,18,100,20,91,2,1843,15894,14051,321,701
CE,15792,URUOCA,3787,3035,40,2,1049,17,5,2,15,92,27,35,0,1305,9976,8671,179,386
CE,15814,VÁRZEA ALEGRE,10069,8913,126,12,2218,33,36,9,50,181,41,55,0,5949,29333,23384,535,1106
CE,15830,VIÇOSA DO CEARÁ,12474,14148,245,5,4182,53,35,6,52,509,54,164,5,7809,42110,34301,721,1648
CE,15857,MARACANAÚ,42465,35196,667,47,39878,598,197,34,483,1489,384,2667,17,16298,151232,134934,3140,7672
CE,15873,AMONTADA,7224,12412,104,8,2979,45,14,1,29,204,42,176,0,5528,30143,24615,389,988
CE,15881,CROATÁ,4575,4007,131,3,876,9,8,3,25,86,4,40,0,2290,12657,10367,157,443
CE,15890,CRUZ,5544,5994,60,2,2383,21,7,6,64,129,30,41,1,3095,18354,15259,236,741
CE,15911,FORQUILHA,7123,4133,84,2,2424,7,9,1,10,47,10,83,0,2528,17491,14963,402,628
CE,15920,IBICUITINGA,3280,4095,24,2,1214,6,2,0,12,74,11,117,1,1307,10727,9420,190,392
CE,15938,ICAPUÍ,4452,5302,33,2,2215,23,16,0,14,203,16,161,2,1920,15132,13212,321,452
CE,15954,ITAREMA,8002,9439,140,5,3881,41,29,13,16,221,22,284,2,5465,29045,23580,423,1062
CE,15970,MILHÃ,3700,3639,28,1,545,7,6,1,11,53,16,27,2,3117,11524,8407,79,292
CE,15989,DEPUTADO IRAPUAN PINHEIRO,2655,2108,31,1,246,1,3,0,3,27,18,23,1,1798,7225,5427,104,206
CE,15997,PARAIPABA,6463,6956,136,6,4623,53,41,5,41,287,11,219,0,3004,23243,20239,456,942
CE,98531,QUIXELÔ,4389,4918,60,8,853,23,12,0,7,82,73,31,2,1554,12724,11170,303,409
CE,98558,UMIRIM,3842,5657,76,2,1597,17,11,2,11,85,4,98,2,1809,13930,12121,198,519
CE,98574,VARJOTA,5304,3394,58,2,1824,18,4,1,33,43,12,40,1,4209,15560,11351,153,464
DF,97012,BRASÍLIA,266272,190508,26939,908,936494,32115,11138,822,44879,53640,13177,26925,700,390101,2085825,1695724,31995,59212
ES,56006,SÃO DOMINGOS DO NORTE,273,2309,38,0,2491,17,27,4,87,180,11,11,0,1001,6903,5902,160,294
ES,56014,AFONSO CLÁUDIO,1227,4382,210,5,9000,191,153,2,226,1182,68,123,1,6949,25456,18507,543,1194
ES,56022,ÁGUA DOCE DO NORTE,394,3336,51,1,3164,38,57,3,49,246,25,64,1,1990,10033,8043,171,443
ES,56030,ALEGRE,2077,4145,128,2,8588,153,80,19,250,847,40,174,5,5114,23085,17971,509,954
ES,56049,IRUPI,392,1502,76,2,4090,38,39,2,56,665,12,53,2,2920,10600,7680,311,440
ES,56057,ALFREDO CHAVES,737,1184,85,4,5793,52,31,2,188,516,26,41,2,2564,12162,9598,327,610
ES,56065,ALTO RIO NOVO,206,2019,38,0,1740,33,18,2,75,104,17,105,1,1558,6291,4733,97,278
ES,56073,ANCHIETA,1303,4051,142,5,9194,163,59,1,374,647,50,240,23,2644,20318,17674,489,933
ES,56081,VILA PAVÃO,437,2369,52,3,2304,37,31,0,87,183,13,27,0,1044,6943,5899,100,256
ES,56090,APIACÁ,361,1425,40,1,2046,52,21,5,30,211,23,45,0,1423,6083,4660,99,301
ES,56103,MARECHAL FLORIANO,700,1671,118,2,5827,109,48,1,218,608,21,88,1,1806,12328,10522,421,689
ES,56111,ARACRUZ,3948,12622,367,12,27463,705,184,16,1291,1614,230,1461,6,15374,69621,54247,1408,2920
ES,56120,MARATAÍZES,1559,3689,119,6,12955,198,86,2,279,784,51,277,4,6777,28138,21361,502,850
ES,56138,ATÍLIO VIVÁCQUA,436,2124,37,2,3293,55,25,0,47,326,26,101,1,1790,8762,6972,192,307
ES,56146,BREJETUBA,437,2216,59,4,2634,62,70,1,86,541,23,61,3,2895,9725,6830,231,402
ES,56154,BAIXO GUANDU,1045,4527,144,7,9425,126,126,5,216,629,33,185,3,4680,22802,18122,479,1172
ES,56162,SÃO ROQUE DO CANAÃ,490,1658,61,1,4109,39,50,1,179,299,14,44,1,1346,9063,7717,242,529
ES,56170,BARRA DE SÃO FRANCISCO,1187,8247,146,7,11798,145,106,8,400,728,62,270,5,9009,33944,24935,523,1303
ES,56189,SOORETAMA,699,5145,122,4,5652,115,51,10,153,463,30,210,2,5135,19093,13958,433,869
ES,56197,BOA ESPERANÇA,419,3212,72,2,3138,59,54,1,157,291,22,65,1,2193,10385,8192,196,503
ES,56200,PONTO BELO,282,2367,15,2,1302,26,44,5,30,209,14,49,0,1470,6152,4682,81,256
ES,56219,BOM JESUS DO NORTE,499,1416,33,3,2616,35,17,1,49,216,12,73,2,1450,6989,5539,120,447
ES,56227,VILA VALÉRIO,407,4521,37,0,3583,55,22,2,211,214,26,56,0,2136,11959,9823,171,518
ES,56235,CACHOEIRO DE ITAPEMIRIM,8284,14252,1036,33,67614,1370,605,34,1555,4471,365,1433,24,29457,138727,109270,3760,4434
ES,56251,CARIACICA,18791,50112,3065,92,101401,3168,1074,98,3150,6655,959,6802,68,47188,259643,212455,6519,10501
ES,56278,CASTELO,1576,2221,136,2,14239,233,94,8,581,1084,68,104,11,6154,28533,22379,807,1215
ES,56294,COLATINA,5307,11291,710,19,42060,716,487,15,1526,2376,316,704,14,18584,89505,70921,2020,3360
ES,56308,GOVERNADOR LINDENBERG,327,2436,41,0,2761,51,38,2,271,226,7,27,3,2099,8866,6767,177,400
ES,56316,CONCEIÇÃO DA BARRA,933,6860,123,1,4766,165,36,8,147,501,58,359,2,7149,22685,15536,462,1115
ES,56332,CONCEIÇÃO DO CASTELO,455,912,76,1,4027,66,97,0,143,640,9,40,1,2303,9839,7536,333,736
ES,56359,DIVINO DE SÃO LOURENÇO,258,753,13,2,1495,25,45,2,30,186,7,26,1,687,3784,3097,97,157
ES,56375,DOMINGOS MARTINS,1582,2950,257,5,13229,136,111,9,532,1596,49,97,2,4153,26931,22778,848,1375
ES,56391,DORES DO RIO PRETO,374,1206,16,0,1881,14,15,6,100,274,5,64,1,1341,5760,4419,121,342
ES,56413,ECOPORANGA,846,5933,85,1,5391,71,143,1,145,582,27,72,1,4800,19015,14215,211,706
ES,56430,FUNDÃO,977,3021,84,5,5141,116,56,5,177,390,29,155,1,2877,14038,11161,326,678
ES,56456,GUAÇUÍ,1511,3056,99,5,8370,115,74,6,392,762,39,199,4,5657,21676,16019,525,862
ES,56472,GUARAPARI,5225,10654,987,19,41514,859,374,31,1374,2931,223,1123,14,20554,91941,71387,2146,3913
ES,56499,IBIRAÇU,494,1632,57,1,3976,84,28,4,174,274,22,79,1,1819,9412,7593,218,549
ES,56502,IBITIRAMA,414,1263,47,1,2441,28,45,2,24,427,28,42,0,1185,6500,5315,199,354
ES,56510,ICONHA,849,1574,64,4,4658,79,26,2,290,440,14,74,5,2131,11082,8951,292,580
ES,56537,ITAGUAÇU,539,2543,64,4,4102,54,57,1,178,417,9,59,5,2411,11305,8894,275,587
ES,56553,ITAPEMIRIM,1426,5516,199,5,14471,256,123,7,199,979,50,395,5,5383,30472,25089,532,926
ES,56570,ITARANA,595,1486,81,0,3916,30,40,1,151,374,11,37,1,1690,9179,7489,207,559
ES,56596,IÚNA,1248,2707,139,9,7969,84,111,12,178,1350,30,139,6,5522,21121,15599,623,994
ES,56618,JERÔNIMO MONTEIRO,654,1841,79,0,3682,67,34,3,90,334,33,79,4,2081,9745,7664,230,534
ES,56626,JOÃO NEIVA,727,2049,65,2,5531,100,25,2,239,347,19,146,1,2136,12551,10415,299,863
ES,56634,LINHARES,5923,17146,849,37,45510,966,322,31,1517,3476,347,1236,28,25726,112493,86767,3300,6079
ES,56650,MANTENÓPOLIS,268,2420,43,4,3856,64,56,6,77,266,10,108,0,3133,10961,7828,168,482
ES,56677,MIMOSO DO SUL,1238,5331,130,2,6194,135,73,8,129,815,57,131,2,3218,18933,15715,541,929
ES,56693,MONTANHA,475,4542,65,1,3971,76,54,0,131,224,23,94,2,4054,14639,10585,282,645
ES,56715,MUCURICI,265,1865,20,2,1161,25,31,1,22,109,4,49,0,1124,4908,3784,54,176
ES,56731,MUNIZ FREIRE,823,2823,87,5,5016,65,101,1,141,616,34,66,4,3243,14112,10869,384,703
ES,56758,MUQUI,891,2504,51,5,4005,97,39,1,76,402,32,90,2,2090,11033,8943,292,456
ES,56774,NOVA VENÉCIA,2228,9034,193,5,13167,249,120,9,496,934,81,220,5,9623,38536,28913,696,1476
ES,56790,PANCAS,614,4070,44,1,5476,49,84,4,137,342,31,98,2,4626,16315,11689,194,543
ES,56812,PINHEIROS,747,6232,41,2,4427,105,49,5,150,285,31,206,6,4570,17856,13286,262,738
ES,56839,PIÚMA,1011,2519,80,5,6670,107,42,2,259,483,27,173,4,3903,16245,12342,314,646
ES,56855,PRESIDENTE KENNEDY,350,2629,69,2,4871,90,68,5,78,453,20,150,1,1606,10958,9352,201,365
ES,56871,RIO NOVO DO SUL,475,1041,53,1,4398,65,26,5,126,326,17,27,0,1367,8613,7246,269,417
ES,56898,SANTA LEOPOLDINA,613,2235,94,1,3446,71,35,4,99,605,34,46,1,1806,9910,8104,275,545
ES,56910,SANTA TERESA,1261,2043,113,10,8611,121,143,4,451,903,42,100,3,3657,19020,15363,508,1050
ES,56936,SÃO GABRIEL DA PALHA,903,5667,124,3,10013,140,57,15,323,581,54,156,5,5842,25427,19585,463,1081
ES,56952,SÃO JOSÉ DO CALÇADO,458,2159,68,4,2624,59,51,4,53,274,26,142,2,1197,7799,6602,175,503
ES,56979,SÃO MATEUS,5239,20637,412,11,26424,773,231,13,876,1679,214,1272,3,20106,82613,62507,1485,3238
ES,56995,SERRA,26822,63780,2962,87,120306,4511,1050,106,4760,5699,1200,8329,52,60925,320966,260041,7244,13133
ES,57010,VIANA,3136,10078,598,16,18997,514,435,14,454,1296,113,1193,7,7846,47911,40065,1231,1983
ES,57037,VILA VELHA,30339,41707,3306,110,145995,3738,1273,96,7486,7118,1250,5827,101,33516,299167,265651,6244,11061
ES,57053,VITÓRIA,30786,35800,2207,78,107201,3318,1179,77,8023,6262,1162,4909,48,34312,247341,213029,4599,7380
ES,57070,MARILÂNDIA,494,1747,50,4,4353,45,72,4,226,305,17,58,1,1395,9659,8264,283,605
ES,57096,IBATIBA,1023,2621,101,9,7344,79,156,1,114,1137,34,98,4,2510,16601,14091,440,930
ES,57118,RIO BANANAL,612,3778,95,4,5154,68,29,1,255,431,19,53,0,3594,15247,11653,343,811
ES,57134,JAGUARÉ,954,7497,139,2,5781,129,27,1,120,436,26,209,0,4809,21335,16526,450,755
ES,57150,PEDRO CANÁRIO,557,5738,81,1,4249,107,44,6,108,347,53,278,2,5612,18227,12615,277,767
ES,57916,LARANJA DA TERRA,413,1882,50,2,3622,37,49,2,70,548,5,24,1,1094,8504,7410,202,503
ES,57932,SANTA MARIA DE JETIBÁ,1385,4132,193,4,13865,90,120,5,397,1700,79,109,3,4691,28767,24076,718,1276
ES,57959,VARGEM ALTA,887,1501,80,5,7414,109,49,2,167,832,28,103,3,3305,15452,12147,382,585
ES,57975,VENDA NOVA DO IMIGRANTE,1071,1131,82,2,8978,108,84,3,560,674,47,86,1,3993,18175,14182,494,861
ES,57991,ÁGUIA BRANCA,385,3174,39,0,2192,29,66,4,41,172,15,16,1,1358,7871,6513,108,271
GO,92010,ABADIÂNIA,360,1136,151,4,4594,43,44,2,44,464,28,36,4,1505,9076,7571,211,450
GO,92029,BONFINÓPOLIS,271,1187,113,2,2267,25,18,3,84,249,16,41,1,579,5192,4613,76,260
GO,92037,ÁGUA LIMPA,117,452,27,0,797,5,11,1,114,71,2,1,1,460,2208,1748,39,110
GO,92053,ALEXÂNIA,870,2076,313,4,8286,118,64,8,148,1349,37,193,5,2871,17734,14863,440,952
GO,92061,CAMPOS VERDES,115,1652,75,1,658,3,0,1,10,82,1,50,0,671,3506,2835,27,160
GO,92096,ALOÂNDIA,116,349,58,0,707,6,4,1,27,80,1,6,1,289,1790,1501,41,104
GO,92100,CEZARINA,324,1646,96,2,2703,23,24,4,42,229,21,43,0,1366,7138,5772,81,534
GO,92118,ALTO PARAÍSO DE GOIÁS,537,1634,48,0,1281,89,17,2,34,184,50,31,1,1321,5548,4227,61,258
GO,92126,COLINAS DO SUL,230,1205,23,1,531,15,5,1,9,77,6,17,1,790,3094,2304,34,149
GO,92150,ALVORADA DO NORTE,264,1562,64,3,1885,31,10,3,78,359,14,14,1,1467,6228,4761,88,385
GO,92169,MORRO AGUDO DE GOIÁS,98,460,33,0,1078,3,5,0,14,173,5,5,1,305,2324,2019,39,105
GO,92177,AMORINÓPOLIS,195,832,107,0,1295,20,8,0,19,127,7,12,0,508,3359,2851,46,183
GO,92207,EDEALINA,133,607,68,1,1715,18,7,0,24,134,5,29,0,856,3842,2986,54,191
GO,92215,ANÁPOLIS,13121,21948,6828,60,137218,1747,1127,84,3208,5992,709,1692,29,57595,268606,211011,5047,12201
GO,92223,FAINA,304,2071,108,1,1626,13,5,2,15,259,20,21,0,1278,6048,4770,72,253
GO,92231,ANHANGÜERA,95,257,17,0,366,5,3,1,24,39,1,3,0,179,1050,871,6,54
GO,92258,ANICUNS,795,2412,229,2,6431,60,28,5,176,355,26,39,1,1950,13574,11624,240,825
GO,92266,GOUVELÂNDIA,160,1065,79,0,1083,2,14,0,68,139,3,10,0,549,3488,2939,48,268
GO,92274,APARECIDA DE GOIÂNIA,19343,42949,9618,86,125994,2592,1059,84,3851,6075,1131,3565,30,63438,298019,234581,5724,12480
GO,92282,ITAGUARI,456,1095,77,1,1576,15,14,0,26,117,8,22,1,827,4504,3677,58,211
GO,92290,APORÉ,91,658,51,1,991,11,9,1,33,207,7,16,1,724,3034,2310,49,184
GO,92312,ARAÇU,268,803,80,0,1531,13,3,0,26,190,6,14,0,517,3739,3222,74,214
GO,92320,MATRINCHÃ,172,978,56,0,1121,10,8,1,12,123,6,20,0,539,3255,2716,63,146
GO,92339,ARAGARÇAS,532,2715,143,5,4501,57,26,4,111,356,44,58,0,1877,11171,9294,201,541
GO,92347,MIMOSO DE GOIÁS,72,712,18,0,896,15,5,1,16,224,3,14,1,355,2466,2111,20,114
GO,92355,ARAGOIÂNIA,405,1407,183,3,3263,43,25,3,80,203,13,47,0,1621,7709,6088,114,299
GO,92363,MONTIVIDIU,279,1394,88,1,4033,21,23,2,158,252,13,57,1,1935,8871,6936,158,456
GO,92444,NOVO PLANALTO,150,963,44,1,1026,10,10,1,27,68,4,22,0,695,3222,2527,26,175
GO,92460,PALESTINA DE GOIÁS,95,765,41,0,1160,9,5,1,16,181,5,17,1,762,3241,2479,37,146
GO,92495,ARUANÃ,170,1322,133,1,1929,28,13,1,29,260,10,40,0,1659,5935,4276,82,258
GO,92517,AURILÂNDIA,181,1005,56,0,934,8,15,0,34,79,14,9,0,711,3205,2494,51,108
GO,92550,AVELINÓPOLIS,151,488,57,1,1324,11,5,1,28,217,7,7,0,304,2750,2446,31,118
GO,92568,SANTA FÉ DE GOIÁS,118,892,22,2,1178,23,4,1,21,194,3,16,1,769,3509,2740,48,217
GO,92614,BALIZA,96,977,45,1,553,13,4,0,15,52,6,5,0,446,2332,1886,31,88
GO,92622,SÃO JOÃO DA PARAÚNA,76,308,62,0,842,10,3,2,21,85,7,1,0,296,1825,1529,24,88
GO,92630,BARRO ALTO,391,1933,65,1,3171,25,28,1,203,339,8,39,1,2007,8769,6762,129,428
GO,92649,SÃO LUIZ DO NORTE,173,1165,56,0,1163,15,12,0,118,227,5,18,0,700,3907,3207,52,203
GO,92657,BELA VISTA DE GOIÁS,1053,3190,490,3,8751,122,72,9,492,738,46,119,5,5034,21552,16518,411,1017
GO,92665,SÃO MIGUEL DO PASSA QUATRO,199,812,59,0,1212,5,33,0,24,202,4,18,3,397,3174,2777,47,159
GO,92673,BOM JARDIM DE GOIÁS,220,2208,68,1,1906,21,15,1,48,189,16,15,0,963,6024,5061,72,281
GO,92690,BOM JESUS DE GOIÁS,720,3344,149,4,5840,50,49,0,289,448,25,126,1,3600,16003,12403,383,975
GO,92703,SENADOR CANEDO,4319,12483,2065,27,27965,743,272,17,759,1589,312,995,7,14968,71046,56078,1444,3081
GO,92711,BRAZABRANTES,128,511,64,0,1269,14,7,1,23,175,10,12,1,654,3082,2428,58,155
GO,92720,SIMOLÂNDIA,337,1625,58,1,1351,15,12,2,15,208,18,13,1,1300,5378,4078,78,344
GO,92754,BRITÂNIA,119,904,107,0,1680,13,10,0,48,179,8,10,0,795,4217,3422,77,267
GO,92762,TERESINA DE GOIÁS,85,975,17,1,445,5,2,1,1,98,4,18,1,524,2293,1769,17,99
GO,92770,BURITI ALEGRE,320,1287,201,1,2974,12,25,2,173,352,12,15,0,1983,7937,5954,168,412
GO,92789,TROMBAS,116,832,27,0,851,3,6,1,15,87,7,5,1,636,2740,2104,20,133
GO,92797,CABECEIRAS,363,1875,48,1,1646,20,10,1,98,170,20,33,1,1039,5736,4697,115,296
GO,92800,TURVELÂNDIA,143,1244,38,0,1128,9,8,0,151,126,2,10,0,558,3680,3122,44,219
GO,92819,CACHOEIRA ALTA,289,1783,141,0,2464,12,28,5,160,385,11,53,1,1676,7605,5929,140,457
GO,92827,RIO QUENTE,173,528,42,2,1499,31,15,0,87,88,9,6,0,688,3399,2711,69,162
GO,92835,CACHOEIRA DE GOIÁS,83,372,17,0,612,10,5,1,23,156,5,4,0,364,1732,1368,24,56
GO,92851,CAÇU,383,1623,191,1,3901,31,34,3,382,430,18,36,0,2018,9781,7763,129,601
GO,92860,GUARINOS,71,861,27,0,445,3,9,0,6,148,6,8,1,367,2056,1689,26,78
GO,92878,CAIAPÔNIA,520,2925,262,1,4457,55,47,1,142,359,33,119,1,3127,12832,9705,151,632
GO,92886,COCALZINHO DE GOIÁS,556,2690,142,1,5923,97,84,6,101,538,27,136,6,3422,14892,11470,318,845
GO,92894,CALDAS NOVAS,3015,7061,794,13,26831,360,171,8,1309,1180,123,364,6,13118,58667,45549,1222,3092
GO,92908,SANTO ANTÔNIO DE GOIÁS,366,942,100,1,2233,32,17,1,61,175,12,33,0,1247,5557,4310,77,260
GO,92916,CAMPESTRE DE GOIÁS,223,828,56,0,1283,8,6,1,20,139,3,11,0,885,3604,2719,47,94
GO,92924,CHAPADÃO DO CÉU,190,1280,49,1,3394,29,91,0,76,135,13,70,0,1590,7289,5699,116,255
GO,92932,CAMPINORTE,418,1525,123,0,3867,27,36,4,133,258,13,50,0,1749,8702,6953,115,384
GO,92940,ALTO HORIZONTE,179,1199,54,1,2421,30,23,2,76,105,7,23,0,1299,5651,4352,48,184
GO,92959,CAMPO ALEGRE DE GOIÁS,244,1149,57,0,1640,16,26,4,74,304,4,14,1,1035,4912,3877,79,265
GO,92967,CASTELÂNDIA,131,1108,59,0,967,14,6,0,27,98,2,20,1,775,3383,2608,39,136
GO,92975,CAMPOS BELOS,514,4450,127,2,3066,60,24,3,61,524,45,91,2,3313,13504,10191,179,1043
GO,92983,JESÚPOLIS,70,268,37,0,1022,4,6,0,9,223,5,4,2,401,2196,1795,35,110
GO,92991,CARMO DO RIO VERDE,357,1366,87,0,2813,21,30,0,82,259,17,23,2,1209,6767,5558,116,385
GO,93009,APARECIDA DO RIO DOCE,147,608,39,0,736,10,15,0,71,75,6,29,0,460,2413,1953,47,170
GO,93017,CATALÃO,6958,11791,796,14,24788,349,180,18,1651,1609,258,434,7,14935,69409,54474,1310,4311
GO,93025,CIDADE OCIDENTAL,3173,6378,356,13,15584,340,100,16,316,1116,174,551,6,6668,36962,30294,861,1310
GO,93033,CATURAÍ,197,964,134,1,1389,13,11,1,77,183,15,36,0,841,4175,3334,78,235
GO,93041,PROFESSOR JAMIL,186,703,52,1,890,15,5,0,18,139,6,13,0,487,2676,2189,44,117
GO,93050,CAVALCANTE,223,3157,58,2,543,25,17,1,28,112,12,27,0,1595,6153,4558,57,296
GO,93068,PEROLÂNDIA,141,743,34,0,833,11,15,0,34,105,3,10,0,833,2959,2126,43,154
GO,93076,CERES,1047,2199,305,8,7608,66,84,8,244,567,29,62,0,1962,15309,13347,264,856
GO,93084,NOVA IGUAÇU DE GOIÁS,80,751,32,1,983,3,5,0,34,104,4,9,1,654,2822,2168,24,137
GO,93092,DIVINÓPOLIS DE GOIÁS,132,1728,38,0,1002,9,6,1,13,159,8,10,3,1034,4464,3430,60,261
GO,93106,BURITI DE GOIÁS,156,475,32,0,1341,9,7,0,45,60,4,14,0,374,2702,2328,46,139
GO,93122,CALDAZINHA,268,481,50,0,1194,13,10,2,28,62,16,8,0,731,3029,2298,38,128
GO,93149,GUARAÍTA,157,669,31,1,876,2,5,0,7,93,8,19,0,412,2424,2012,41,103
GO,93157,CÓRREGO DO OURO,56,303,49,2,1249,4,3,0,17,214,3,30,1,307,2358,2051,27,93
GO,93165,INACIOLÂNDIA,210,1327,71,0,1030,13,7,0,130,107,17,30,1,663,4042,3379,57,379
GO,93173,CORUMBÁ DE GOIÁS,371,1094,115,3,2879,31,42,4,65,429,31,22,1,1726,7360,5634,156,391
GO,93181,MONTIVIDIU DO NORTE,118,1048,53,1,875,14,7,0,8,183,4,17,0,663,3168,2505,24,153
GO,93190,CORUMBAÍBA,312,1052,53,0,2288,32,19,1,254,358,11,26,0,1450,6333,4883,99,378
GO,93203,SANTO ANTÔNIO DA BARRA,150,1160,55,0,1065,5,8,1,29,275,3,5,0,728,3726,2998,66,176
GO,93220,TEREZÓPOLIS DE GOIÁS,306,1200,124,0,2411,29,18,2,63,130,11,38,0,1158,5869,4711,102,277
GO,93246,UIRAPURU,106,898,28,1,539,0,3,1,14,144,2,0,0,401,2264,1863,22,105
GO,93254,CRISTALINA,1330,4574,358,7,13754,160,147,16,226,1590,69,242,7,6576,31462,24886,857,1549
GO,93262,BURITINÓPOLIS,170,896,33,0,787,10,8,1,5,171,15,11,1,868,3222,2354,35,211
GO,93270,CRISTIANÓPOLIS,243,434,68,0,1478,12,12,2,11,135,6,22,0,589,3146,2557,38,96
GO,93289,VILA BOA,163,1412,35,1,588,20,7,1,10,116,10,21,1,932,3557,2625,43,197
GO,93297,CRIXÁS,535,3776,157,1,3528,30,33,5,136,397,19,47,0,2371,11869,9498,158,676
GO,93300,VALPARAÍSO DE GOIÁS,6310,11901,820,22,33863,678,218,22,785,2724,262,1100,14,13646,76996,63350,1771,2860
GO,93319,CROMÍNIA,181,540,105,0,1417,24,7,1,48,209,10,8,1,437,3166,2729,46,132
GO,93327,NOVO GAMA,2685,7411,560,14,17347,474,116,16,238,1694,189,733,3,5912,40443,34531,1210,1841
GO,93335,CUMARI,237,680,12,0,703,6,9,0,21,66,13,10,1,468,2413,1945,32,155
GO,93343,ÁGUAS LINDAS DE GOIÁS,6561,18795,999,23,32951,871,235,32,388,2528,286,1641,9,14063,85365,71302,2340,3643
GO,93351,DAMIANÓPOLIS,215,780,39,0,959,26,12,2,17,231,15,6,0,842,3450,2608,77,229
GO,93360,ABADIA DE GOIÁS,441,1246,182,2,3894,44,28,4,61,228,35,76,0,1713,8373,6660,117,302
GO,93378,DAMOLÂNDIA,165,530,126,2,1257,13,10,1,40,251,8,8,1,616,3259,2643,57,174
GO,93386,AMARALINA,101,1031,44,0,720,8,12,0,16,194,4,8,5,618,2916,2298,23,132
GO,93394,DAVINÓPOLIS,264,886,35,0,811,8,7,0,65,134,12,10,0,783,3130,2347,42,73
GO,93408,BONÓPOLIS,61,1148,23,0,649,9,6,1,3,201,1,10,0,519,2741,2222,10,100
GO,93424,PORTEIRÃO,80,758,22,1,962,6,11,1,103,120,1,38,1,520,2763,2243,27,112
GO,93432,DIORAMA,114,449,33,0,798,8,11,0,15,139,4,10,0,355,2091,1736,21,134
GO,93440,SANTA RITA DO NOVO DESTINO,96,682,44,1,915,9,3,1,21,216,5,8,0,471,2594,2123,32,90
GO,93483,SÃO PATRÍCIO,109,337,23,0,959,16,2,0,17,215,5,2,0,378,2185,1807,22,100
GO,93491,EDÉIA,385,1836,131,3,3807,32,25,0,159,433,13,48,2,1780,9213,7433,142,417
GO,93505,VILA PROPÍCIO,221,1308,62,0,1433,17,14,0,33,158,26,32,0,1060,4677,3617,88,225
GO,93513,ESTRELA DO NORTE,112,744,43,0,1006,10,11,1,24,107,4,6,0,493,2756,2263,35,160
GO,93530,FAZENDA NOVA,193,1190,71,2,1894,17,27,4,39,132,10,27,0,772,4752,3980,56,318
GO,93548,IPIRANGA DE GOIÁS,101,570,40,0,1025,5,3,1,29,188,11,12,0,416,2606,2190,38,167
GO,93564,GAMELEIRA DE GOIÁS,118,661,58,1,1183,12,2,0,39,129,10,9,1,359,2760,2401,40,138
GO,93572,FIRMINÓPOLIS,248,1145,122,1,4138,27,18,3,91,158,19,35,0,1415,7848,6433,96,332
GO,93580,CAMPO LIMPO DE GOIÁS,218,899,139,1,2478,29,7,1,23,228,6,49,0,1126,5543,4417,81,258
GO,93599,FLORES DE GOIÁS,271,1995,60,1,1491,29,9,2,20,261,18,17,0,1673,6286,4613,69,370
GO,93602,LAGOA SANTA,40,291,18,0,574,5,10,1,12,49,3,13,0,392,1473,1081,15,50
GO,93610,FORMOSA,4325,12396,1071,17,27251,554,283,8,910,2894,311,449,10,12079,68264,56185,1623,4083
GO,93637,FORMOSO,178,1286,54,0,1179,10,5,0,38,223,6,13,0,888,4091,3203,39,172
GO,93670,GOIANÁPOLIS,260,1326,171,1,5298,33,22,2,58,302,14,78,0,2156,10239,8083,155,363
GO,93696,GOIANDIRA,402,952,52,0,1312,19,20,0,50,108,3,42,0,559,3882,3323,64,299
GO,93718,GOIANÉSIA,2221,8503,1067,10,20040,214,167,16,1128,2558,114,299,6,10291,50509,40218,1177,2698
GO,93734,GOIÂNIA,88555,82778,24936,247,462411,8679,4470,233,23139,21581,4206,7470,124,201388,977878,776490,13319,34342
GO,93750,GOIANIRA,1616,5331,825,6,12581,235,138,11,261,1021,106,443,5,8836,33459,24623,615,1429
GO,93777,GOIÁS,1393,4943,296,3,5768,93,31,6,100,780,72,115,1,3940,18642,14702,339,762
GO,93793,GOIATUBA,1104,3160,423,1,11168,104,103,5,745,1143,36,86,2,4363,24645,20282,557,1645
