STATE,CD_MUN,NM_MUN,VOTES_PDT_12,VOTES_INCUMBENT,VOTES_PSL_17,VOTES_DC_27,VOTES_PCO_29,VOTES_PRP_44,VOTES_CHALLENGER,VOTES_PSOL_50,QT_ABST,QT_APT,QT_ATTEND,QT_BLANK,QT_NULL
SC,83330,SÃO LOURENÇO DO OESTE,319,4635,6,5,3,20,7169,365,3279,16752,13473,409,545
SC,83356,SÃO LUDGERO,97,2083,13,3,0,5,3672,256,783,7321,6538,157,252
SC,83372,SÃO MARTINHO,61,775,2,3,0,13,1483,96,150,2718,2568,55,80
SC,83399,SÃO MIGUEL DO OESTE,720,8130,13,6,4,23,9643,833,4548,25060,20512,392,752
SC,83410,SAUDADES,107,2404,7,4,0,3,2888,111,711,6546,5835,85,226
SC,83437,SCHROEDER,140,3844,4,4,2,12,3042,450,1015,8946,7931,142,293
SC,83453,SEARA,212,4954,15,2,0,31,4985,341,1830,13045,11215,251,424
SC,83470,SIDERÓPOLIS,284,2830,5,0,2,11,4116,569,1529,9871,8342,179,348
SC,83496,SOMBRIO,519,5462,31,5,4,15,7232,834,2691,17988,15297,399,800
SC,83518,TAIÓ,195,2446,6,3,1,19,7412,372,2089,13234,11145,218,474
SC,83534,TANGARÁ,104,1576,2,2,1,11,3429,147,728,6399,5671,143,257
SC,83550,TIJUCAS,320,5312,6,6,2,17,9869,864,3083,20764,17681,395,892
SC,83577,TIMBÓ,573,4201,21,8,6,42,14739,1043,2593,24707,22114,482,1005
SC,83593,TRÊS BARRAS,153,3177,8,3,4,14,6272,463,2287,13136,10849,192,567
SC,83615,TREZE DE MAIO,87,1331,3,2,3,14,2535,278,565,5183,4618,143,225
SC,83631,TREZE TÍLIAS,60,742,1,3,1,13,2051,113,689,3905,3216,84,149
SC,83658,TROMBUDO CENTRAL,68,885,5,3,3,9,2544,208,415,4407,3992,90,180
SC,83674,TUBARÃO,2860,19316,24,37,17,84,28345,4505,9013,68306,59293,1366,2756
SC,83682,TUNÁPOLIS,98,829,3,6,5,4,1870,154,463,3612,3149,64,121
SC,83690,TURVO,350,1761,2,0,0,7,4875,374,725,8636,7911,151,391
SC,83712,URUBICI,154,1351,2,2,1,7,4084,206,1316,7482,6166,74,286
SC,83739,URUSSANGA,571,3779,6,5,3,17,6688,999,2346,15253,12907,245,597
SC,83755,VARGEÃO,30,998,5,0,0,2,838,69,383,2476,2093,63,88
SC,83771,VIDAL RAMOS,67,1116,2,8,1,5,2524,144,659,4808,4149,115,168
SC,83798,VIDEIRA,685,8576,16,14,10,44,13945,1263,4831,31534,26703,846,1314
SC,83810,WITMARSUM,49,639,4,1,0,7,1253,178,384,2703,2319,92,96
SC,83836,XANXERÊ,514,11733,8,7,4,17,9803,722,4542,28779,24237,562,871
SC,83852,XAVANTINA,31,1357,1,0,2,7,1328,123,223,3207,2984,52,85
SC,83879,XAXIM,305,6037,3,5,4,19,6950,587,2794,17838,15044,467,671
SC,83895,BOM JARDIM DA SERRA,83,549,2,0,0,7,1816,51,407,3173,2766,51,207
SC,83917,MARACAJÁ,94,2092,4,3,1,2,1798,154,612,5053,4441,99,195
SC,83933,TIMBÉ DO SUL,78,1137,1,1,1,4,2280,135,487,4388,3901,91,174
SC,83950,CORREIA PINTO,126,2510,4,6,5,10,6023,392,1573,11285,9712,201,440
SC,83976,OTACÍLIO COSTA,185,2770,6,3,0,15,5633,443,1711,11309,9598,159,384
SE,31003,SANTANA DO SÃO FRANCISCO,27,2046,0,2,0,4,1170,149,510,4325,3815,158,259
SE,31011,AMPARO DO SÃO FRANCISCO,21,784,2,2,0,2,511,105,277,1869,1592,35,130
SE,31038,AQUIDABÃ,158,4266,6,1,1,14,5525,314,2760,14445,11685,266,1135
SE,31054,ARACAJU,8994,112844,131,278,57,615,125987,32101,46750,347712,300962,6418,13594
SE,31070,ARAUÁ,75,2840,1,0,0,13,2909,140,1477,8137,6660,169,513
SE,31097,AREIA BRANCA,93,3226,20,5,0,10,4223,250,1132,9909,8777,248,702
SE,31119,BARRA DOS COQUEIROS,147,3986,3,7,1,23,6490,784,1917,14336,12419,306,673
SE,31135,BREJO GRANDE,47,1899,2,0,0,9,1307,96,606,4542,3936,128,448
SE,31151,BOQUIM,146,9001,3,2,0,26,5039,320,3086,18993,15907,370,1000
SE,31194,CAMPO DO BRITO,75,4649,6,6,1,22,4146,255,1977,12298,10321,265,897
SE,31216,CANHOBA,49,1530,1,2,1,6,1065,157,418,3612,3194,89,295
SE,31232,CANINDÉ DO SÃO FRANCISCO,110,8004,4,2,2,16,3617,404,2622,15901,13279,183,939
SE,31259,CAPELA,179,6510,14,14,6,26,6294,501,3427,18645,15218,403,1277
SE,31275,CARIRA,117,3491,16,1,2,13,5967,281,2762,14342,11580,372,1322
SE,31291,CARMÓPOLIS,48,2484,5,3,1,16,3268,462,1278,8426,7148,330,532
SE,31313,CEDRO DE SÃO JOÃO,51,1937,0,3,1,4,1565,129,554,4562,4008,78,241
SE,31330,CRISTINÁPOLIS,90,5333,1,3,0,9,2093,176,2430,11002,8572,178,689
SE,31356,NOSSA SENHORA APARECIDA,37,2447,0,1,0,11,1821,108,803,5736,4933,94,414
SE,31372,CUMBE,19,1032,1,1,0,5,1046,71,250,2698,2448,64,209
SE,31399,DIVINA PASTORA,31,848,2,0,1,8,1225,69,226,2700,2474,89,202
SE,31410,ESTÂNCIA,499,16192,18,23,8,37,11225,1919,5944,39424,33480,1176,2391
SE,31437,FEIRA NOVA,25,1423,3,0,0,7,1644,82,427,4015,3588,86,318
SE,31453,FREI PAULO,82,3190,5,0,2,12,3729,236,1297,9479,8182,254,674
SE,31470,GENERAL MAYNARD,22,540,1,1,0,5,832,76,153,1802,1649,50,122
SE,31496,GARARU,59,2543,6,2,0,13,3179,194,691,7418,6727,154,577
SE,31518,GRACCHO CARDOSO,48,1679,1,0,1,2,1626,101,705,4708,4003,160,386
SE,31534,ILHA DAS FLORES,38,2393,1,0,0,7,1817,138,1292,6281,4989,160,435
SE,31550,INDIAROBA,86,5043,4,3,0,9,1402,137,1222,8673,7451,146,621
SE,31577,ITABAIANA,512,18014,83,13,1,58,22699,1794,6570,54382,47812,1080,3559
SE,31593,ITABAIANINHA,185,10652,6,2,1,40,7318,355,4567,25376,20809,584,1667
SE,31615,ITABI,46,1358,1,0,0,5,1492,135,612,4048,3436,98,301
SE,31631,ITAPORANGA D'AJUDA,200,5660,4,9,3,33,8354,571,2301,19291,16990,517,1642
SE,31658,JAPARATUBA,87,4124,2,1,2,17,4237,332,1964,11610,9646,186,660
SE,31674,JAPOATÃ,82,3138,1,1,2,13,3446,167,1326,9130,7804,263,693
SE,31690,LAGARTO,567,23377,53,19,5,76,19580,1716,10109,61302,51193,1551,4254
SE,31712,LARANJEIRAS,169,7711,5,9,3,26,5493,720,1691,17324,15633,463,1037
SE,31739,MACAMBIRA,34,1891,0,1,0,7,1727,125,418,4636,4218,99,334
SE,31755,MALHADA DOS BOIS,27,1185,1,0,0,5,1002,83,361,2900,2539,41,195
SE,31771,MALHADOR,69,3233,4,2,3,16,2897,148,828,7996,7168,190,609
SE,31798,MARUIM,107,3660,1,7,2,17,4247,381,1388,10848,9460,347,693
SE,31810,MOITA BONITA,51,3479,3,3,1,21,2393,102,847,7732,6885,231,602
SE,31836,MONTE ALEGRE DE SERGIPE,72,3284,4,4,2,12,2759,180,657,7778,7121,129,677
SE,31852,MURIBECA,52,1535,1,0,0,5,2392,177,944,5636,4692,126,404
SE,31879,NEÓPOLIS,146,4483,2,5,0,12,4582,570,1656,12850,11194,398,996
SE,31895,NOSSA SENHORA DA GLÓRIA,140,6521,6,11,4,18,8258,440,2842,19973,17131,367,1370
SE,31917,NOSSA SENHORA DAS DORES,186,5564,11,2,0,21,6349,396,2745,17292,14547,652,1366
SE,31933,NOSSA SENHORA DE LOURDES,48,1953,1,4,1,7,1533,108,397,4418,4021,71,296
SE,31950,NOSSA SENHORA DO SOCORRO,715,20700,23,54,9,147,30947,4948,9158,71757,62599,1751,3314
SE,31976,PACATUBA,72,3856,3,1,0,6,2593,148,2086,9695,7609,277,653
SE,31992,PEDRA MOLE,16,877,2,0,0,5,776,83,275,2247,1972,31,182
SE,32018,PEDRINHAS,53,2996,3,1,0,3,1508,139,1252,6457,5205,108,394
SE,32034,PINHÃO,22,1977,0,0,1,3,1358,60,352,4141,3789,55,314
SE,32050,PIRAMBU,50,2244,3,2,2,10,2399,236,952,6381,5429,111,374
SE,32077,POÇO REDONDO,131,6186,8,0,2,33,5134,268,2385,15583,13198,221,1217
SE,32093,POÇO VERDE,134,7104,8,5,1,17,4294,245,3353,16480,13127,279,1041
SE,32115,PORTO DA FOLHA,214,5884,6,5,1,36,6844,637,2784,18088,15304,387,1291
SE,32131,PROPRIÁ,175,7693,4,7,0,13,6619,561,3445,19755,16310,337,901
SE,32158,RIACHÃO DO DANTAS,145,6807,5,3,0,16,3507,279,2507,14679,12172,376,1034
SE,32174,RIACHUELO,56,2056,2,3,2,9,2318,350,448,5879,5431,225,412
SE,32190,RIBEIRÓPOLIS,74,4580,4,3,0,10,3879,289,1329,11291,9962,230,893
SE,32212,ROSÁRIO DO CATETE,54,1937,2,4,0,3,2844,300,986,6651,5665,143,378
SE,32239,SALGADO,144,5681,6,3,1,14,3468,363,1478,12456,10978,340,959
SE,32255,SANTA LUZIA DO ITANHY,81,3353,1,2,0,9,2257,136,1653,8470,6817,303,675
SE,32298,SANTA ROSA DE LIMA,17,1073,0,1,0,5,1045,86,409,2940,2531,69,235
SE,32310,SANTO AMARO DAS BROTAS,51,3507,6,3,0,6,1874,135,1436,7704,6268,119,567
SE,32336,SÃO CRISTÓVÃO,597,14663,27,15,5,90,16420,2971,5395,43675,38280,1052,2445
SE,32352,SÃO DOMINGOS,55,2201,4,0,1,19,2448,87,1327,6868,5541,147,580
SE,32379,SÃO FRANCISCO,21,740,2,1,1,3,1157,69,177,2362,2185,26,166
SE,32395,SÃO MIGUEL DO ALEIXO,22,808,2,0,0,1,1020,77,404,2728,2324,62,332
SE,32417,SIMÃO DIAS,272,14345,17,10,1,44,5917,696,3641,27703,24062,657,2104
SE,32433,SIRIRI,44,1695,3,2,1,9,2132,194,814,5419,4605,158,368
SE,32450,TELHA,17,949,1,0,1,2,871,81,246,2361,2115,40,154
SE,32476,TOBIAS BARRETO,318,18754,54,5,2,29,5726,477,6735,34579,27844,439,2042
SE,32492,TOMAR DO GERU,83,4154,4,3,0,8,2356,123,2091,9724,7633,171,731
SE,32514,UMBAÚBA,130,6597,1,2,1,12,3263,251,1893,13200,11307,293,758
SP,61000,EUCLIDES DA CUNHA PAULISTA,35,2571,1,0,0,1,2556,200,1841,7477,5636,83,189
SP,61018,ADAMANTINA,449,5561,9,9,3,29,11945,1228,5544,26284,20740,778,732
SP,61026,BOREBI,11,393,0,1,0,0,988,51,338,1877,1539,25,70
SP,61034,ADOLFO,27,1007,2,0,1,2,1190,72,490,3002,2512,119,93
SP,61042,TARUMÃ,40,3548,0,2,0,6,3388,89,1465,8927,7462,162,227
SP,61050,AGUAÍ,222,6033,9,6,0,16,9480,770,4013,21870,17857,477,844
SP,61069,MOTUCA,26,1164,0,0,1,1,1212,94,643,3258,2615,49,69
SP,61077,ÁGUAS DA PRATA,88,1117,2,2,3,3,3010,248,1109,5884,4775,122,183
SP,61085,IARAS,22,893,2,0,0,0,1018,63,658,2786,2128,51,79
SP,61093,ÁGUAS DE LINDÓIA,141,1384,1,2,6,14,7515,320,2149,12163,10014,232,405
SP,61107,GUATAPARÁ,30,1804,0,0,1,2,1389,95,949,4504,3555,113,122
SP,61115,ÁGUAS DE SÃO PEDRO,29,339,1,6,1,0,1770,129,640,3027,2387,44,69
SP,61123,DIRCE REIS,16,415,0,0,1,3,645,66,159,1391,1232,54,33
SP,61131,AGUDOS,366,5765,11,8,4,22,12264,1044,4748,25969,21221,657,1084
SP,61140,ESPÍRITO SANTO DO TURVO,14,842,0,0,0,0,1236,28,325,2541,2216,45,51
SP,61158,ALFREDO MARCONDES,38,1008,5,0,0,3,1499,127,468,3366,2898,84,134
SP,61166,ROSANA,113,6405,3,9,0,5,3875,877,5346,17270,11924,233,404
SP,61174,ALTAIR,17,1026,0,1,0,1,997,74,711,3032,2321,99,106
SP,61182,EMBAÚBA,21,604,0,0,0,1,761,89,237,1864,1627,75,76
SP,61190,ALTINÓPOLIS,159,3257,6,4,3,5,5223,479,2449,12414,9965,392,440
SP,61204,ILHA SOLTEIRA,510,5474,4,7,3,24,6157,1486,4716,19647,14931,377,892
SP,61212,ALTO ALEGRE,37,931,1,1,1,1,1683,122,543,3576,3033,94,163
SP,61220,ALUMÍNIO,143,4369,1,3,2,23,4067,865,1092,11221,10129,304,354
SP,61239,ÁLVARES FLORENCE,30,581,2,1,0,3,1649,74,280,2792,2512,56,116
SP,61247,PEDRINHAS PAULISTA,51,519,1,2,1,2,1237,100,441,2412,1971,13,46
SP,61255,ÁLVARES MACHADO,141,5318,6,3,1,9,5615,580,2670,15308,12638,441,525
SP,61263,ARAÇARIGUAMA,61,2696,3,2,0,6,4688,423,2128,10546,8418,199,340
SP,61271,ÁLVARO DE CARVALHO,20,909,3,0,0,4,1091,78,560,2920,2360,83,172
SP,61280,BERTIOGA,399,7873,3,20,4,22,11914,1651,6529,29775,23246,580,784
SP,61298,ALVINLÂNDIA,14,913,2,0,0,3,792,109,448,2378,1930,31,66
SP,61301,SUZANÁPOLIS,15,951,0,0,1,1,856,32,511,2536,2025,75,95
SP,61310,AMERICANA,3174,50248,37,76,12,107,59965,9145,19838,152445,132607,4539,5316
SP,61328,SANTO ANTÔNIO DO ARACANGUÁ,20,2173,0,0,0,0,2237,87,1174,5824,4650,45,88
SP,61336,AMÉRICO BRASILIENSE,144,8138,4,2,2,8,8385,621,3483,22314,18831,599,930
SP,61344,CANITAR,22,915,0,0,0,1,1388,60,632,3196,2564,73,105
SP,61352,AMÉRICO DE CAMPOS,57,759,0,0,0,4,2645,137,729,4548,3819,112,105
SP,61360,BARRA DO CHAPÉU,29,1530,0,3,2,1,1551,26,960,4280,3320,69,111
SP,61379,AMPARO,694,7248,12,12,6,32,26744,1636,6855,46246,39391,1177,1836
SP,61387,EMILIANÓPOLIS,18,1025,1,0,0,2,847,52,342,2421,2079,53,81
SP,61395,ANALÂNDIA,25,454,0,6,0,2,2209,115,708,3698,2990,71,108
SP,61409,NOVAIS,22,935,0,1,0,5,1100,65,429,2764,2335,68,139
SP,61417,ANDRADINA,524,11805,8,24,4,22,16794,1805,8540,42016,33476,1170,1324
SP,61425,NOVA CANAÃ PAULISTA,8,658,2,0,0,1,806,32,351,1971,1620,57,56
SP,61433,ANGATUBA,103,4082,0,0,1,5,7017,571,2641,15194,12553,308,467
SP,61441,SALTINHO,65,860,0,0,0,4,3405,165,493,5295,4802,166,137
SP,61450,ANHEMBI,28,917,1,0,2,2,1875,71,1024,4059,3035,66,75
SP,61468,UBARANA,17,1146,1,0,0,1,1423,104,709,3599,2890,91,107
SP,61476,ANHUMAS,27,875,0,1,0,2,1136,93,384,2681,2297,85,78
SP,61484,CAJATI,180,6060,6,15,3,14,9004,314,5111,21725,16614,379,642
SP,61492,APARECIDA,473,6132,11,10,2,16,13590,1372,2907,25577,22670,465,601
SP,61506,CAMPINA DO MONTE ALEGRE,24,753,0,0,0,4,2234,94,709,4024,3315,72,134
SP,61514,APARECIDA D'OESTE,29,1217,1,0,0,2,1478,85,698,3743,3045,119,114
SP,61522,ASPÁSIA,11,462,0,1,0,7,699,30,198,1494,1296,37,49
SP,61530,APIAÍ,191,4651,7,2,2,13,8089,360,5318,19616,14298,372,613
SP,61549,VARGEM,41,1013,1,3,0,6,2816,138,1364,5788,4424,211,195
SP,61557,ARAÇATUBA,1813,25425,36,55,23,97,65517,5490,23111,127663,104552,2294,3825
SP,61565,POTIM,103,2738,4,9,2,4,4375,367,1382,9371,7989,146,243
SP,61573,ARAÇOIABA DA SERRA,176,3387,6,13,5,15,8885,591,2051,15992,13941,378,490
SP,61581,ALAMBARI,6,554,0,0,0,1,1893,89,663,3346,2683,57,83
SP,61590,ARAMINA,52,1807,3,4,0,0,1135,118,532,3854,3322,86,117
SP,61603,ITAÓCA,28,757,1,0,0,3,922,21,434,2324,1890,51,107
SP,61611,ARANDU,17,1408,3,1,1,5,2103,103,680,4532,3852,91,121
SP,61620,TUIUTI,18,705,3,1,0,3,2573,111,855,4536,3681,117,150
SP,61638,ARARAQUARA,2612,33471,45,33,24,123,62489,8426,21678,139101,117423,3648,6576
SP,61646,ARAPEÍ,15,662,0,9,0,2,920,60,427,2198,1771,31,72
SP,61654,ARARAS,1097,15636,126,43,16,51,43357,4332,10793,81552,70759,2720,3397
SP,61662,ESTIVA GERBI,78,2781,4,2,0,2,2767,248,1017,7356,6339,217,240
SP,61670,AREALVA,73,984,4,0,0,3,3123,175,810,5548,4738,196,180
SP,61689,ENGENHEIRO COELHO,67,2909,1,2,0,4,3532,176,1644,8690,7046,166,189
SP,61697,AREIAS,39,887,0,1,0,2,1237,116,662,3077,2415,33,100
SP,61700,RIBEIRÃO GRANDE,38,1920,0,6,0,8,2529,83,1097,6049,4952,193,175
SP,61719,AREIÓPOLIS,52,2434,2,0,0,4,3036,107,1346,7510,6164,285,244
SP,61727,HORTOLÂNDIA,1138,55224,45,39,15,49,23339,5152,15411,105448,90037,2259,2792
SP,61735,ARIRANHA,63,1701,1,0,0,4,2988,179,1024,6436,5412,228,248
SP,61743,HOLAMBRA,76,2174,1,2,0,5,4359,192,954,8133,7179,159,211
SP,61751,ARTUR NOGUEIRA,326,8558,5,25,2,15,10620,908,3978,25938,21960,713,790
SP,61760,ELISIÁRIO,20,863,0,0,0,1,950,61,309,2325,2016,61,60
SP,61778,ARUJÁ,494,15294,14,26,4,37,21211,2684,8500,51003,42503,1109,1634
SP,61786,BOM SUCESSO DE ITARARÉ,13,575,0,1,0,1,1236,31,604,2549,1945,32,56
SP,61794,ASSIS,975,16015,9,26,31,67,28675,3172,12401,64731,52330,1375,2016
SP,61808,PONTALINDA,14,1049,2,0,1,3,1189,33,523,2981,2458,96,72
SP,61816,ATIBAIA,1046,13413,30,30,9,66,46756,3274,15014,84729,69715,2268,2832
SP,61824,PARISI,15,366,1,0,0,0,979,50,237,1735,1498,32,55
SP,61832,AURIFLAMA,103,3101,2,1,4,8,4666,244,1410,10100,8690,286,279
SP,61840,TAQUARIVAÍ,26,660,0,0,0,1,2139,38,931,3915,2984,49,71
SP,61859,AVAÍ,46,1150,1,1,0,1,1562,111,809,3823,3014,50,92
SP,61867,MARAPOAMA,5,483,0,0,0,2,951,40,222,1829,1607,55,71
SP,61875,AVANHANDAVA,50,2353,1,4,0,2,2589,235,1344,6965,5621,205,182
SP,61883,SÃO JOÃO DE IRACEMA,11,532,1,0,0,3,460,55,294,1429,1135,36,37
SP,61891,AVARÉ,647,11065,12,4,6,31,28951,1924,9590,55470,45880,1247,1999
SP,61905,SÃO LOURENÇO DA SERRA,71,2239,1,1,0,12,3981,307,1672,8922,7250,260,378
SP,61913,BADY BASSIT,127,2241,3,2,5,8,4681,433,1794,9845,8051,249,307
SP,61921,ZACARIAS,10,728,1,0,0,1,656,40,235,1778,1543,33,74
SP,61930,BALBINOS,10,292,1,0,0,0,644,34,187,1265,1078,40,57
SP,61948,ITAPIRAPUÃ PAULISTA,20,914,1,0,0,1,1089,33,471,2661,2190,44,88
SP,61956,BÁLSAMO,46,1351,1,0,0,2,3059,211,577,5606,5029,233,126
SP,61964,MESÓPOLIS,4,332,0,1,1,4,748,22,291,1490,1199,57,31
SP,61972,BANANAL,97,1971,4,3,1,20,3568,205,1222,7551,6329,133,328
SP,61980,NOVA CAMPINA,43,1446,0,1,0,0,3088,67,1037,5914,4877,73,159
SP,61999,BARBOSA,25,1224,0,3,0,1,2106,161,1210,4983,3773,89,164
SP,62006,ILHA COMPRIDA,63,1757,2,2,0,6,3000,316,2319,7733,5414,108,160
SP,62014,BARÃO DE ANTONINA,14,476,0,0,0,2,1172,58,610,2435,1825,37,66
SP,62022,LOURDES,13,381,0,0,0,0,898,40,185,1604,1419,27,60
SP,62030,BARIRI,325,3138,4,11,0,16,12287,631,4167,22193,18026,799,815
SP,62049,TORRE DE PEDRA,16,409,1,1,0,1,1134,55,589,2300,1711,40,54
SP,62057,BARRA BONITA,432,5122,10,3,1,11,15761,943,4908,28704,23796,649,865
SP,62065,ARCO ÍRIS,8,405,0,0,0,0,964,24,179,1626,1447,22,24
SP,62073,BARRA DO TURVO,47,2116,0,0,3,1,1755,82,2337,6702,4365,74,290
SP,62081,BREJO ALEGRE,7,821,0,0,0,1,612,21,209,1791,1582,66,54
SP,62090,BARRETOS,858,19515,21,14,14,53,35468,3985,13454,77684,64230,1963,2353
SP,62103,CANAS,22,594,0,1,0,0,1574,90,467,2857,2390,43,66
SP,62111,BARRINHA,159,8325,10,22,1,14,4808,598,3662,18783,15121,549,636
SP,62120,PRACINHA,7,325,0,0,0,0,624,21,151,1181,1030,18,35
SP,62138,BARUERI,1733,71353,58,132,35,101,60076,9620,26846,181007,154161,5092,5996
SP,62146,PRATÂNIA,17,563,0,0,0,5,1912,49,682,3449,2767,92,129
SP,62154,BASTOS,131,3014,5,0,2,7,8859,343,3766,16904,13138,423,356
SP,62162,QUADRA,5,409,3,0,0,0,1416,84,529,2571,2042,54,71
SP,62170,BATATAIS,484,7895,5,5,8,23,20832,1137,5983,38594,32611,1017,1213
SP,62189,SANTA CRUZ DA ESPERANÇA,15,306,0,0,0,3,735,35,245,1450,1205,34,77
SP,62197,BAURU,4974,54846,94,99,73,177,101805,13929,34867,225390,190523,5554,9045
SP,62200,SANTA SALETE,11,377,0,0,0,0,622,68,149,1316,1167,52,37
SP,62219,BEBEDOURO,556,12764,19,14,2,18,25344,2348,9824,53868,44044,1369,1612
SP,62227,VITÓRIA BRASIL,13,437,2,0,0,0,605,44,201,1422,1221,71,49
SP,62235,BENTO DE ABREU,12,556,0,0,0,3,910,36,198,1857,1659,52,90
SP,62243,IPIGUÁ,11,492,2,0,1,0,1600,107,387,2716,2329,62,55
SP,62251,BERNARDINO DE CAMPOS,103,1702,3,2,1,4,4091,289,1510,8083,6573,168,211
SP,62260,TAQUARAL,23,650,1,1,0,1,789,50,372,2041,1669,78,76
SP,62278,BILAC,57,794,1,1,0,6,3148,247,793,5330,4537,90,193
SP,62286,FERNÃO,3,285,0,0,0,1,543,18,150,1070,920,30,40
SP,62294,BIRIGUI,694,15020,24,21,6,42,36308,2524,10135,70504,60369,2418,3318
SP,62308,GAVIÃO PEIXOTO,32,1081,0,1,0,2,1320,100,575,3320,2745,106,103
SP,62316,BIRITIBA MIRIM,168,3197,4,6,5,11,10387,866,3615,19389,15774,514,621
SP,62324,JUMIRIM,14,289,0,0,0,0,1104,65,298,1851,1553,38,43
SP,62332,BOA ESPERANÇA DO SUL,92,3897,1,2,1,6,3053,165,1804,9611,7807,259,332
SP,62340,NANTES,11,497,2,0,0,2,941,30,315,1869,1554,17,54
SP,62359,BOCAINA,103,1462,1,3,0,8,4020,219,1236,7548,6312,218,278
SP,62367,NOVA CASTILHO,5,188,0,2,1,0,675,24,157,1084,927,17,16
SP,62375,BOFETE,37,1593,0,2,1,1,2703,211,1800,6772,4972,195,230
SP,62383,OUROESTE,41,1762,2,0,1,1,2112,151,831,5250,4419,203,147
SP,62391,BOITUVA,274,5398,8,20,1,22,15577,1090,4793,29211,24418,813,1216
SP,62405,PAULISTÂNIA,15,251,0,0,1,1,753,13,170,1270,1100,28,39
SP,62413,BOM JESUS DOS PERDÕES,81,2230,13,6,1,5,6773,393,2025,12301,10276,313,462
SP,62421,RIBEIRÃO DOS ÍNDIOS,18,646,0,0,0,0,700,59,182,1759,1577,73,81
SP,62430,BORÁ,7,231,0,0,0,0,382,30,137,834,697,29,18
SP,62448,TRABIJU,3,390,0,0,0,2,588,19,133,1179,1046,18,26
SP,62456,BORACÉIA,20,741,0,0,2,3,1532,58,338,2873,2535,84,97
SP,62472,BORBOREMA,112,2419,5,3,0,11,4975,353,2191,10757,8566,348,340
SP,62499,BOTUCATU,1606,14515,30,41,13,58,41073,4909,13340,81837,68497,2320,3945
SP,62510,BRAGANÇA PAULISTA,1627,15902,31,41,19,110,54323,4784,15964,99523,83559,2898,3843
SP,62553,BRAÚNA,33,850,1,1,0,7,1998,70,478,3682,3204,128,116
SP,62570,BRODOWSKI,166,2813,6,3,2,8,6847,506,2399,13641,11242,370,523
SP,62596,BROTAS,199,2772,2,9,1,11,7657,500,3238,15488,12250,450,650
SP,62618,BURI,123,2792,4,3,2,6,6670,185,2674,13080,10406,303,320
SP,62634,BURITAMA,90,2801,1,3,2,4,4972,308,2414,11316,8902,311,412
SP,62650,BURITIZAL,24,656,1,0,1,0,1652,72,476,3078,2602,82,115
SP,62677,CABRÁLIA PAULISTA,38,1195,0,3,0,2,1291,92,795,3587,2792,76,95
SP,62693,CABREÚVA,208,8900,5,6,5,16,9972,693,4305,25630,21325,683,842
SP,62715,CAÇAPAVA,835,13549,14,20,8,30,30686,3103,8244,59647,51403,1356,1810
SP,62731,CACHOEIRA PAULISTA,438,7971,6,6,3,20,7411,1365,3515,21653,18138,438,483
SP,62758,CACONDE,148,2826,8,1,1,6,6418,270,2833,13278,10445,306,462
SP,62774,CAFELÂNDIA,157,2994,1,4,3,8,5836,402,2656,12636,9980,258,320
SP,62790,CAIABU,22,1309,0,0,0,5,1189,81,550,3384,2834,104,124
SP,62812,CAIEIRAS,640,17647,31,40,13,37,19594,3778,6701,52286,45585,1644,2174
SP,62839,CAIUÁ,24,1507,1,1,2,3,1154,124,752,3756,3004,76,114
SP,62855,CAJAMAR,355,16654,15,37,7,20,14101,2419,4968,41301,36333,1263,1469
SP,62871,CAJOBI,97,2400,4,0,0,6,2918,192,1484,7582,6098,244,237
SP,62898,CAJURU,206,4599,2,3,3,16,6870,470,3251,16642,13391,540,685
SP,62910,CAMPINAS,14657,230908,305,442,144,439,256237,43918,102662,689904,587242,14720,25616
SP,62936,CAMPO LIMPO PAULISTA,525,20157,40,32,11,46,17268,2606,7600,51403,43803,1110,2019
SP,62952,CAMPOS DO JORDÃO,466,5498,9,11,4,28,18789,1106,7093,35135,28042,1044,1091
SP,62979,CAMPOS NOVOS PAULISTA,35,775,2,0,0,1,1504,91,397,3010,2613,88,117
SP,62995,CANANÉIA,80,1900,4,2,0,7,4362,254,2347,9334,6987,130,248
SP,63010,CÂNDIDO MOTA,244,6190,7,5,2,35,10888,528,4377,23449,19072,620,555
SP,63037,CÂNDIDO RODRIGUES,26,649,0,1,0,1,987,57,372,2321,1949,114,114
SP,63053,CAPÃO BONITO,250,6726,10,8,2,33,17612,810,7808,34949,27141,796,896
SP,63070,CAPELA DO ALTO,87,1642,3,1,1,7,6324,576,1908,11127,9219,282,297
SP,63096,CAPIVARI,544,5753,9,10,2,24,16342,1252,4861,30672,25811,870,1007
SP,63118,CARAGUATATUBA,630,13780,29,31,5,50,28411,3115,12693,62241,49548,1535,1967
SP,63134,CARAPICUÍBA,2123,95738,76,121,45,140,82453,12703,32895,239913,207018,6459,7205
SP,63150,CARDOSO,92,3113,4,0,1,5,3206,224,1599,8808,7209,241,324
SP,63177,CASA BRANCA,244,3100,3,4,0,13,9529,1078,3921,19174,15253,517,765
SP,63193,CÁSSIA DOS COQUEIROS,19,329,0,0,0,2,1303,47,431,2295,1864,51,113
SP,63215,CASTILHO,118,5520,3,0,1,12,3351,620,3044,13239,10195,268,303
SP,63231,CATANDUVA,1224,14942,25,53,12,49,38596,4326,11367,76042,64675,2149,3311
SP,63258,CATIGUÁ,41,1999,1,0,1,10,1784,134,478,4944,4466,210,287
SP,63274,CEDRAL,104,1185,1,0,0,3,2936,274,1079,6052,4973,174,296
