STATE,CD_MUN,NM_MUN,VOTES_PDT_12,VOTES_INCUMBENT,VOTES_PSL_17,VOTES_DC_27,VOTES_PCO_29,VOTES_PRP_44,VOTES_CHALLENGER,VOTES_PSOL_50,QT_ABST,QT_APT,QT_ATTEND,QT_BLANK,QT_NULL
PI,10367,MARCOLÂNDIA,55,2823,1,0,1,4,804,36,432,4730,4298,114,461
PI,10375,BOM JESUS,148,5385,4,4,1,8,3648,103,1759,12052,10293,182,811
PI,10383,PATOS DO PIAUÍ,109,2232,3,2,0,9,1030,53,623,4817,4194,105,651
PI,10391,BURITI DOS LOPES,157,5289,2,3,0,14,4184,159,1616,12627,11011,190,1013
PI,10405,PASSAGEM FRANCA DO PIAUÍ,34,1938,2,0,0,4,329,21,762,3388,2626,35,263
PI,10413,CAMPINAS DO PIAUÍ,72,1806,1,0,1,7,1303,36,484,4211,3727,76,426
PI,10421,QUEIMADA NOVA,44,3584,1,0,0,2,569,29,928,5822,4894,122,543
PI,10430,CAMPO MAIOR,484,17329,25,4,2,33,6928,665,5108,32955,27847,526,1853
PI,10448,SANTA CRUZ DOS MILAGRES,57,1610,0,0,0,1,353,27,704,2984,2280,28,204
PI,10456,CANTO DO BURITI,290,6407,9,4,0,10,3343,86,2391,13943,11552,328,1075
PI,10464,SANTA ROSA DO PIAUÍ,40,1635,3,0,0,8,1059,9,725,3807,3082,64,264
PI,10472,CAPITÃO DE CAMPOS,153,3414,3,1,4,9,1861,128,1787,8271,6484,187,728
PI,10480,SANTANA DO PIAUÍ,50,2321,4,1,0,3,403,51,499,3639,3140,52,255
PI,10499,CARACOL,81,4174,4,2,0,6,686,60,583,6280,5697,75,609
PI,10502,SÃO BRAZ DO PIAUÍ,34,2172,1,0,0,4,206,19,485,3173,2688,38,214
PI,10510,CASTELO DO PIAUÍ,213,7437,8,2,0,4,2437,151,2770,14488,11718,244,1222
PI,10529,SÃO JOSÉ DO DIVINO,75,2027,0,0,4,8,1049,28,587,4184,3597,77,333
PI,10537,COCAL,190,5628,4,4,2,16,5620,266,3890,18060,14170,644,1798
PI,10545,SIGEFREDO PACHECO,51,3550,4,2,0,12,1413,70,850,6528,5678,117,459
PI,10553,CONCEIÇÃO DO CANINDÉ,46,1889,4,1,1,1,715,51,632,3852,3220,75,438
PI,10561,SÃO LOURENÇO DO PIAUÍ,56,2593,4,2,0,2,427,54,753,4268,3515,61,316
PI,10570,CORRENTE,208,6785,7,1,1,22,3467,179,2802,14951,12149,236,1244
PI,10588,VÁRZEA BRANCA,43,2088,3,0,0,3,352,14,652,3454,2802,51,248
PI,10596,CRISTALÂNDIA DO PIAUÍ,51,2330,1,2,0,8,1258,32,1141,5383,4242,54,506
PI,10600,BARRA D'ALCÂNTARA,15,1078,2,1,0,3,657,86,824,2932,2108,26,240
PI,10618,CRISTINO CASTRO,64,3756,5,9,0,10,626,41,1175,6325,5150,137,502
PI,10626,BELA VISTA DO PIAUÍ,41,1764,2,0,0,3,202,27,181,2526,2345,89,217
PI,10634,CURIMATÁ,85,3310,5,0,1,6,2114,97,1279,7484,6205,142,446
PI,10642,BREJO DO PIAUÍ,27,2088,1,1,2,1,221,14,420,3061,2641,48,240
PI,10650,DEMERVAL LOBÃO,96,4984,3,3,0,7,1888,154,1355,9363,8008,130,743
PI,10669,BOA HORA,50,1846,0,2,0,4,1233,53,576,4176,3600,51,361
PI,10677,DOM EXPEDITO LOPES,79,3228,3,0,0,4,938,54,773,5537,4764,63,395
PI,10685,DOM INOCÊNCIO,79,4307,4,0,0,7,347,47,1000,6495,5495,83,621
PI,10693,ELESBÃO VELOSO,128,6145,9,2,1,24,1897,125,2887,12360,9473,142,1001
PI,10707,CAPITÃO GERVÁSIO OLIVEIRA,24,1781,3,0,1,6,488,18,394,3061,2667,47,300
PI,10715,ELISEU MARTINS,29,1930,1,1,1,2,653,47,539,3535,2996,83,250
PI,10723,CAMPO GRANDE DO PIAUÍ,48,2350,2,1,0,2,427,46,407,3686,3279,90,313
PI,10731,ESPERANTINA,268,12560,12,6,0,29,5800,219,4717,25716,20999,389,1716
PI,10740,CAMPO LARGO DO PIAUÍ,55,2318,0,0,0,4,595,25,631,4082,3451,98,356
PI,10758,FLORES DO PIAUÍ,31,1259,2,0,0,5,1133,31,622,3522,2900,90,349
PI,10766,CURRAIS,33,2275,2,0,0,2,774,16,547,4037,3490,42,346
PI,10774,FLORIANO,514,18813,23,7,4,33,8198,647,6501,37174,30673,606,1832
PI,10782,GEMINIANO,41,2294,4,1,0,3,778,32,551,4185,3634,95,386
PI,10790,FRANCINÓPOLIS,42,1960,3,0,2,6,836,31,1052,4354,3302,88,336
PI,10804,GUARIBAS,31,2100,0,1,0,2,214,10,575,3214,2639,40,241
PI,10812,FRANCISCO AYRES,25,2028,1,0,0,5,701,23,828,3913,3085,63,239
PI,10820,ILHA GRANDE,101,2606,0,0,0,1,1075,71,567,4916,4349,109,386
PI,10839,FRANCISCO SANTOS,112,2946,3,2,1,3,1287,100,869,5932,5063,171,439
PI,10847,JUREMA,28,1838,0,0,0,3,819,35,530,3614,3084,53,308
PI,10855,FRONTEIRAS,119,4248,4,3,0,6,1371,202,1367,7985,6618,163,502
PI,10863,LAGOA DE SÃO FRANCISCO,53,1704,2,0,0,4,1182,23,556,3897,3341,33,340
PI,10871,GILBUÉS,77,3516,3,1,1,1,1163,43,1445,6778,5333,104,425
PI,10880,MORRO CABEÇA NO TEMPO,33,1264,2,1,0,6,918,24,499,3146,2647,79,320
PI,10898,GUADALUPE,44,3353,2,0,1,6,1664,84,1458,7175,5717,106,458
PI,10901,NOVO SANTO ANTÔNIO,32,1740,2,1,0,1,357,23,412,2841,2429,48,225
PI,10910,HUGO NAPOLEÃO,44,1775,0,1,1,0,550,36,607,3329,2722,56,260
PI,10928,NOSSA SENHORA DE NAZARÉ,43,2371,0,0,1,5,644,47,580,3924,3344,52,182
PI,10936,INHUMA,144,5940,7,1,1,10,1320,172,2253,10907,8654,164,896
PI,10944,PAQUETÁ,27,2158,3,0,0,5,462,22,531,3551,3020,39,304
PI,10952,IPIRANGA DO PIAUÍ,78,3794,5,1,1,5,669,40,1169,6461,5292,133,567
PI,10960,NOVA SANTA RITA,34,2001,3,1,0,2,404,37,412,3261,2849,57,310
PI,10979,ISAÍAS COELHO,70,2562,2,1,1,4,1296,58,943,5705,4762,112,657
PI,10987,SÃO JOÃO DO ARRAIAL,26,2501,3,0,0,7,1396,11,704,5083,4379,52,383
PI,10995,ITAINÓPOLIS,75,4294,9,5,0,10,1778,76,1090,8374,7284,233,804
PI,11010,ITAUEIRA,89,3123,2,4,1,9,2668,51,1399,8254,6855,182,727
PI,11037,JAICÓS,161,5121,7,6,0,21,2123,154,2234,11170,8936,336,1007
PI,11053,JERUMENHA,28,1517,0,0,0,5,1028,42,676,3644,2968,76,272
PI,11070,JOAQUIM PIRES,111,4835,4,0,2,9,1884,50,1414,9199,7785,110,782
PI,11088,SÃO JOÃO DA CANABRAVA,43,1850,3,0,0,5,904,13,554,3734,3180,57,305
PI,11096,JOSÉ DE FREITAS,268,14543,14,3,1,28,3907,342,3844,24845,21001,431,1465
PI,11118,LANDRI SALES,32,2073,2,1,0,3,654,32,1009,4178,3169,75,297
PI,11134,LUIS CORREIA,283,8041,13,3,3,22,6202,286,3467,20186,16719,330,1539
PI,11150,LUZILÂNDIA,156,8652,8,8,1,22,3433,141,2535,16726,14191,292,1479
PI,11177,MANOEL EMÍDIO,46,2345,1,1,0,0,513,18,623,3887,3264,53,287
PI,11193,MARCOS PARENTE,32,1338,2,3,1,3,1218,31,754,3700,2946,64,255
PI,11215,MATIAS OLÍMPIO,60,2723,1,0,0,8,2370,59,1244,7321,6077,191,665
PI,11231,MIGUEL ALVES,263,9816,8,5,2,33,4092,181,3507,20010,16503,407,1698
PI,11258,MIGUEL LEÃO,8,532,1,0,0,0,215,18,121,960,839,7,58
PI,11274,MONSENHOR GIL,104,5091,3,1,0,10,1078,154,1304,8309,7005,103,461
PI,11290,MONSENHOR HIPÓLITO,92,2329,12,2,1,13,1792,63,638,5626,4988,94,591
PI,11312,MONTE ALEGRE DO PIAUÍ,69,3283,7,0,0,8,1479,66,1417,6963,5546,83,551
PI,11339,NAZARÉ DO PIAUÍ,77,3350,4,1,0,13,842,46,1039,5978,4939,99,507
PI,11355,NOSSA SENHORA DOS REMÉDIOS,57,2798,0,2,1,9,1422,38,913,5837,4924,103,495
PI,11371,NOVO ORIENTE DO PIAUÍ,46,2754,3,2,0,1,487,28,1135,4883,3748,63,364
PI,11398,OEIRAS,331,11183,11,1,0,31,5494,275,3438,23117,19679,400,1953
PI,11410,DOMINGOS MOURÃO,32,1486,2,2,0,8,571,30,473,2927,2454,57,266
PI,11436,PADRE MARCOS,111,2376,4,0,0,4,1264,65,903,5296,4393,89,480
PI,11452,PAES LANDIM,40,1602,2,0,0,2,855,40,510,3333,2823,64,218
PI,11479,PALMEIRA DO PIAUÍ,36,1807,2,0,0,6,842,40,549,3712,3163,76,354
PI,11495,PALMEIRAIS,171,5547,7,1,0,7,1565,170,1023,9323,8300,190,642
PI,11517,PARNAGUÁ,36,3592,0,1,0,1,676,71,1002,5784,4782,83,322
PI,11533,PARNAÍBA,1235,39614,26,19,6,44,21443,2021,16903,86242,69339,1198,3739
PI,11550,PAULISTANA,115,8677,8,1,1,6,1138,91,1781,13050,11269,191,1042
PI,11576,PEDRO II,373,10840,9,11,2,18,4958,209,4069,22415,18346,367,1561
PI,11592,PICOS,662,21570,19,6,7,51,10915,810,6076,43774,37698,923,2742
PI,11614,PIMENTEIRAS,56,4252,5,0,0,8,1580,58,1384,8095,6711,90,662
PI,11630,PIO IX,161,6589,7,2,1,10,2304,167,1725,12079,10354,163,951
PI,11657,PIRACURUCA,199,8642,3,2,2,20,4614,184,3041,18377,15336,276,1396
PI,11673,PIRIPIRI,760,17112,10,5,3,52,11029,546,8272,40961,32689,1023,2152
PI,11690,PORTO,90,3935,4,0,0,3,1195,61,1256,7297,6041,110,643
PI,11711,PRATA DO PIAUÍ,36,1407,2,1,0,4,654,32,760,3198,2438,50,252
PI,11738,REDENÇÃO DO GURGUÉIA,69,2560,4,0,0,4,1444,42,896,5492,4596,67,406
PI,11754,REGENERAÇÃO,190,6747,8,1,2,11,1264,127,2613,12039,9426,174,904
PI,11770,RIBEIRO GONÇALVES,44,1796,5,1,0,10,1629,38,765,4753,3988,40,425
PI,11797,RIO GRANDE DO PIAUÍ,55,2234,1,2,1,6,1500,41,1159,5564,4405,65,501
PI,11819,SANTA CRUZ DO PIAUÍ,132,2684,0,0,1,2,735,36,634,4715,4081,66,426
PI,11835,SANTA FILOMENA,83,1227,4,1,0,7,1313,58,654,3839,3185,91,401
PI,11851,SANTA LUZ,43,2114,3,0,0,3,798,32,480,3843,3363,88,282
PI,11878,SANTO ANTÔNIO DE LISBOA,70,2263,4,3,5,11,977,140,534,4383,3849,106,275
PI,11894,SANTO INÁCIO DO PIAUÍ,27,1560,1,0,0,2,548,29,354,2740,2386,26,193
PI,11916,SÃO FÉLIX DO PIAUÍ,43,1830,0,1,0,4,485,56,595,3230,2635,29,187
PI,11932,SÃO FRANCISCO DO PIAUÍ,35,2394,4,1,0,8,840,34,868,4787,3919,71,532
PI,11959,SÃO GONÇALO DO PIAUÍ,65,2147,1,1,0,0,604,69,482,3677,3195,54,254
PI,11975,SÃO JOÃO DA SERRA,81,2345,1,1,1,8,1559,51,1195,5854,4659,171,442
PI,11991,SÃO JOÃO DO PIAUÍ,131,5207,6,3,0,10,3304,153,1836,11859,10023,203,1006
PI,12009,SÃO JOÃO DA FRONTEIRA,61,1896,2,1,1,3,773,19,673,3822,3149,39,355
PI,12017,SÃO JOSÉ DO PEIXE,45,1271,2,1,1,4,728,38,379,2713,2334,33,212
PI,12025,SÃO JOÃO DA VARJOTA,26,1893,2,2,0,4,394,22,485,3211,2726,83,300
PI,12033,SÃO JOSÉ DO PIAUÍ,35,3089,4,0,0,5,734,17,724,5158,4434,113,437
PI,12041,SEBASTIÃO BARROS,26,1738,3,1,0,6,688,15,820,3675,2855,42,336
PI,12050,SÃO JULIÃO,88,2285,4,0,1,11,935,97,652,4487,3835,28,387
PI,12068,SEBASTIÃO LEAL,12,1605,2,0,0,4,691,8,268,2849,2581,59,200
PI,12076,SÃO MIGUEL DO TAPUIO,160,6435,8,4,3,12,3243,64,2748,14172,11424,231,1267
PI,12084,ALVORADA DO GURGUÉIA,62,2174,4,0,0,0,221,9,477,3259,2782,32,280
PI,12092,SÃO PEDRO DO PIAUÍ,133,4723,8,3,0,14,2224,112,1605,9626,8021,125,679
PI,12106,ASSUNÇÃO DO PIAUÍ,79,1583,1,0,2,6,1733,20,1219,5461,4242,267,553
PI,12114,SÃO RAIMUNDO NONATO,203,10578,10,10,1,13,3289,196,2525,18284,15759,312,1148
PI,12122,BETÂNIA DO PIAUÍ,50,2739,5,0,1,7,462,25,722,4383,3661,54,319
PI,12130,SIMÕES,177,5262,15,2,1,4,980,101,1881,9642,7761,270,950
PI,12149,BOQUEIRÃO DO PIAUÍ,51,2220,1,1,0,1,512,45,1104,4293,3189,79,279
PI,12157,SIMPLÍCIO MENDES,129,3949,4,2,0,8,2199,88,1402,8523,7121,172,570
PI,12165,CARIDADE DO PIAUÍ,36,2319,3,2,0,4,333,26,509,3606,3097,54,320
PI,12173,SOCORRO DO PIAUÍ,53,1828,4,1,0,4,833,44,552,3688,3136,65,304
PI,12181,CURRAL NOVO DO PIAUÍ,37,1827,1,0,0,3,297,21,585,3146,2561,73,302
PI,12190,TERESINA,10712,244347,299,192,60,348,105522,20200,65291,470213,404922,6594,16708
PI,12203,JÚLIO BORGES,28,2397,0,0,0,1,319,18,614,3703,3089,35,291
PI,12211,UNIÃO,442,16848,17,6,1,22,4319,302,4512,28970,24458,392,2110
PI,12220,LAGOA DO SÍTIO,30,2396,1,0,2,2,311,15,574,3656,3082,54,273
PI,12238,URUÇUÍ,117,3369,5,2,3,26,5420,119,2097,12495,10398,225,1115
PI,12246,MILTON BRANDÃO,40,1671,1,4,0,9,1931,36,1075,5194,4119,55,372
PI,12254,VALENÇA DO PIAUÍ,191,7750,8,4,4,14,2655,160,3027,15252,12225,247,1196
PI,12262,PAJEÚ DO PIAUÍ,29,1051,1,0,0,4,810,13,649,2865,2216,44,264
PI,12270,VÁRZEA GRANDE,53,1404,4,0,0,7,877,113,734,3604,2870,55,357
PI,12289,PAVUSSU,47,2019,0,0,0,3,388,23,639,3419,2780,52,248
PI,12297,DIRCEU ARCOVERDE,35,2810,1,0,0,2,751,40,869,4801,3932,64,229
PI,12300,RIACHO FRIO,26,2521,1,0,0,1,446,23,572,3846,3274,34,222
PI,12319,ALAGOINHA,81,2145,6,0,0,12,1893,36,775,5660,4885,126,586
PI,12327,ACAUÃ,49,3320,5,1,1,5,373,23,469,4658,4189,110,303
PI,12335,BELÉM DO PIAUÍ,32,1071,2,3,1,1,619,24,254,2313,2059,57,250
PI,12343,CAJAZEIRAS DO PIAUÍ,31,1218,1,0,0,2,587,18,334,2483,2149,73,219
PI,12351,CAMPO ALEGRE DO FIDALGO,48,1742,2,0,1,8,775,46,514,3503,2989,35,333
PI,12360,COCAL DE TELHA,33,2234,1,2,0,5,349,13,872,3884,3012,68,307
PI,12378,FRANCISCO MACEDO,13,833,1,2,0,1,596,13,249,1908,1659,26,174
PI,12386,JOÃO COSTA,36,1517,3,1,0,5,439,29,311,2681,2370,53,287
PI,12394,JATOBÁ DO PIAUÍ,42,2362,1,0,0,5,907,61,611,4310,3699,55,266
PI,12408,JOCA MARQUES,27,1307,4,0,0,0,1056,17,530,3283,2753,55,287
PI,12416,JUAZEIRO DO PIAUÍ,64,3081,2,2,0,4,969,77,754,5456,4702,79,424
PI,12424,LAGOA DO PIAUÍ,29,1668,1,1,1,6,618,30,391,3006,2615,33,229
PI,12432,LAGOINHA DO PIAUÍ,16,1328,1,0,0,0,209,24,387,2105,1718,19,121
PI,12440,MADEIRO,37,1963,2,0,1,2,1552,38,894,4917,4023,58,371
PI,12459,MORRO DO CHAPÉU DO PIAUÍ,38,2124,4,1,0,0,1452,19,799,4838,4039,47,354
PI,12467,MASSAPÊ DO PIAUÍ,38,2643,3,1,2,9,827,43,606,4848,4242,121,557
PI,12475,MURICI DOS PORTELAS,39,2291,1,0,0,3,1284,38,963,5167,4204,92,456
PI,12483,OLHO D'ÁGUA DO PIAUÍ,20,1286,2,1,2,0,224,21,439,2167,1728,39,135
PI,12491,PEDRO LAURENTINO,37,1259,1,0,0,0,379,19,315,2210,1895,36,164
PI,12505,SÃO FRANCISCO DE ASSIS DO PIAUÍ,46,1738,2,1,1,10,896,52,463,3557,3094,42,307
