STATE,CD_MUN,NM_MUN,VOTES_INCUMBENT,VOTES_PSTU_16,VOTES_PCB_21,VOTES_DC_27,VOTES_PRTB_28,VOTES_PCO_29,VOTES_PV_43,VOTES_CHALLENGER,VOTES_PSOL_50,QT_ABST,QT_APT,QT_ATTEND,QT_BLANK,QT_NULL
MA,9318,SUCUPIRA DO NORTE,4686,8,1,3,0,0,277,371,9,1844,7989,6145,114,676
MA,9334,TASSO FRAGOSO,2519,3,1,1,1,0,354,757,6,1170,5302,4132,58,432
MA,9350,TIMBIRAS,8802,6,5,3,2,1,560,920,26,6455,18438,11983,176,1482
MA,9377,TIMON,51751,65,49,50,30,3,10439,9127,310,20372,100146,79774,1552,6398
MA,9393,TUNTUM,12133,12,9,6,8,0,2294,3427,37,7488,27468,19980,472,1582
MA,9415,TURIAÇU,11053,3,9,5,2,0,1048,2619,24,6850,23350,16500,339,1398
MA,9431,TUTÓIA,14359,6,9,12,9,0,1539,4427,47,9658,33236,23578,875,2295
MA,9458,URBANO SANTOS,9488,7,6,9,9,1,862,721,24,2905,15857,12952,340,1485
MA,9474,VARGEM GRANDE,13591,14,15,7,7,1,841,2296,49,7774,27805,20031,407,2803
MA,9490,VIANA,17362,15,7,12,6,2,2619,2982,43,8715,34288,25573,487,2038
MA,9512,VITÓRIA DO MEARIM,10286,9,10,3,2,4,2072,1835,64,7239,23484,16245,534,1426
MA,9539,VITORINO FREIRE,9932,10,12,8,6,0,1183,2544,28,6084,22370,16286,501,2062
MA,9555,BOM JARDIM,12185,10,11,3,6,1,1331,2335,18,7112,25583,18471,465,2106
MA,9571,SANTA INÊS,23278,26,10,24,13,1,7038,7929,163,12584,54908,42324,855,2987
MA,9598,PAULO RAMOS,7078,11,3,3,5,2,745,1287,21,3396,14365,10969,392,1422
MA,9610,AÇAILÂNDIA,27223,24,19,24,8,3,10079,12703,175,15166,70192,55026,1218,3550
MA,9636,ESTREITO,8260,6,6,4,4,0,1861,3531,41,4447,19572,15125,316,1096
MA,9652,SANTA LUZIA DO PARUÁ,8001,5,4,6,1,0,960,1488,17,3559,15195,11636,209,945
MA,9679,ARAME,9310,5,7,0,2,2,601,3113,30,5251,19730,14479,153,1256
MA,9695,MIRANDA DO NORTE,7283,9,2,5,1,0,1054,511,11,3469,13092,9623,108,639
MA,9717,ZÉ DOCA,15993,12,7,6,5,1,1326,2888,24,9179,31797,22618,363,1993
MG,40002,ALFREDO VASCONCELOS,2298,6,4,4,4,0,392,1082,24,561,4732,4171,132,225
MG,40010,ABADIA DOS DOURADOS,2377,3,3,1,2,2,442,1394,39,568,5268,4700,155,282
MG,40029,ARAPORÃ,2203,1,0,4,5,0,554,1672,22,922,5688,4766,83,222
MG,40037,ABAETÉ,5201,9,6,12,5,1,1818,6275,71,3797,18261,14464,534,532
MG,40045,BRASILÂNDIA DE MINAS,4759,5,4,0,1,0,491,1541,12,2188,9489,7301,140,348
MG,40053,ABRE CAMPO,4292,3,3,4,4,1,801,2421,21,2626,11140,8514,311,653
MG,40061,CAPITÃO ANDRADE,1348,2,1,2,0,0,285,1001,4,673,3679,3006,75,288
MG,40070,ACAIACA,1404,2,0,0,0,0,205,745,12,851,3440,2589,80,141
MG,40088,CARNEIRINHO,3681,2,0,0,2,0,337,1765,13,1049,7264,6215,139,276
MG,40096,AÇUCENA,3432,6,2,4,5,0,478,1146,11,2882,8719,5837,249,504
MG,40100,CATUJI,3117,3,1,1,9,0,259,1090,7,1345,6338,4993,103,403
MG,40118,ÁGUA BOA,5043,2,2,2,6,1,367,1356,5,4149,11822,7673,145,744
MG,40126,DIVISA ALEGRE,1679,0,0,1,0,0,232,986,2,1178,4415,3237,38,299
MG,40134,ÁGUA COMPRIDA,684,0,0,0,0,0,153,632,5,412,2055,1643,83,86
MG,40142,DIVISÓPOLIS,2376,3,4,2,1,0,320,1272,9,923,5294,4371,58,326
MG,40150,AGUANIL,1636,2,0,1,0,0,461,549,20,535,3451,2916,106,141
MG,40169,DURANDÉ,2482,2,1,3,8,1,329,1317,17,1299,5819,4520,119,241
MG,40177,ÁGUAS FORMOSAS,5430,8,7,5,0,3,992,2520,52,4400,14350,9950,172,761
MG,40185,ENTRE FOLHAS,2027,3,3,2,1,1,474,890,22,1191,5062,3871,117,331
MG,40193,ÁGUAS VERMELHAS,3183,2,2,3,3,0,347,1919,10,3537,9839,6302,185,648
MG,40207,FERVEDOURO,3777,1,1,4,1,0,409,1500,16,1672,7908,6236,178,349
MG,40215,AIMORÉS,5881,7,4,9,6,1,2108,5078,27,3080,17473,14393,396,876
MG,40223,FRANCISCÓPOLIS,1853,0,1,0,4,0,244,500,0,1569,4513,2944,57,285
MG,40231,AIURUOCA,1592,2,2,1,4,0,459,1421,34,1169,5053,3884,128,241
MG,40240,ICARAÍ DE MINAS,3795,0,1,0,2,0,185,844,8,1313,6470,5157,40,282
MG,40258,ALAGOA,726,2,0,0,6,0,179,812,12,363,2226,1863,48,78
MG,40266,IPABA,5773,3,2,3,0,1,1878,1436,47,2453,12135,9682,202,337
MG,40274,ALBERTINA,579,1,1,1,2,0,140,946,3,334,2134,1800,55,72
MG,40282,JAÍBA,11656,5,4,4,2,1,806,2861,20,4721,21376,16655,278,1018
MG,40290,ALÉM PARAÍBA,11574,9,8,27,4,1,4812,4840,124,5646,28466,22820,523,898
MG,40304,JAMPRUCA,1796,2,0,0,1,0,218,540,9,794,3733,2939,81,292
MG,40312,ALFENAS,15230,19,8,35,24,2,5741,20026,320,10019,54367,44348,1361,1582
MG,40320,JUATUBA,6145,8,4,9,4,6,3029,2258,74,2321,15071,12750,529,684
MG,40339,ALMENARA,12666,11,8,6,7,0,2051,3369,43,8468,28677,20209,294,1754
MG,40347,LAGOA GRANDE,2843,2,0,2,1,1,241,1651,17,1246,6297,5051,64,229
MG,40355,ALPERCATA,2348,2,4,1,1,1,622,1238,9,1224,5872,4648,136,286
MG,40363,LIMEIRA DO OESTE,2760,3,0,2,1,1,180,910,6,603,4689,4086,45,178
MG,40371,ALPINÓPOLIS,6594,6,0,12,11,1,991,3128,80,2479,14276,11797,408,566
MG,40380,LONTRA,3674,1,1,1,1,0,270,719,7,2160,7296,5136,83,379
MG,40398,ALTEROSA,3666,2,0,0,10,2,452,4252,29,1781,10774,8993,215,365
MG,40401,MAMONAS,2521,0,0,3,2,3,112,1168,4,715,4954,4239,77,349
MG,40410,ALTO RIO DOCE,3512,5,2,10,3,1,395,2811,61,2265,9964,7699,307,592
MG,40428,MATA VERDE,2479,1,1,0,0,0,483,1311,4,1857,6610,4753,52,422
MG,40436,ALVARENGA,1614,4,0,1,1,0,182,1002,7,640,3706,3066,60,195
MG,40444,MATIAS CARDOSO,2774,0,4,4,0,1,161,1023,8,1271,5731,4460,56,429
MG,40452,ALVINÓPOLIS,5688,7,3,9,11,3,980,1711,62,2886,13035,10149,346,1329
MG,40460,MONTEZUMA,2094,3,2,3,1,0,222,916,19,1525,5251,3726,63,403
MG,40479,ALVORADA DE MINAS,1514,2,1,0,1,0,143,333,6,1129,3433,2304,71,233
MG,40487,NAQUE,2142,2,1,1,2,0,354,740,4,1222,4763,3541,97,198
MG,40495,AMPARO DO SERRA,2286,0,4,1,0,1,220,732,9,743,4292,3549,86,210
MG,40509,NOVO ORIENTE DE MINAS,3203,4,8,1,22,2,336,930,2,3239,8605,5366,118,740
MG,40517,ANDRADAS,6549,10,6,25,7,2,2836,11420,156,3917,26881,22964,1003,950
MG,40525,PALMÓPOLIS,2333,1,7,3,7,0,132,833,14,2251,6160,3909,86,493
MG,40533,CACHOEIRA DE PAJEÚ,2410,2,1,2,2,0,240,1374,5,1574,6309,4735,99,600
MG,40541,PEDRAS DE MARIA DA CRUZ,3864,2,1,1,1,1,203,568,12,2366,7497,5131,60,418
MG,40550,ANDRELÂNDIA,2888,6,3,4,3,0,730,3038,42,2159,9618,7459,279,466
MG,40568,PERIQUITO,1938,1,2,1,1,1,302,1651,5,1601,5887,4286,72,312
MG,40576,ANTÔNIO CARLOS,4277,5,1,3,3,1,714,1748,40,1528,9017,7489,294,403
MG,40584,PONTO DOS VOLANTES,3439,3,2,0,4,1,208,1374,6,2173,7939,5766,87,642
MG,40592,ANTÔNIO DIAS,2924,5,2,6,3,0,1127,1981,13,1798,8426,6628,183,384
MG,40606,RIACHINHO,2676,1,0,0,2,0,202,677,9,1330,5218,3888,48,273
MG,40614,ANTÔNIO PRADO DE MINAS,599,3,0,0,2,0,164,599,3,174,1617,1443,28,45
MG,40622,ROSÁRIO DA LIMEIRA,2169,2,0,2,13,0,312,1064,29,828,4788,3960,157,212
MG,40630,ARAÇAÍ,705,2,0,2,3,0,367,759,15,513,2519,2006,63,90
MG,40649,SANTA BÁRBARA DO LESTE,2722,2,4,3,3,1,541,1599,16,1410,6823,5413,168,354
MG,40657,ARACITABA,854,1,0,1,2,0,123,367,3,336,1906,1570,80,139
MG,40665,SANTA RITA DE MINAS,1809,2,0,0,4,1,658,1242,21,965,5139,4174,142,295
MG,40673,ARAÇUAÍ,10141,10,2,7,6,0,876,5930,55,9393,27868,18475,310,1138
MG,40681,SANTANA DO PARAÍSO,5352,5,3,13,5,3,2336,2764,58,2817,14403,11586,349,698
MG,40690,ARAGUARI,28665,37,16,36,26,5,13855,20970,582,14408,83303,68895,2030,2673
MG,40703,SÃO JOÃO DA LAGOA,1944,1,1,1,1,0,288,637,15,982,4189,3207,63,256
MG,40711,ARANTINA,1266,1,0,3,0,1,214,355,28,560,2644,2084,68,148
MG,40720,SÃO JOÃO DO MANHUAÇU,3259,3,1,4,0,0,491,1774,7,1236,7140,5904,97,268
MG,40738,ARAPONGA,3309,0,1,1,3,1,157,689,5,1454,6227,4773,136,471
MG,40746,SÃO JOÃO DO MANTENINHA,1869,4,1,2,1,0,250,1173,8,864,4536,3672,117,247
MG,40754,ARAPUÁ,625,2,1,0,2,2,249,1143,9,443,2680,2237,98,106
MG,40762,SÃO JOÃO DO PACUÍ,1799,0,0,0,1,1,246,313,3,696,3346,2650,49,238
MG,40770,ARAÚJOS,1353,1,2,3,0,0,565,2472,18,922,5712,4790,202,174
MG,40789,SÃO JOSÉ DA LAPA,5679,8,2,14,6,1,3758,2624,98,2113,15245,13132,426,516
MG,40797,ARAXÁ,23078,31,11,57,27,3,8791,21257,419,10679,68706,58027,1919,2434
MG,40800,SARZEDO,5378,10,5,15,14,1,4124,2429,84,1907,15194,13287,628,599
MG,40819,ARCEBURGO,1754,1,1,3,4,0,500,2806,20,887,6538,5651,230,332
MG,40827,SEM PEIXE,1235,4,0,0,0,0,182,627,9,895,3249,2354,111,186
MG,40835,ARCOS,10633,19,1,19,10,1,4365,6652,106,3911,28073,24162,1266,1090
MG,40843,SENADOR AMARAL,2108,6,0,2,4,1,285,1059,31,615,4364,3749,119,134
MG,40851,AREADO,2292,3,1,7,3,0,988,5232,46,1895,11048,9153,271,310
MG,40860,UBAPORANGA,3238,1,0,3,5,1,624,2413,19,2413,9319,6906,197,405
MG,40878,ARGIRITA,1375,1,2,1,3,1,266,507,16,390,2707,2317,53,92
MG,40886,URUCUIA,3094,2,1,1,2,1,244,964,6,1747,6345,4598,39,244
MG,40894,ARINOS,5653,3,4,2,2,0,815,2206,21,3919,13449,9530,113,711
MG,40908,VARGEM ALEGRE,2418,0,0,0,2,0,390,1121,12,1665,6052,4387,91,353
MG,40916,ASTOLFO DUTRA,5097,6,0,5,4,2,692,2442,29,1562,10393,8831,190,364
MG,40924,JOSENÓPOLIS,1782,1,0,1,0,2,124,233,1,1135,3499,2364,5,215
MG,40932,ATALÉIA,5159,10,2,6,3,0,759,1178,17,4013,11921,7908,93,681
MG,40940,JUVENÍLIA,2157,1,1,0,0,1,155,908,7,1626,5157,3531,43,258
MG,40959,AUGUSTO DE LIMA,1757,1,2,0,1,0,281,753,5,1265,4281,3016,83,133
MG,40967,LEME DO PRADO,1633,0,1,0,1,0,161,567,3,1300,3827,2527,36,125
MG,40975,BAEPENDI,4559,2,7,5,3,1,2108,4711,80,2653,15118,12465,389,600
MG,40983,LUISBURGO,1467,2,1,0,0,0,195,1946,9,978,4939,3961,96,245
MG,40991,BALDIM,2923,6,1,5,7,1,795,1035,15,1040,6250,5210,197,225
MG,41009,LUISLÂNDIA,2808,0,1,2,0,0,138,416,5,1634,5354,3720,59,291
MG,41017,BAMBUÍ,7121,6,2,2,4,5,1513,4522,127,3860,18281,14421,505,614
MG,41025,MÁRIO CAMPOS,3046,4,9,9,4,2,2091,1685,23,1351,8924,7573,326,374
MG,41033,BANDEIRA,1743,4,1,2,0,1,144,556,2,1193,3993,2800,76,271
MG,41041,MARTINS SOARES,2353,2,1,0,1,0,370,1406,16,1097,5624,4527,103,275
MG,41050,BANDEIRA DO SUL,1762,2,0,1,1,0,527,1333,19,768,4722,3954,138,171
MG,41068,MIRAVÂNIA,1784,3,2,1,2,1,57,422,4,1235,3694,2459,16,167
MG,41076,BARÃO DE COCAIS,8474,10,4,16,35,3,3448,3816,143,3593,21081,17488,777,762
MG,41084,MONTE FORMOSO,1611,2,1,0,0,0,125,494,3,1207,3713,2506,29,241
MG,41092,BARÃO DE MONTE ALTO,1810,0,1,1,1,0,329,1592,18,589,4655,4066,90,224
MG,41106,NATALÂNDIA,1557,0,0,0,1,1,125,359,5,564,2746,2182,26,108
MG,41114,BARBACENA,37705,79,25,78,46,19,12968,18172,742,14497,92791,78294,3306,5154
MG,41122,NINHEIRA,2586,3,1,4,0,3,77,1321,6,2598,7362,4764,146,617
MG,41130,BARRA LONGA,2263,0,1,3,1,0,287,1310,16,1178,5447,4269,150,238
MG,41149,NOVA BELÉM,1326,2,3,3,3,0,217,729,7,840,3432,2592,45,257
MG,41157,TRÊS MARIAS,6821,22,5,16,11,0,3559,5122,57,4413,21183,16770,521,636
MG,41165,NOVA PORTEIRINHA,3116,2,2,0,1,1,431,925,14,1182,6073,4891,91,308
MG,41173,BARROSO,6805,12,2,6,4,1,1605,3500,62,2651,16107,13456,753,706
MG,41181,NOVORIZONTE,1579,1,1,2,2,0,324,756,2,842,3913,3071,44,360
MG,41190,BELA VISTA DE MINAS,3450,6,0,21,4,1,852,1194,28,984,7055,6071,187,328
MG,41203,OLHOS D'ÁGUA,2718,1,1,2,0,0,163,293,6,1133,4634,3501,42,275
MG,41211,BELMIRO BRAGA,1253,1,0,3,2,1,267,627,9,429,2796,2367,57,147
MG,41220,ORATÓRIOS,1861,2,0,9,0,2,333,634,7,877,4036,3159,85,226
MG,41238,BELO HORIZONTE,434157,1774,699,1545,739,462,560037,389416,15447,288958,1828630,1539672,60457,74939
MG,41246,ORIZÂNIA,2686,2,2,0,3,0,266,1117,5,1293,5767,4474,89,304
MG,41254,BELO ORIENTE,7594,6,2,13,1,3,1981,2822,43,3815,17465,13650,515,670
MG,41262,PADRE CARVALHO,2232,3,0,0,0,0,123,404,0,1409,4473,3064,36,266
MG,41270,BELO VALE,2754,8,0,5,2,2,789,1729,38,1360,7264,5904,325,252
MG,41289,PAI PEDRO,2282,0,1,2,1,0,145,499,9,818,4141,3323,52,332
MG,41297,BERILO,4087,3,3,1,2,0,180,1059,17,3681,9661,5980,96,532
MG,41300,PATIS,2325,0,0,3,0,0,171,535,2,826,4003,3177,15,126
MG,41319,BERTÓPOLIS,1485,0,3,2,0,0,105,657,3,854,3417,2563,35,273
MG,41327,PEDRA BONITA,2138,0,2,1,1,0,187,1507,4,931,5124,4193,62,291
MG,41335,BETIM,90116,214,58,261,90,45,60295,38828,1191,32073,240925,208852,8049,9705
MG,41343,PIEDADE DE CARATINGA,2283,1,1,5,1,0,265,1453,10,1048,5424,4376,87,270
MG,41351,BIAS FORTES,1675,3,2,7,3,0,227,726,10,649,3610,2961,75,233
MG,41360,PINGO D'ÁGUA,1789,2,2,1,1,0,225,503,2,734,3529,2795,36,234
MG,41378,BICAS,3839,8,1,11,9,2,1862,2389,100,2156,11169,9013,258,534
MG,41386,PINTÓPOLIS,2854,1,2,3,1,0,189,620,6,1972,5988,4016,62,278
MG,41394,BIQUINHAS,883,1,0,5,0,0,198,807,1,383,2434,2051,70,86
MG,41408,PONTO CHIQUE,1551,1,1,0,0,1,192,546,4,1077,3570,2493,20,177
MG,41416,BOA ESPERANÇA,10184,15,6,13,13,1,2342,9442,116,6257,29868,23611,697,782
MG,41424,REDUTO,1638,0,1,0,0,2,495,1426,23,1020,4976,3956,114,257
MG,41432,BOCAINA DE MINAS,1435,7,0,5,0,3,326,1374,17,791,4282,3491,118,206
MG,41440,SANTA BÁRBARA DO MONTE VERDE,1252,3,1,1,3,1,280,590,6,600,2953,2353,67,149
MG,41459,BOCAIÚVA,17028,12,8,27,11,3,2890,3448,92,8154,33771,25617,544,1554
MG,41467,SANTA CRUZ DE MINAS,1797,5,1,5,1,0,883,2051,41,745,6023,5278,281,213
MG,41475,BOM DESPACHO,9519,15,10,16,9,4,5334,11629,190,5854,34938,29084,1228,1130
MG,41483,SANTA CRUZ DE SALINAS,2118,1,2,0,1,0,59,337,8,1268,4193,2925,52,347
MG,41491,BOM JARDIM DE MINAS,2373,3,2,2,2,0,265,1206,33,1146,5464,4318,142,290
MG,41505,SANTA HELENA DE MINAS,1777,1,0,2,2,0,137,1058,7,929,4257,3328,44,300
MG,41513,BOM JESUS DA PENHA,1277,0,0,0,0,0,179,869,6,513,3055,2542,69,142
MG,41521,SANTO ANTÔNIO DO RETIRO,2607,1,4,0,8,1,179,661,7,1515,5528,4013,73,472
MG,41530,BOM JESUS DO AMPARO,2043,4,1,2,1,0,415,933,18,915,4708,3793,128,248
MG,41548,SÃO DOMINGOS DAS DORES,2358,0,0,2,3,0,207,1120,7,1002,4956,3954,74,183
MG,41556,BOM JESUS DO GALHO,4601,9,5,1,1,1,427,2827,20,1639,10540,8901,237,772
MG,41564,SÃO FÉLIX DE MINAS,1034,0,0,0,2,0,359,600,9,770,2979,2209,59,146
MG,41572,BOM REPOUSO,3319,2,1,1,1,2,468,2405,37,1111,7799,6688,188,264
MG,41580,SÃO GERALDO DO BAIXIO,1105,0,0,2,2,0,198,648,2,446,2574,2128,43,128
MG,41599,BOM SUCESSO,4060,5,9,6,5,1,1059,5418,60,3030,14619,11589,486,480
MG,41602,SÃO JOÃO DAS MISSÕES,3674,2,2,0,0,1,152,723,1,2036,7339,5303,79,669
MG,41610,BONFIM,2422,6,2,4,8,1,534,1454,33,963,6177,5214,431,319
MG,41629,SÃO JOAQUIM DE BICAS,7705,18,6,12,7,3,2134,1905,62,2841,15913,13072,566,654
MG,41637,BONFINÓPOLIS DE MINAS,2039,2,0,2,4,0,387,933,10,1501,5146,3645,69,199
MG,41645,SÃO JOSÉ DA BARRA,2446,1,0,1,3,0,417,1310,34,1212,5742,4530,143,175
MG,41653,BORDA DA MATA,3992,6,9,8,3,0,1097,4347,38,2256,12627,10371,370,501
MG,41661,ALTO CAPARAÓ,713,2,0,2,0,0,425,1691,17,361,3381,3020,77,93
MG,41670,BOTELHOS,4415,6,3,1,13,2,1019,3705,50,2518,12512,9994,286,494
MG,41688,ANGELÂNDIA,2042,1,0,0,10,1,151,1481,10,2135,6274,4139,84,359
MG,41696,BOTUMIRIM,2347,0,0,3,0,0,290,492,8,1682,5135,3453,55,258
MG,41700,ARICANDUVA,1725,0,1,1,0,4,175,688,7,1159,4181,3022,94,327
MG,41718,BRASÍLIA DE MINAS,12722,7,5,12,6,0,1583,2417,52,7182,25365,18183,297,1082
MG,41726,BERIZAL,1415,0,2,3,0,0,221,807,7,581,3310,2729,31,243
MG,41734,BRÁS PIRES,1669,0,0,0,6,0,175,792,8,923,3793,2870,78,142
MG,41742,BONITO DE MINAS,3273,2,3,4,3,1,89,510,8,2154,6468,4314,37,384
MG,41750,BRAÚNAS,1591,5,0,1,3,1,214,709,9,685,3702,3017,136,348
MG,41769,BUGRE,1394,1,2,0,0,0,334,904,9,846,3797,2951,109,198
MG,41777,BRAZÓPOLIS,3369,12,2,4,4,1,822,4845,49,2658,12546,9888,319,461
MG,41785,CABECEIRA GRANDE,2015,4,0,1,2,0,473,1110,14,1182,5088,3906,81,206
MG,41793,BRUMADINHO,7997,11,5,19,11,4,4158,5245,134,3169,22704,19535,931,1020
MG,41807,CAMPO AZUL,1657,1,0,0,1,0,191,362,4,857,3304,2447,35,196
MG,41815,BUENO BRANDÃO,2064,3,1,8,2,0,652,3480,40,1659,8582,6923,351,322
MG,41823,CANTAGALO,1191,3,1,4,2,0,229,744,5,573,3010,2437,67,191
MG,41831,BUENÓPOLIS,2924,1,2,7,3,0,383,1356,10,3032,8315,5283,232,365
MG,41840,CATAS ALTAS,1471,2,1,2,2,0,557,1010,30,643,3998,3355,113,167
MG,41858,BURITIS,5497,4,0,14,4,1,1344,4628,38,4109,16486,12377,266,581
MG,41866,CATUTI,2148,2,0,1,1,0,100,502,7,1023,4167,3144,50,333
MG,41874,BURITIZEIRO,7789,9,3,4,4,1,1840,3296,43,5071,19476,14405,393,1023
MG,41882,CHAPADA GAÚCHA,3323,1,3,1,5,0,157,954,15,1739,6693,4954,62,433
MG,41890,CABO VERDE,3569,6,1,3,3,0,601,3086,26,1851,9773,7922,231,396
MG,41904,CÔNEGO MARINHO,2832,3,1,1,0,0,129,509,1,1115,4970,3855,61,318
MG,41912,CACHOEIRA DA PRATA,1001,1,2,1,1,0,932,680,10,381,3179,2798,85,85
MG,41920,CONFINS,1855,2,2,4,3,1,1053,1008,33,445,4735,4290,141,188
MG,41939,CACHOEIRA DE MINAS,2316,9,2,5,4,1,732,3684,66,1318,8627,7309,246,244
MG,41947,CÓRREGO FUNDO,2083,3,2,4,2,0,416,1122,31,552,4629,4077,231,183
MG,41955,CACHOEIRA DOURADA,1178,2,0,0,1,0,176,428,7,672,2585,1913,34,87
MG,41963,CRISÓLITA,1982,2,0,1,0,0,174,614,3,955,4134,3179,32,371
MG,41971,CAETANÓPOLIS,2700,3,2,4,5,2,1170,1663,30,1276,7363,6087,227,281
MG,41980,CUPARAQUE,1145,0,0,1,0,0,275,1254,3,798,3779,2981,53,250
MG,41998,CAETÉ,10460,26,4,32,6,2,6422,6966,170,5201,31420,26219,1016,1115
MG,42005,CURRAL DE DENTRO,2065,0,2,2,3,0,162,1412,4,1527,5687,4160,56,454
MG,42013,CAIANA,1471,1,0,1,2,0,196,984,15,396,3356,2960,74,216
MG,42021,DELTA,2210,2,1,2,1,1,340,670,17,851,4412,3561,112,205
MG,42030,CAJURI,1736,0,1,0,4,0,192,719,12,757,3792,3035,150,221
MG,42048,DOM BOSCO,1287,4,0,1,0,1,217,657,3,666,3048,2382,52,160
MG,42056,CALDAS,3131,6,5,7,2,0,958,3863,39,1557,10248,8691,249,431
MG,42064,FREI LAGONEGRO,1495,4,0,0,2,0,86,405,5,528,2866,2338,60,281
MG,42072,CAMACHO,1166,0,1,2,0,0,140,1033,8,607,3184,2577,120,107
MG,42080,FRUTA DE LEITE,2296,3,0,0,0,0,76,342,3,1784,5008,3224,49,455
MG,42099,CAMANDUCAIA,5610,15,3,13,3,1,1120,4878,49,2826,15639,12813,475,646
MG,42102,GAMELEIRAS,1848,0,0,1,0,0,90,758,4,857,3881,3024,43,280
MG,42110,CAMBUÍ,5590,10,10,8,7,5,3018,6177,94,3475,19686,16211,493,799
MG,42129,GLAUCILÂNDIA,1663,2,1,0,0,1,289,445,21,461,3052,2591,61,108
MG,42137,CAMBUQUIRA,2026,6,3,6,4,1,924,4336,34,1866,9769,7903,201,362
MG,42145,GOIABEIRA,925,0,1,0,1,0,263,699,3,388,2504,2116,64,160
MG,42153,CAMPANÁRIO,1453,3,1,4,1,0,157,506,11,673,3036,2363,36,191
MG,42161,GOIANÁ,1290,1,1,3,1,0,532,637,15,605,3374,2769,97,192
MG,42170,CAMPANHA,2306,3,4,8,2,2,1143,5215,66,2111,11563,9452,286,417
MG,42188,GUARACIAMA,3141,0,1,3,2,0,186,458,4,1059,5177,4118,69,254
MG,42196,CAMPESTRE,3391,5,2,9,5,2,1357,7078,52,2792,15873,13081,614,566
MG,42200,IBIRACATU,2370,2,1,0,0,0,76,805,7,1736,5447,3711,41,409
MG,42218,CAMPINA VERDE,5648,2,5,2,4,1,791,4831,43,2441,14439,11998,204,467
MG,42226,IMBÉ DE MINAS,2149,3,2,5,1,0,153,1090,4,1391,5136,3745,37,301
MG,42234,CAMPO BELO,14116,10,10,14,8,3,5491,8815,165,7288,38700,31412,1178,1602
MG,42242,INDAIABIRA,2040,0,3,1,0,0,260,1182,6,1676,5621,3945,58,395
MG,42250,CAMPO DO MEIO,3667,4,0,4,1,4,720,2248,52,2166,9577,7411,270,441
MG,42269,JAPONVAR,3748,0,2,0,3,0,172,658,2,2299,7369,5070,100,385
MG,42277,CAMPO FLORIDO,1571,1,0,1,1,0,337,1278,15,615,4015,3400,71,125
MG,42285,JENIPAPO DE MINAS,2029,1,1,1,2,0,108,680,4,2226,5382,3156,44,286
MG,42293,CAMPOS ALTOS,3168,2,1,3,2,1,709,3317,27,2359,10150,7791,236,325
MG,42307,JOSÉ GONÇALVES DE MINAS,1299,3,3,1,4,1,82,851,3,1054,3558,2504,30,227
MG,42315,CAMPOS GERAIS,5974,8,4,9,7,2,1722,6569,67,4398,20180,15782,642,778
MG,42323,JOSÉ RAYDAN,1757,3,0,3,0,0,188,396,3,1018,3652,2634,37,247
MG,42331,CANAÃ,1943,1,2,5,0,0,169,844,16,431,3756,3325,90,255
MG,42340,SÃO SEBASTIÃO DA VARGEM ALEGRE,1190,2,1,1,1,0,169,606,7,401,2599,2198,60,161
MG,42358,CANÁPOLIS,3892,4,0,0,0,0,499,2383,24,1804,9126,7322,132,388
MG,42366,SÃO SEBASTIÃO DO ANTA,1904,0,0,2,1,0,166,1047,6,1133,4550,3417,77,214
MG,42374,CANA VERDE,1585,2,0,7,0,0,660,1231,13,481,4303,3822,121,203
MG,42382,SERRANÓPOLIS DE MINAS,1773,3,1,3,0,1,124,610,6,764,3572,2808,61,226
MG,42390,CANDEIAS,4074,5,4,5,5,1,1131,3329,49,2136,11771,9635,532,500
MG,42404,SETUBINHA,3017,2,5,1,5,0,211,908,3,2885,7710,4825,75,598
MG,42412,CAPARAÓ,1059,1,0,1,2,0,290,1660,12,740,3995,3255,71,159
MG,42420,TAPARUBA,1171,2,2,1,3,0,107,831,3,805,3147,2342,58,164
MG,42439,CAPELA NOVA,1480,7,0,3,3,1,230,1077,22,602,3910,3308,279,206
MG,42447,UNIÃO DE MINAS,1699,0,0,0,1,1,124,706,7,1004,3736,2732,40,154
MG,42455,CAPELINHA,8020,6,5,10,6,1,1384,5622,55,6657,23537,16880,507,1264
MG,42463,URUANA DE MINAS,1513,2,0,0,0,0,215,356,2,723,2979,2256,39,129
MG,42471,CAPETINGA,1732,3,3,2,5,0,448,1950,18,1449,5994,4545,152,232
MG,42480,VARGEM GRANDE DO RIO PARDO,1473,1,1,1,1,2,163,852,2,690,3484,2794,28,270
MG,42498,CAPIM BRANCO,2398,2,2,6,2,1,1102,1799,25,950,6777,5827,255,235
MG,42501,VARJÃO DE MINAS,1615,3,3,0,1,1,242,1640,15,647,4432,3785,120,145
MG,42510,CAPINÓPOLIS,5193,0,3,3,4,0,718,2859,11,1391,10723,9332,175,366
MG,42528,VERDELÂNDIA,3136,2,0,0,1,0,139,671,4,1564,5965,4401,92,356
MG,42536,CAPITÃO ENÉAS,5416,3,1,3,1,0,811,1568,14,2828,11469,8641,159,665
MG,42544,VEREDINHA,2176,0,3,0,1,0,160,575,3,1300,4604,3304,70,316
MG,42552,CAPITÓLIO,2666,0,1,6,3,0,654,1718,22,1309,6729,5420,141,209
MG,42560,VERMELHO NOVO,1535,1,0,1,2,0,147,1378,9,811,4267,3456,134,249
MG,42579,CAPUTIRA,2765,8,0,0,2,1,373,1916,11,1591,7376,5785,325,384
